A,B,C,D,E
"(20.006, 20.626]","(18.783, 19.357]","(15.643, 16.194]","(96.982, 99.111]","(333.787, 340.126]"
"(20.006, 20.626]","(14.181, 14.766]","(15.091, 15.643]","(84.21, 86.339]","(295.757, 302.095]"
"(18.766, 19.386]","(21.653, 22.227]","(16.194, 16.746]","(105.497, 107.626]","(365.479, 371.817]"
"(19.386, 20.006]","(15.914, 16.488]","(16.194, 16.746]","(86.339, 88.467]","(308.434, 314.772]"
"(16.907, 17.527]","(18.783, 19.357]","(16.194, 16.746]","(88.467, 90.596]","(308.434, 314.772]"
"(14.427, 15.047]","(18.783, 19.357]","(16.194, 16.746]","(86.339, 88.467]","(308.434, 314.772]"
"(20.006, 20.626]","(21.653, 22.227]","(15.643, 16.194]","(105.497, 107.626]","(365.479, 371.817]"
"(18.146, 18.766]","(19.931, 20.505]","(18.951, 19.503]","(96.982, 99.111]","(346.464, 352.802]"
"(20.626, 21.246]","(21.079, 21.653]","(12.886, 13.437]","(107.626, 109.754]","(359.141, 365.479]"
"(21.865, 22.485]","(19.357, 19.931]","(15.091, 15.643]","(103.368, 105.497]","(352.802, 359.141]"
"(19.386, 20.006]","(18.209, 18.783]","(15.643, 16.194]","(94.853, 96.982]","(333.787, 340.126]"
"(20.006, 20.626]","(22.227, 22.8]","(13.989, 14.54]","(105.497, 107.626]","(359.141, 365.479]"
"(16.907, 17.527]","(22.227, 22.8]","(15.091, 15.643]","(99.111, 101.24]","(346.464, 352.802]"
"(21.246, 21.865]","(19.931, 20.505]","(15.091, 15.643]","(99.111, 101.24]","(346.464, 352.802]"
"(16.287, 16.907]","(19.931, 20.505]","(13.989, 14.54]","(96.982, 99.111]","(333.787, 340.126]"
"(18.766, 19.386]","(19.931, 20.505]","(16.746, 17.297]","(99.111, 101.24]","(346.464, 352.802]"
"(17.527, 18.146]","(18.209, 18.783]","(13.437, 13.989]","(90.596, 92.725]","(314.772, 321.111]"
"(20.006, 20.626]","(21.079, 21.653]","(15.091, 15.643]","(101.24, 103.368]","(346.464, 352.802]"
"(19.386, 20.006]","(22.8, 23.374]","(15.643, 16.194]","(109.754, 111.883]","(378.156, 384.494]"
"(16.287, 16.907]","(18.209, 18.783]","(14.54, 15.091]","(88.467, 90.596]","(308.434, 314.772]"
"(18.766, 19.386]","(19.357, 19.931]","(13.989, 14.54]","(96.982, 99.111]","(333.787, 340.126]"
"(16.907, 17.527]","(20.505, 21.079]","(11.232, 11.783]","(92.725, 94.853]","(308.434, 314.772]"
"(18.146, 18.766]","(18.209, 18.783]","(10.68, 11.232]","(96.982, 99.111]","(321.111, 327.449]"
"(20.626, 21.246]","(22.227, 22.8]","(13.989, 14.54]","(107.626, 109.754]","(359.141, 365.479]"
"(16.907, 17.527]","(18.209, 18.783]","(12.886, 13.437]","(88.467, 90.596]","(302.095, 308.434]"
"(23.105, 23.725]","(20.505, 21.079]","(12.886, 13.437]","(109.754, 111.883]","(365.479, 371.817]"
"(18.766, 19.386]","(19.357, 19.931]","(14.54, 15.091]","(96.982, 99.111]","(327.449, 333.787]"
"(21.246, 21.865]","(19.931, 20.505]","(16.746, 17.297]","(99.111, 101.24]","(346.464, 352.802]"
"(24.345, 24.964]","(19.357, 19.931]","(14.54, 15.091]","(107.626, 109.754]","(365.479, 371.817]"
"(16.287, 16.907]","(22.8, 23.374]","(11.232, 11.783]","(101.24, 103.368]","(340.126, 346.464]"
"(18.766, 19.386]","(21.079, 21.653]","(13.437, 13.989]","(103.368, 105.497]","(352.802, 359.141]"
"(19.386, 20.006]","(22.8, 23.374]","(18.4, 18.951]","(107.626, 109.754]","(378.156, 384.494]"
