Z1,Y,T
"(3.529, 3.852]","(0.986, 1.714]",1
"(2.236, 2.559]","(1.714, 2.442]",1
"(1.59, 1.913]","(0.258, 0.986]",1
"(3.852, 4.175]","(-1.198, -0.47]",0
"(2.559, 2.882]","(0.258, 0.986]",0
"(2.236, 2.559]","(0.258, 0.986]",0
"(2.559, 2.882]","(0.986, 1.714]",0
"(4.175, 4.498]","(-0.47, 0.258]",0
"(2.559, 2.882]","(8.993, 9.721]",1
"(1.59, 1.913]","(0.986, 1.714]",1
"(3.529, 3.852]","(-1.198, -0.47]",0
"(2.236, 2.559]","(0.258, 0.986]",1
"(3.206, 3.529]","(0.986, 1.714]",0
"(0.62, 0.944]","(0.258, 0.986]",1
"(-0.0322, 0.297]","(3.898, 4.626]",1
"(1.59, 1.913]","(0.986, 1.714]",1
"(0.62, 0.944]","(-1.198, -0.47]",1
"(2.559, 2.882]","(-1.198, -0.47]",0
"(1.913, 2.236]","(4.626, 5.354]",1
"(4.498, 4.821]","(-0.47, 0.258]",0
"(3.529, 3.852]","(-0.47, 0.258]",0
"(2.559, 2.882]","(1.714, 2.442]",0
"(2.559, 2.882]","(-1.198, -0.47]",1
"(2.236, 2.559]","(-1.198, -0.47]",1
"(5.791, 6.114]","(0.258, 0.986]",0
"(2.882, 3.206]","(-1.198, -0.47]",0
"(1.59, 1.913]","(-0.47, 0.258]",1
"(2.559, 2.882]","(3.17, 3.898]",1
"(2.236, 2.559]","(3.898, 4.626]",1
"(1.267, 1.59]","(-0.47, 0.258]",1
"(3.206, 3.529]","(3.17, 3.898]",1
"(3.206, 3.529]","(-0.47, 0.258]",0
"(2.236, 2.559]","(2.442, 3.17]",1
"(2.236, 2.559]","(-0.47, 0.258]",1
"(1.267, 1.59]","(-0.47, 0.258]",1
"(3.529, 3.852]","(2.442, 3.17]",0
"(2.559, 2.882]","(-1.198, -0.47]",1
"(3.206, 3.529]","(0.258, 0.986]",1
"(2.559, 2.882]","(3.17, 3.898]",1
