Z1,Y,T
"(3.591, 3.828]","(1.166, 1.439]",1
"(1.961, 2.253]","(1.753, 2.202]",1
"(1.557, 1.961]","(0.719, 0.956]",1
"(4.096, 4.484]","(-0.841, -0.451]",0
"(2.831, 3.021]","(0.956, 1.166]",0
"(2.473, 2.659]","(0.956, 1.166]",0
"(2.831, 3.021]","(0.956, 1.166]",0
"(4.096, 4.484]","(0.0706, 0.275]",0
"(2.659, 2.831]","(3.16, 11.905]",1
"(1.557, 1.961]","(1.166, 1.439]",1
"(3.591, 3.828]","(-0.841, -0.451]",0
"(2.253, 2.473]","(0.275, 0.487]",1
"(3.216, 3.4]","(0.956, 1.166]",0
"(-0.0268, 1.557]","(0.487, 0.719]",1
"(-0.0268, 1.557]","(3.16, 11.905]",1
"(1.557, 1.961]","(1.439, 1.753]",1
"(-0.0268, 1.557]","(-0.841, -0.451]",1
"(2.659, 2.831]","(-0.841, -0.451]",0
"(1.557, 1.961]","(3.16, 11.905]",1
"(4.484, 6.437]","(0.0706, 0.275]",0
"(3.4, 3.591]","(0.0706, 0.275]",0
"(2.659, 2.831]","(1.753, 2.202]",0
"(2.473, 2.659]","(-0.841, -0.451]",1
"(2.473, 2.659]","(-2.655, -0.841]",1
"(4.484, 6.437]","(0.719, 0.956]",0
"(2.831, 3.021]","(-2.655, -0.841]",0
"(1.557, 1.961]","(0.0706, 0.275]",1
"(2.659, 2.831]","(3.16, 11.905]",1
"(2.253, 2.473]","(3.16, 11.905]",1
"(-0.0268, 1.557]","(-0.451, -0.156]",1
"(3.216, 3.4]","(3.16, 11.905]",1
"(3.216, 3.4]","(-0.156, 0.0706]",0
"(2.253, 2.473]","(2.202, 3.16]",1
"(2.253, 2.473]","(0.0706, 0.275]",1
"(-0.0268, 1.557]","(-0.156, 0.0706]",1
"(3.591, 3.828]","(2.202, 3.16]",0
"(2.659, 2.831]","(-0.841, -0.451]",1
"(3.216, 3.4]","(0.487, 0.719]",1
"(2.659, 2.831]","(3.16, 11.905]",1
"(1.961, 2.253]","(2.202, 3.16]",1
"(3.216, 3.4]","(2.202, 3.16]",1
"(2.253, 2.473]","(0.956, 1.166]",1
"(3.591, 3.828]","(-2.655, -0.841]",0
"(2.253, 2.473]","(0.719, 0.956]",1
"(2.253, 2.473]","(0.0706, 0.275]",0
"(3.591, 3.828]","(-0.841, -0.451]",0
"(3.216, 3.4]","(-0.841, -0.451]",1
"(3.828, 4.096]","(-0.841, -0.451]",1
"(2.473, 2.659]","(1.166, 1.439]",1
"(3.591, 3.828]","(-0.451, -0.156]",0
"(2.831, 3.021]","(2.202, 3.16]",1
"(-0.0268, 1.557]","(0.487, 0.719]",1
"(1.961, 2.253]","(0.719, 0.956]",1
"(1.961, 2.253]","(1.166, 1.439]",1
"(4.484, 6.437]","(-2.655, -0.841]",0
"(3.216, 3.4]","(1.439, 1.753]",0
"(4.484, 6.437]","(-0.451, -0.156]",0
"(2.253, 2.473]","(-0.841, -0.451]",0
"(2.831, 3.021]","(0.487, 0.719]",0
"(2.831, 3.021]","(-2.655, -0.841]",1
"(4.484, 6.437]","(0.956, 1.166]",0
"(3.4, 3.591]","(2.202, 3.16]",0
"(2.831, 3.021]","(0.487, 0.719]",0
"(2.831, 3.021]","(3.16, 11.905]",1
"(4.484, 6.437]","(0.487, 0.719]",0
"(3.4, 3.591]","(-2.655, -0.841]",0
"(4.484, 6.437]","(1.439, 1.753]",0
"(3.216, 3.4]","(-2.655, -0.841]",0
"(-0.0268, 1.557]","(2.202, 3.16]",1
"(-0.0268, 1.557]","(-0.156, 0.0706]",1
"(2.831, 3.021]","(3.16, 11.905]",1
"(3.216, 3.4]","(-2.655, -0.841]",0
