Z1,Y,T
"(3.593, 3.852]","(0.84, 1.423]",1
"(2.042, 2.301]","(2.005, 2.587]",1
"(1.525, 1.784]","(0.258, 0.84]",1
"(4.11, 4.369]","(-0.907, -0.324]",0
"(2.818, 3.076]","(0.84, 1.423]",0
"(2.301, 2.559]","(0.84, 1.423]",0
"(2.818, 3.076]","(0.84, 1.423]",0
"(4.11, 4.369]","(-0.324, 0.258]",0
"(2.559, 2.818]","(8.993, 9.576]",1
"(1.525, 1.784]","(0.84, 1.423]",1
"(3.593, 3.852]","(-0.907, -0.324]",0
"(2.301, 2.559]","(0.258, 0.84]",1
"(3.335, 3.593]","(0.84, 1.423]",0
"(0.491, 0.75]","(0.258, 0.84]",1
"(-0.0322, 0.233]","(3.752, 4.334]",1
"(1.784, 2.042]","(1.423, 2.005]",1
"(0.75, 1.008]","(-0.907, -0.324]",1
"(2.559, 2.818]","(-0.907, -0.324]",0
"(1.784, 2.042]","(4.917, 5.499]",1
"(4.627, 4.886]","(-0.324, 0.258]",0
"(3.335, 3.593]","(-0.324, 0.258]",0
"(2.559, 2.818]","(2.005, 2.587]",0
"(2.559, 2.818]","(-0.907, -0.324]",1
"(2.301, 2.559]","(-1.489, -0.907]",1
"(5.661, 5.92]","(0.84, 1.423]",0
"(2.818, 3.076]","(-0.907, -0.324]",0
"(1.525, 1.784]","(-0.324, 0.258]",1
"(2.559, 2.818]","(3.17, 3.752]",1
"(2.301, 2.559]","(3.752, 4.334]",1
"(1.267, 1.525]","(-0.907, -0.324]",1
"(3.076, 3.335]","(3.17, 3.752]",1
"(3.076, 3.335]","(-0.324, 0.258]",0
"(2.042, 2.301]","(2.587, 3.17]",1
"(2.301, 2.559]","(-0.324, 0.258]",1
"(1.267, 1.525]","(-0.324, 0.258]",1
"(3.593, 3.852]","(2.587, 3.17]",0
"(2.559, 2.818]","(-0.907, -0.324]",1
"(3.076, 3.335]","(0.258, 0.84]",1
"(2.559, 2.818]","(3.752, 4.334]",1
"(2.042, 2.301]","(2.587, 3.17]",1
"(3.076, 3.335]","(2.005, 2.587]",1
"(2.042, 2.301]","(0.84, 1.423]",1
"(3.593, 3.852]","(-1.489, -0.907]",0
"(2.301, 2.559]","(0.258, 0.84]",1
"(2.301, 2.559]","(-0.324, 0.258]",0
"(3.593, 3.852]","(-0.907, -0.324]",0
"(3.076, 3.335]","(-0.907, -0.324]",1
"(3.593, 3.852]","(-0.907, -0.324]",1
"(2.559, 2.818]","(0.84, 1.423]",1
"(3.593, 3.852]","(-0.907, -0.324]",0
"(2.818, 3.076]","(2.587, 3.17]",1
"(0.75, 1.008]","(0.258, 0.84]",1
"(1.784, 2.042]","(0.258, 0.84]",1
"(1.784, 2.042]","(0.84, 1.423]",1
"(5.661, 5.92]","(-2.071, -1.489]",0
"(3.335, 3.593]","(1.423, 2.005]",0
"(4.886, 5.144]","(-0.324, 0.258]",0
"(2.301, 2.559]","(-0.907, -0.324]",0
"(2.818, 3.076]","(0.258, 0.84]",0
"(2.818, 3.076]","(-2.071, -1.489]",1
"(5.144, 5.403]","(0.84, 1.423]",0
"(3.335, 3.593]","(2.587, 3.17]",0
"(2.818, 3.076]","(0.258, 0.84]",0
"(2.818, 3.076]","(3.17, 3.752]",1
"(4.627, 4.886]","(0.258, 0.84]",0
"(3.335, 3.593]","(-0.907, -0.324]",0
"(4.886, 5.144]","(1.423, 2.005]",0
"(3.076, 3.335]","(-1.489, -0.907]",0
"(0.491, 0.75]","(2.005, 2.587]",1
"(0.233, 0.491]","(-0.324, 0.258]",1
"(2.818, 3.076]","(3.752, 4.334]",1
"(3.335, 3.593]","(-1.489, -0.907]",0
"(3.076, 3.335]","(0.84, 1.423]",0
"(2.042, 2.301]","(-0.907, -0.324]",0
"(4.369, 4.627]","(0.258, 0.84]",0
"(3.852, 4.11]","(0.84, 1.423]",0
"(3.593, 3.852]","(-1.489, -0.907]",0
"(3.852, 4.11]","(-0.324, 0.258]",0
"(1.267, 1.525]","(-0.324, 0.258]",1
"(2.818, 3.076]","(-0.324, 0.258]",0
"(2.042, 2.301]","(-0.324, 0.258]",1
"(3.593, 3.852]","(0.258, 0.84]",0
"(4.369, 4.627]","(1.423, 2.005]",1
"(2.818, 3.076]","(1.423, 2.005]",1
"(1.525, 1.784]","(2.005, 2.587]",1
"(2.301, 2.559]","(1.423, 2.005]",1
"(1.784, 2.042]","(-0.907, -0.324]",0
"(3.076, 3.335]","(1.423, 2.005]",1
"(2.301, 2.559]","(0.84, 1.423]",1
"(3.335, 3.593]","(0.84, 1.423]",0
"(3.076, 3.335]","(-0.324, 0.258]",0
"(4.886, 5.144]","(0.258, 0.84]",0
"(1.784, 2.042]","(4.917, 5.499]",1
"(3.076, 3.335]","(0.258, 0.84]",1
"(2.559, 2.818]","(0.258, 0.84]",1
"(3.076, 3.335]","(-1.489, -0.907]",1
"(2.301, 2.559]","(1.423, 2.005]",1
"(3.335, 3.593]","(0.258, 0.84]",0
"(2.301, 2.559]","(1.423, 2.005]",0
"(3.593, 3.852]","(2.005, 2.587]",1
"(2.301, 2.559]","(-0.324, 0.258]",0
"(1.267, 1.525]","(-0.324, 0.258]",1
"(2.559, 2.818]","(0.84, 1.423]",1
"(3.335, 3.593]","(2.005, 2.587]",1
"(2.042, 2.301]","(0.84, 1.423]",1
"(4.11, 4.369]","(3.17, 3.752]",0
"(3.076, 3.335]","(0.258, 0.84]",0
"(1.525, 1.784]","(2.005, 2.587]",1
"(3.335, 3.593]","(-0.907, -0.324]",0
"(2.559, 2.818]","(1.423, 2.005]",1
"(2.559, 2.818]","(0.258, 0.84]",1
"(4.886, 5.144]","(0.84, 1.423]",0
"(3.852, 4.11]","(0.84, 1.423]",0
"(2.818, 3.076]","(1.423, 2.005]",1
"(3.593, 3.852]","(2.005, 2.587]",0
"(1.784, 2.042]","(0.84, 1.423]",1
"(2.301, 2.559]","(-0.907, -0.324]",0
"(2.559, 2.818]","(0.84, 1.423]",1
"(3.852, 4.11]","(-0.907, -0.324]",0
"(2.042, 2.301]","(0.258, 0.84]",0
"(4.886, 5.144]","(-0.324, 0.258]",0
"(3.593, 3.852]","(0.84, 1.423]",0
"(3.593, 3.852]","(-1.489, -0.907]",0
"(4.369, 4.627]","(-0.324, 0.258]",0
"(3.335, 3.593]","(0.84, 1.423]",0
"(3.852, 4.11]","(0.258, 0.84]",1
"(3.852, 4.11]","(0.84, 1.423]",0
"(2.818, 3.076]","(-0.324, 0.258]",0
"(2.301, 2.559]","(0.84, 1.423]",0
"(2.818, 3.076]","(1.423, 2.005]",0
"(3.076, 3.335]","(-1.489, -0.907]",1
"(2.559, 2.818]","(0.258, 0.84]",1
"(3.852, 4.11]","(-0.324, 0.258]",0
"(3.852, 4.11]","(0.258, 0.84]",0
"(1.525, 1.784]","(6.081, 6.664]",1
"(1.784, 2.042]","(-0.907, -0.324]",1
"(2.301, 2.559]","(1.423, 2.005]",1
"(1.525, 1.784]","(0.84, 1.423]",1
"(3.335, 3.593]","(0.258, 0.84]",0
"(2.818, 3.076]","(0.258, 0.84]",0
"(3.335, 3.593]","(0.84, 1.423]",0
"(2.301, 2.559]","(0.84, 1.423]",0
"(3.335, 3.593]","(2.587, 3.17]",1
"(3.335, 3.593]","(-0.324, 0.258]",1
"(3.852, 4.11]","(0.258, 0.84]",0
"(3.593, 3.852]","(-1.489, -0.907]",0
"(4.11, 4.369]","(-0.324, 0.258]",0
"(2.042, 2.301]","(-0.324, 0.258]",0
"(1.267, 1.525]","(-0.324, 0.258]",0
"(4.11, 4.369]","(0.258, 0.84]",0
"(3.593, 3.852]","(1.423, 2.005]",0
"(2.559, 2.818]","(0.84, 1.423]",0
"(2.818, 3.076]","(-1.489, -0.907]",0
"(4.11, 4.369]","(0.258, 0.84]",0
"(3.076, 3.335]","(2.587, 3.17]",1
"(2.042, 2.301]","(0.84, 1.423]",0
"(3.335, 3.593]","(0.258, 0.84]",0
"(3.593, 3.852]","(0.258, 0.84]",0
"(3.335, 3.593]","(1.423, 2.005]",1
"(2.301, 2.559]","(0.84, 1.423]",0
"(2.818, 3.076]","(2.587, 3.17]",1
"(3.852, 4.11]","(0.84, 1.423]",0
"(3.335, 3.593]","(4.334, 4.917]",1
"(3.593, 3.852]","(0.258, 0.84]",0
"(2.559, 2.818]","(0.258, 0.84]",1
"(1.008, 1.267]","(2.005, 2.587]",1
"(3.335, 3.593]","(0.258, 0.84]",0
"(2.301, 2.559]","(-0.324, 0.258]",1
"(3.076, 3.335]","(-0.324, 0.258]",0
"(2.042, 2.301]","(-2.071, -1.489]",0
"(2.818, 3.076]","(1.423, 2.005]",1
"(3.076, 3.335]","(-0.324, 0.258]",0
"(2.042, 2.301]","(-0.324, 0.258]",0
"(4.11, 4.369]","(2.005, 2.587]",0
"(2.818, 3.076]","(7.246, 7.828]",1
"(1.525, 1.784]","(-1.489, -0.907]",0
"(2.042, 2.301]","(-0.324, 0.258]",0
"(2.301, 2.559]","(2.005, 2.587]",1
"(4.11, 4.369]","(0.84, 1.423]",0
"(2.559, 2.818]","(0.258, 0.84]",1
"(2.818, 3.076]","(0.84, 1.423]",0
"(3.076, 3.335]","(0.84, 1.423]",1
"(2.818, 3.076]","(-2.668, -2.071]",0
"(4.627, 4.886]","(2.005, 2.587]",0
"(3.335, 3.593]","(0.84, 1.423]",1
"(3.852, 4.11]","(0.258, 0.84]",0
"(1.525, 1.784]","(0.258, 0.84]",0
"(4.11, 4.369]","(4.334, 4.917]",1
"(2.559, 2.818]","(0.84, 1.423]",1
"(4.886, 5.144]","(1.423, 2.005]",0
"(2.301, 2.559]","(-0.907, -0.324]",1
"(3.335, 3.593]","(0.84, 1.423]",0
"(2.818, 3.076]","(-0.324, 0.258]",0
"(2.818, 3.076]","(0.258, 0.84]",0
"(4.11, 4.369]","(1.423, 2.005]",0
"(3.593, 3.852]","(2.005, 2.587]",1
"(3.076, 3.335]","(0.84, 1.423]",0
"(2.559, 2.818]","(2.587, 3.17]",1
"(1.784, 2.042]","(-0.907, -0.324]",1
"(3.076, 3.335]","(-0.324, 0.258]",1
"(1.784, 2.042]","(1.423, 2.005]",1
"(4.369, 4.627]","(0.258, 0.84]",0
"(1.267, 1.525]","(0.258, 0.84]",1
"(4.11, 4.369]","(0.84, 1.423]",1
"(2.559, 2.818]","(2.005, 2.587]",1
"(3.335, 3.593]","(0.258, 0.84]",0
"(2.818, 3.076]","(3.17, 3.752]",1
"(2.559, 2.818]","(-0.324, 0.258]",0
"(2.301, 2.559]","(3.17, 3.752]",1
"(2.818, 3.076]","(3.752, 4.334]",1
"(1.784, 2.042]","(-0.324, 0.258]",1
"(3.335, 3.593]","(3.17, 3.752]",0
"(1.008, 1.267]","(1.423, 2.005]",1
"(3.335, 3.593]","(0.258, 0.84]",0
"(3.076, 3.335]","(0.258, 0.84]",1
"(1.525, 1.784]","(-0.324, 0.258]",1
"(2.559, 2.818]","(-1.489, -0.907]",1
"(3.852, 4.11]","(-1.489, -0.907]",0
"(2.301, 2.559]","(-0.324, 0.258]",0
"(1.784, 2.042]","(1.423, 2.005]",1
"(4.369, 4.627]","(0.258, 0.84]",0
"(3.076, 3.335]","(0.84, 1.423]",0
"(3.335, 3.593]","(-0.324, 0.258]",0
"(2.301, 2.559]","(0.84, 1.423]",1
"(2.559, 2.818]","(0.84, 1.423]",1
"(3.335, 3.593]","(0.258, 0.84]",0
"(3.593, 3.852]","(4.334, 4.917]",1
"(2.559, 2.818]","(0.84, 1.423]",0
"(4.886, 5.144]","(0.258, 0.84]",0
"(2.042, 2.301]","(1.423, 2.005]",1
"(3.335, 3.593]","(0.84, 1.423]",0
"(2.301, 2.559]","(-0.324, 0.258]",0
"(2.301, 2.559]","(0.258, 0.84]",1
"(1.784, 2.042]","(0.84, 1.423]",1
"(3.593, 3.852]","(1.423, 2.005]",1
"(4.886, 5.144]","(-1.489, -0.907]",0
"(2.301, 2.559]","(0.258, 0.84]",0
"(2.818, 3.076]","(3.17, 3.752]",0
"(1.784, 2.042]","(0.258, 0.84]",0
"(2.559, 2.818]","(1.423, 2.005]",1
"(1.267, 1.525]","(-0.324, 0.258]",1
"(2.301, 2.559]","(3.17, 3.752]",1
"(3.076, 3.335]","(-0.907, -0.324]",0
"(3.076, 3.335]","(4.917, 5.499]",1
"(3.593, 3.852]","(0.84, 1.423]",1
"(3.335, 3.593]","(-0.324, 0.258]",0
"(2.818, 3.076]","(0.258, 0.84]",1
"(3.335, 3.593]","(-0.907, -0.324]",0
"(2.559, 2.818]","(0.258, 0.84]",1
"(2.559, 2.818]","(0.84, 1.423]",0
"(2.818, 3.076]","(2.005, 2.587]",1
"(2.042, 2.301]","(-0.324, 0.258]",1
"(4.627, 4.886]","(0.258, 0.84]",0
"(3.593, 3.852]","(0.84, 1.423]",1
"(3.852, 4.11]","(-0.324, 0.258]",1
"(3.335, 3.593]","(0.258, 0.84]",0
"(3.593, 3.852]","(-1.489, -0.907]",0
"(4.886, 5.144]","(0.258, 0.84]",0
"(2.301, 2.559]","(0.258, 0.84]",1
"(2.301, 2.559]","(4.917, 5.499]",1
"(5.403, 5.661]","(2.005, 2.587]",0
"(3.852, 4.11]","(0.84, 1.423]",1
"(3.335, 3.593]","(0.84, 1.423]",0
"(3.335, 3.593]","(0.258, 0.84]",0
"(2.301, 2.559]","(2.587, 3.17]",1
"(3.852, 4.11]","(2.005, 2.587]",0
"(1.525, 1.784]","(0.258, 0.84]",1
"(3.593, 3.852]","(-0.324, 0.258]",0
"(3.076, 3.335]","(0.84, 1.423]",1
"(2.818, 3.076]","(-0.324, 0.258]",0
"(2.559, 2.818]","(-0.324, 0.258]",0
"(3.852, 4.11]","(2.005, 2.587]",0
"(1.525, 1.784]","(2.587, 3.17]",1
"(3.593, 3.852]","(-0.907, -0.324]",0
"(2.818, 3.076]","(1.423, 2.005]",1
"(4.11, 4.369]","(-0.907, -0.324]",0
"(2.559, 2.818]","(0.258, 0.84]",0
"(2.818, 3.076]","(-0.907, -0.324]",0
"(2.818, 3.076]","(1.423, 2.005]",1
