A,B,C,D,E
"(20.006, 21.555]","(18.895, 20.536]","(15.097, 16.655]","(95.241, 101.831]","(332.018, 353.52]"
"(20.006, 21.555]","(20.536, 22.176]","(13.538, 15.097]","(101.831, 108.421]","(353.52, 375.023]"
"(18.456, 20.006]","(22.176, 23.817]","(15.097, 16.655]","(101.831, 108.421]","(353.52, 375.023]"
"(18.456, 20.006]","(20.536, 22.176]","(15.097, 16.655]","(95.241, 101.831]","(332.018, 353.52]"
"(16.907, 18.456]","(22.176, 23.817]","(16.655, 18.214]","(95.241, 101.831]","(332.018, 353.52]"
"(13.795, 15.357]","(20.536, 22.176]","(15.097, 16.655]","(88.652, 95.241]","(310.515, 332.018]"
"(20.006, 21.555]","(20.536, 22.176]","(15.097, 16.655]","(101.831, 108.421]","(353.52, 375.023]"
"(16.907, 18.456]","(17.254, 18.895]","(10.421, 11.979]","(88.652, 95.241]","(310.515, 332.018]"
"(20.006, 21.555]","(23.817, 25.458]","(13.538, 15.097]","(108.421, 115.01]","(375.023, 396.525]"
"(21.555, 23.105]","(22.176, 23.817]","(11.979, 13.538]","(108.421, 115.01]","(353.52, 375.023]"
"(18.456, 20.006]","(18.895, 20.536]","(15.097, 16.655]","(95.241, 101.831]","(332.018, 353.52]"
"(20.006, 21.555]","(18.895, 20.536]","(15.097, 16.655]","(95.241, 101.831]","(332.018, 353.52]"
"(16.907, 18.456]","(15.613, 17.254]","(16.655, 18.214]","(75.42, 82.062]","(289.013, 310.515]"
"(21.555, 23.105]","(22.176, 23.817]","(11.979, 13.538]","(108.421, 115.01]","(353.52, 375.023]"
"(15.357, 16.907]","(22.176, 23.817]","(13.538, 15.097]","(95.241, 101.831]","(332.018, 353.52]"
"(18.456, 20.006]","(15.613, 17.254]","(16.655, 18.214]","(88.652, 95.241]","(310.515, 332.018]"
"(16.907, 18.456]","(15.613, 17.254]","(10.421, 11.979]","(82.062, 88.652]","(267.338, 289.013]"
"(20.006, 21.555]","(20.536, 22.176]","(11.979, 13.538]","(101.831, 108.421]","(332.018, 353.52]"
"(18.456, 20.006]","(20.536, 22.176]","(13.538, 15.097]","(101.831, 108.421]","(353.52, 375.023]"
"(15.357, 16.907]","(18.895, 20.536]","(15.097, 16.655]","(88.652, 95.241]","(310.515, 332.018]"
"(18.456, 20.006]","(17.254, 18.895]","(15.097, 16.655]","(88.652, 95.241]","(310.515, 332.018]"
"(16.907, 18.456]","(20.536, 22.176]","(13.538, 15.097]","(95.241, 101.831]","(332.018, 353.52]"
"(18.456, 20.006]","(17.254, 18.895]","(13.538, 15.097]","(88.652, 95.241]","(289.013, 310.515]"
"(20.006, 21.555]","(18.895, 20.536]","(16.655, 18.214]","(101.831, 108.421]","(353.52, 375.023]"
"(16.907, 18.456]","(20.536, 22.176]","(11.979, 13.538]","(95.241, 101.831]","(332.018, 353.52]"
"(23.105, 24.655]","(18.895, 20.536]","(13.538, 15.097]","(101.831, 108.421]","(353.52, 375.023]"
"(18.456, 20.006]","(17.254, 18.895]","(11.979, 13.538]","(88.652, 95.241]","(310.515, 332.018]"
"(20.006, 21.555]","(18.895, 20.536]","(15.097, 16.655]","(101.831, 108.421]","(353.52, 375.023]"
"(23.105, 24.655]","(18.895, 20.536]","(13.538, 15.097]","(108.421, 115.01]","(375.023, 396.525]"
"(15.357, 16.907]","(18.895, 20.536]","(15.097, 16.655]","(88.652, 95.241]","(332.018, 353.52]"
"(18.456, 20.006]","(23.817, 25.458]","(15.097, 16.655]","(108.421, 115.01]","(353.52, 375.023]"
"(18.456, 20.006]","(22.176, 23.817]","(16.655, 18.214]","(108.421, 115.01]","(375.023, 396.525]"
