X,Y
1,"(22.801, 23.958]"
1,"(25.135, 25.244]"
0,"(36.202, 50.936]"
0,"(36.202, 50.936]"
0,"(20.333, 22.801]"
0,"(10.667, 15.728]"
0,"(10.667, 15.728]"
0,"(20.333, 22.801]"
0,"(18.767, 20.333]"
1,"(25.406, 25.644]"
1,"(24.777, 25.135]"
1,"(24.247, 24.454]"
1,"(24.563, 24.777]"
0,"(18.767, 20.333]"
1,"(24.454, 24.563]"
0,"(6.542, 10.667]"
1,"(24.777, 25.135]"
1,"(24.247, 24.454]"
0,"(15.728, 18.767]"
0,"(10.667, 15.728]"
1,"(25.406, 25.644]"
0,"(24.563, 24.777]"
0,"(-3.072, 6.542]"
0,"(28.033, 31.436]"
0,"(20.333, 22.801]"
0,"(25.244, 25.406]"
1,"(25.406, 25.644]"
0,"(28.033, 31.436]"
1,"(22.801, 23.958]"
0,"(31.436, 36.202]"
1,"(24.247, 24.454]"
0,"(15.728, 18.767]"
1,"(25.644, 26.241]"
0,"(-3.072, 6.542]"
1,"(26.241, 28.033]"
0,"(10.667, 15.728]"
0,"(15.728, 18.767]"
1,"(26.241, 28.033]"
0,"(-3.072, 6.542]"
0,"(-3.072, 6.542]"
1,"(25.244, 25.406]"
0,"(10.667, 15.728]"
1,"(23.958, 24.247]"
0,"(18.767, 20.333]"
0,"(23.958, 24.247]"
1,"(24.563, 24.777]"
1,"(25.406, 25.644]"
0,"(6.542, 10.667]"
1,"(26.241, 28.033]"
0,"(-3.072, 6.542]"
0,"(20.333, 22.801]"
0,"(36.202, 50.936]"
1,"(24.454, 24.563]"
1,"(25.644, 26.241]"
0,"(6.542, 10.667]"
0,"(6.542, 10.667]"
1,"(22.801, 23.958]"
1,"(24.454, 24.563]"
0,"(36.202, 50.936]"
0,"(23.958, 24.247]"
0,"(26.241, 28.033]"
0,"(36.202, 50.936]"
0,"(22.801, 23.958]"
1,"(24.563, 24.777]"
1,"(25.135, 25.244]"
0,"(28.033, 31.436]"
0,"(20.333, 22.801]"
0,"(24.247, 24.454]"
0,"(15.728, 18.767]"
0,"(18.767, 20.333]"
0,"(31.436, 36.202]"
1,"(24.454, 24.563]"
1,"(25.244, 25.406]"
0,"(18.767, 20.333]"
0,"(22.801, 23.958]"
1,"(23.958, 24.247]"
1,"(25.135, 25.244]"
1,"(24.777, 25.135]"
0,"(28.033, 31.436]"
0,"(15.728, 18.767]"
0,"(28.033, 31.436]"
0,"(31.436, 36.202]"
1,"(25.244, 25.406]"
1,"(25.135, 25.244]"
1,"(25.244, 25.406]"
1,"(25.644, 26.241]"
1,"(24.777, 25.135]"
1,"(25.644, 26.241]"
0,"(31.436, 36.202]"
1,"(24.777, 25.135]"
1,"(24.563, 24.777]"
0,"(31.436, 36.202]"
1,"(23.958, 24.247]"
1,"(24.247, 24.454]"
0,"(6.542, 10.667]"
1,"(24.454, 24.563]"
1,"(25.644, 26.241]"
0,"(26.241, 28.033]"
1,"(25.135, 25.244]"
1,"(25.406, 25.644]"
