X,Y
1,"(22.398, 24.026]"
1,"(25.011, 25.234]"
0,"(35.788, 50.936]"
0,"(35.788, 50.936]"
0,"(20.131, 22.398]"
0,"(12.068, 17.895]"
0,"(12.068, 17.895]"
0,"(20.131, 22.398]"
0,"(20.131, 22.398]"
1,"(25.427, 25.833]"
1,"(24.734, 25.011]"
1,"(24.293, 24.48]"
1,"(24.734, 25.011]"
0,"(17.895, 20.131]"
1,"(24.48, 24.734]"
0,"(-3.072, 7.106]"
1,"(24.734, 25.011]"
1,"(24.293, 24.48]"
0,"(12.068, 17.895]"
0,"(7.106, 12.068]"
1,"(25.427, 25.833]"
0,"(24.48, 24.734]"
0,"(-3.072, 7.106]"
0,"(26.394, 30.704]"
0,"(20.131, 22.398]"
0,"(25.234, 25.427]"
1,"(25.427, 25.833]"
0,"(26.394, 30.704]"
1,"(22.398, 24.026]"
0,"(35.788, 50.936]"
1,"(24.293, 24.48]"
0,"(12.068, 17.895]"
1,"(25.427, 25.833]"
0,"(-3.072, 7.106]"
1,"(26.394, 30.704]"
0,"(12.068, 17.895]"
0,"(12.068, 17.895]"
1,"(26.394, 30.704]"
0,"(-3.072, 7.106]"
0,"(-3.072, 7.106]"
1,"(25.234, 25.427]"
0,"(7.106, 12.068]"
1,"(24.026, 24.293]"
0,"(17.895, 20.131]"
0,"(24.026, 24.293]"
1,"(24.734, 25.011]"
1,"(25.427, 25.833]"
0,"(7.106, 12.068]"
1,"(25.833, 26.394]"
0,"(-3.072, 7.106]"
0,"(20.131, 22.398]"
0,"(35.788, 50.936]"
1,"(24.293, 24.48]"
1,"(25.833, 26.394]"
0,"(7.106, 12.068]"
0,"(7.106, 12.068]"
1,"(22.398, 24.026]"
1,"(24.48, 24.734]"
0,"(35.788, 50.936]"
0,"(24.026, 24.293]"
0,"(26.394, 30.704]"
0,"(35.788, 50.936]"
0,"(22.398, 24.026]"
1,"(24.48, 24.734]"
1,"(25.011, 25.234]"
0,"(30.704, 35.788]"
0,"(20.131, 22.398]"
0,"(24.026, 24.293]"
0,"(17.895, 20.131]"
0,"(17.895, 20.131]"
0,"(30.704, 35.788]"
1,"(24.48, 24.734]"
1,"(25.234, 25.427]"
0,"(17.895, 20.131]"
0,"(22.398, 24.026]"
1,"(24.026, 24.293]"
1,"(25.011, 25.234]"
1,"(24.734, 25.011]"
0,"(26.394, 30.704]"
0,"(17.895, 20.131]"
0,"(30.704, 35.788]"
0,"(30.704, 35.788]"
1,"(25.234, 25.427]"
1,"(25.011, 25.234]"
1,"(25.234, 25.427]"
1,"(25.833, 26.394]"
1,"(24.734, 25.011]"
1,"(25.833, 26.394]"
0,"(30.704, 35.788]"
1,"(25.011, 25.234]"
1,"(24.48, 24.734]"
0,"(30.704, 35.788]"
1,"(24.026, 24.293]"
1,"(24.293, 24.48]"
0,"(7.106, 12.068]"
1,"(24.293, 24.48]"
1,"(25.833, 26.394]"
0,"(25.833, 26.394]"
1,"(25.011, 25.234]"
1,"(25.427, 25.833]"
