A,B,C,D,E,F,U1,U2,Y
-2.4884519157171825,1.865981429726379,2.3808368402682802,-1.0612395803828416,-0.5251400193383494,-0.5814652407618252,-1.139792044206702,0.8725079612852329,0.8858341868429096
2.911816335009445,-1.9959079884472066,6.663880676042992,2.0283475449358215,0.7655457617043262,2.4006224393472926,-0.5408240159250917,-1.108639636288066,0.25672711127971937
0.8692374186798859,1.4574784713173328,-0.2058340013170283,-1.8873387989339587,1.5855964454734144,-1.5257156813684647,-2.2909209298041726,0.7921998926892414,-2.7314734524770996
0.24498010246903368,2.1563566714704674,0.0013479820172652562,0.2951298269209772,2.5870052659197507,0.10133684229877454,-1.319713392110045,1.1207860070133902,-0.7370075926131918
-2.71822200814927,-0.1201251936497387,1.4849414433443293,-0.9630295368739485,-2.375193986744711,-0.6080456471085798,-2.219211491424592,0.14793114734171212,0.8291050599156619
-0.408591241504054,-0.6442043828497162,1.055093571153249,-1.0990668643389243,1.6047879413958892,-0.12568325748702938,-0.19221776623137898,-0.9231379454064806,1.7994273491894066
2.3683775613611306,0.24877191019935158,0.30831635391328,-0.5313793786875828,0.06665772750145982,0.10327176354544203,1.1351758294629302,0.16543049992036896,3.4694718794750097
1.625577395973704,2.5161690462394866,0.7112784128242555,-1.6738841667315738,1.1667388711004523,-1.0712951757704323,0.7281683650335689,1.8882484840232927,0.6444696623160335
2.4544443301339847,0.4479621395878167,-0.19875753510804717,-0.15051846654865653,-1.3382295239199289,0.6012175431389121,1.0372440364062177,1.1800025136253671,2.610745272351857
-0.23884314422489877,-0.39544572955727136,-0.508979571819036,2.8645954097218436,1.854195831098638,-0.9643065848368917,-1.5237863345402338,-0.43592887204708036,-1.4047782607385988
-2.064241031760403,-1.2198985895590149,4.579248003462031,-1.0904309791125115,0.8887981393712897,0.8263659780593167,-1.0378276879279877,-0.35721296543270104,2.1924734779419026
0.7860509815635042,1.5261482480788064,-0.21888649632509571,-1.0113939461053068,1.2761811742480615,-0.48028391010720056,0.11138029751171784,1.804466362083119,3.0105711012140457
2.863232839775245,1.1760090332669042,-1.7671215600622585,0.775432791470177,-0.28719664695279823,0.9068230877905665,0.8088120610835988,-0.0832445193847375,1.1509953663151502
2.7818132769594532,-0.6407765419963127,1.8017194051856533,-1.4445903765355699,-1.8555568290117141,-1.4899483150293344,0.9040453244575015,0.3602351016390167,1.5134267032691104
1.4762142083211038,1.5967592476616952,-0.5913225024515003,0.0574009752241401,1.3795412139894232,0.38269400154939326,1.64693476317409,1.2890516646279517,3.5823670329708115
0.31778655714822746,0.02093738060567807,1.7352332093207883,0.9667370324825156,0.6151082858564705,0.7194624671393394,0.36354937436193707,-0.9601074174916806,3.024500205797475
1.1847158328580247,1.160047590335278,0.7644934149569189,1.3769878917578309,-0.6436567614743818,-0.044284764006706,-0.12437506656753568,0.6480935187701793,1.7791176854031665
-0.6715387420606789,0.47785098809073134,0.959615613701511,1.3006282943522656,-0.07575830251007887,-0.08953199624157465,-1.2221805956095206,0.9485822769934286,0.6758427988628298
2.1860147186795293,1.6332488578259787,0.1573380449777425,1.201983193603795,-1.0350032880706925,0.1270738400055454,0.32999392247480736,0.24146736059264917,0.6699976496254756
0.2955069755447528,2.805618381338922,0.28661112114277926,-0.10602773029777735,1.2500931901706842,-0.44111486409419476,1.3859832325328272,3.1597639856813755,4.300860095816157
2.018639635032773,3.282647491818466,2.0523524534462054,0.04306306390807543,1.0631532206131193,1.3542601632761166,0.6979195294714039,0.5043794935000587,3.175724153945503
0.01646196682449913,1.5189690996386966,1.229080028126139,1.0502388240741218,-0.6552537663929952,-0.20013822517321353,-0.32858277538757213,0.5961766143058883,0.21403098228084713
-1.3484496309205865,1.9291555186460196,-0.0970383693688611,0.18308496732093832,0.9396781799027578,1.0725265920055673,-1.0737791533750194,2.031842640885426,0.005575393375706783
1.154185290128277,1.3323945896779659,0.012175670946364459,0.5450425490024476,-1.3196331071363605,0.31788677896595874,0.8384996674077968,0.34228888105657707,1.6186510861273533
2.2772812153106248,0.2631622861569229,0.8716356267554403,0.9667679114814178,-1.6906749158804717,-1.0596935362730169,1.1235237388791375,0.0015474719664294832,3.0549879891694216
0.5589865013295084,0.879390704473745,-0.3122866605380802,1.2862410721222572,0.14101717488596643,-0.7216255989427726,0.3934625879437095,0.9792287779691412,1.207421505578393
0.380632536927375,1.485290216650536,4.273725327416702,0.1410097085117994,1.123673175218809,-0.132199050605545,-0.5839261950214047,0.3369542292825978,2.494803272149234
0.7425585304445064,0.797934985669869,-0.6646111970781556,0.3717947719032927,-0.6864437932174079,-0.3912186018398169,0.09870204843030421,0.02371851503902112,2.284726287149602
-0.9544228002250831,-1.0260480500697202,3.3265699725716216,0.7074513000994006,1.527315625000858,-0.6017841820554831,-0.9034836399033561,-1.5182412213753573,4.8816592319700485
5.73113220998416,-0.7839461172701401,0.5699547548749992,0.9465447153580114,3.6080475803958585,-2.703886627687204,-1.3283544569981782,0.054799251896726284,-1.613916060104981
0.17409838453704699,-1.028122965059415,2.025755072403608,0.6645631284462308,1.7243616942920272,-0.8840418995063006,-0.42987563065690065,-1.1632423378807573,4.479129958544827
-1.6845682381586873,2.812379490391713,-0.18438481543989696,-0.02574569114723961,-0.5500068730549657,-0.14931789610994886,-0.4974306471078402,2.2703461987499285,0.9240750373745035
0.4708549152390218,0.40606282882203326,0.24894726169202225,0.04985219949700835,0.8318929047332536,-0.7846646604126091,1.5619366794750729,-0.302598205539621,2.987082573923145
