Z1,Z2,Z3,Z4,Z5,Y,T
0.44486348512210816,0.9635830796124935,0.08342420107467075,0.5397244110817656,0.09092034669104221,145.10135990874744,1
0.3323649234049151,0.16733465085990062,0.2989058783639623,0.38624385372556325,0.8720193632671634,101.64103273643791,1
0.6874789006795988,0.35184663730084875,0.9139590317466137,0.9681894608156425,0.0385071485241244,13.126997958876972,0
0.5377944924808356,0.41165262665388613,0.26805448509292196,0.548989759170482,0.19914751636239603,82.48957333359544,1
0.9127188255036317,0.566678446387721,0.1832913110450045,0.6770033349073139,0.38599303257861006,112.14931498625602,1
0.9692786241900226,0.41710336692181127,0.713386351322367,0.32670720331325753,0.7122669407554355,89.85900444698589,1
0.20587437838999334,0.49857172504672176,0.982272929851882,0.5207402986387372,0.16826635859050532,105.81269960041638,1
0.7543260213588708,0.35187130343775175,0.5767057180493171,0.8028573348608592,0.10286985808552385,136.0217339988009,1
0.11423397807553237,0.24362684834355852,0.6046291013912723,0.30534349683698114,0.5500593527914797,7.78797205983925,0
0.3389736692288007,0.13742137446032698,0.32760062732609196,0.0190176146098191,0.8708765743270352,43.21644390876928,1
0.3535811960322863,0.2039505017506993,0.4723186097785711,0.8478409195539154,0.873660818254949,186.4409068347273,1
0.7045534161988433,0.17301418721405515,0.5780951217997583,0.250906727636084,0.06349549349106332,17.06408508144972,1
0.0253203885196166,0.2334987649295226,0.679403189119764,0.1291054678550585,0.32834810136054515,7.915112159878934,1
0.9969446094375809,0.8403143039761758,0.6774085163251629,0.24175374926394022,0.1880325338412061,14.445407306306018,1
0.043131735150858885,0.19801578985679225,0.19334597041056667,0.9495536132391068,0.7455958452506513,264.2148230343392,1
0.35841289632923623,0.20325080959320552,0.059776507312881755,0.6320768770084831,0.3803038689135565,13.617276826212006,0
0.6788856924153179,0.009376740957303231,0.12030097530175832,0.3875247999919532,0.7480106753380051,135.09602747202857,1
0.7353738386093296,0.8379522240489431,0.9866727790542876,0.33480299031532035,0.23595770884122158,121.8437334633406,1
0.19553459121210814,0.11674127933372658,0.09493587841720519,0.14559443032467811,0.7609067551831243,104.24797682070246,1
0.5577327282357937,0.19020743913415816,0.22227453355911542,0.5743053648170089,0.6926660174840241,142.50859496694733,1
0.9239700958814102,0.5577726470610657,0.34663002182158964,0.4606408247082495,0.5797872183465514,91.10149916471109,1
0.6976677660485602,0.2376436877984951,0.004747460763751654,0.4502606340033928,0.9641624363582337,15.237769555670607,0
0.5074524854161903,0.0894873604038412,0.4503784396676346,0.9327690817120595,0.7806737251429186,12.890837697231776,0
0.7220733489805313,0.8654178311345991,0.48825588000485587,0.21237795313371344,0.1628392095801373,13.8486750450996,1
0.7077408683375845,0.3491934958094114,0.47540766443081894,0.799335533056143,0.4471636465872264,12.138474246926616,0
0.5834660489134649,0.830169915372617,0.35843825652867123,0.3056865996732008,0.11410136669766702,27.059112270748123,1
0.2940701315092874,0.36175489083025436,0.8907298450681063,0.17939650251909167,0.9195609714901122,90.02926716799335,1
0.38563539107810096,0.6066893331039362,0.7405137343116895,0.028285634114678326,0.2504522712065168,3.607123009378802,0
0.5804607605990063,0.8037096319560809,0.415516403662773,0.7325078414503412,0.2932052548466638,116.15826581119282,1
0.106015218223386,0.1585615929995089,0.7896719660367187,0.5563449724016247,0.9667297915527567,11.833065028854554,0
0.1836676909917374,0.5372889698921175,0.04266285063538544,0.4596289008609521,0.9826223842062729,14.862285202025415,0
0.2522955757956129,0.8364934821709856,0.0637870150053208,0.6378007442967859,0.1685880252817321,12.114741552553905,0
0.6007942075492514,0.6616896093869897,0.7651596694679277,0.587397714998674,0.23571024350402614,63.390450432470345,1
0.8908704024723048,0.6554974776514779,0.6948489307672142,0.032029478851698046,0.43872848768586437,2.9388016372329444,1
0.048937780328628167,0.9306531455889787,0.1031443541976459,0.8940960385446903,0.8231586480050025,297.73379908922993,1
0.03633994565365051,0.006871673295465008,0.0068235478666107685,0.15704449210079297,0.5984592872962844,10.137752876171826,0
0.8470885454328352,0.020048487851233587,0.7698993455668908,0.15864740501481023,0.6806948555788143,36.42026866952391,1
0.3963204289004749,0.9421874777912864,0.05080875316881572,0.8766980625331776,0.7402051458629287,265.0881162288818,1
0.021334481467027877,0.6216365086891191,0.5662706394037045,0.9712394459978334,0.03881360213514351,11.036946383568255,0
0.9603688321802546,0.7254332694612621,0.01338242150452762,0.7214005278878368,0.3702307052013861,13.836705273617781,0
0.40991404636898865,0.783921722380877,0.4714539201748216,0.4640992664952417,0.4049966076258703,38.269772093077236,1
0.3420988126197442,0.08112582809993041,0.06527430925513322,0.7210760931841549,0.5765076762256374,13.340344106211907,0
0.4660971357875987,0.4251580702330645,0.7645281362182834,0.5276337734320351,0.8760365384102234,135.01192114499605,1
0.2545188082405103,0.9725832723612408,0.6917867175433279,0.05206325538928569,0.8680001340202252,6.338441844232824,0
0.27124555568393616,0.3964898415636159,0.5817319471236353,0.22185676464377102,0.8268744039409539,6.992357675620868,0
0.12813766389662762,0.14067472689466576,0.9497066845505854,0.48177746006956446,0.5631476817139757,164.03216202329352,1
0.6155933691338387,0.6856579500312824,0.694237943393236,0.17476714647845637,0.0026503488010815035,15.246967489809828,1
0.9177375661222039,0.8380708322334165,0.2760793917375741,0.23912673620807556,0.8060329379256393,74.92176817147,1
0.11487752154147157,0.37904206590210776,0.15484602897141508,0.7586348005852932,0.1985266494715422,124.16645939174136,1
0.201688437054241,0.7243514103503464,0.03272141126165462,0.9455081723496582,0.6266255643867282,17.466856506576615,0
0.3267628075283153,0.32601428224802453,0.34993380446257916,0.9661346202743577,0.40174824797336794,199.82477795021867,1
0.42580533164937606,0.4383620021730922,0.34646069496924314,0.12711247814313031,0.496603569430083,5.1183411853949945,0
0.21769577158206221,0.4502349462531814,0.9629178082643055,0.8765208631212101,0.4412683156358995,285.3421660898245,1
0.9530838175750928,0.5331438656539726,0.5319494069473635,0.28084589117392567,0.9871413334958963,92.79747489123619,1
0.3518671330838209,0.9163918008478089,0.46088069899577866,0.20286765489963643,0.17645278106150142,12.122273648655788,1
0.43599712901774634,0.7163666176857802,0.06877838017894211,0.9541628203261284,0.7042964032625929,351.00790878831805,1
0.020172310966926954,0.7968911917114803,0.42012056760521044,0.3357649872035623,0.7678309657191837,72.31928958142832,1
0.5332477814173275,0.05054842437100482,0.27314876642409636,0.9762056175096157,0.865852289444161,242.96909912911428,1
0.44344831160833353,0.00034650838470806633,0.1664269439720445,0.25571796887323717,0.051463579943875515,48.88516875476345,1
0.6682948600853793,0.003690454927049447,0.15925606916963408,0.2509314208028198,0.9365728626384122,7.812609085684743,0
0.2851774994346782,0.657596445045618,0.5887510094952993,0.5155874303786988,0.48874109260194365,9.338440649281155,0
0.7308549237214074,0.4089651132328326,0.8981683091773656,0.7435599765873259,0.0031676372436960643,11.720005540586007,0
0.9471194471586332,0.5608612520841357,0.5611343974804618,0.8536989611137217,0.9327290293667564,214.55896542650754,1
0.945811810579044,0.2558359419827523,0.6300406129773328,0.6151475859677736,0.09546939143957744,63.40967068508943,1
0.7859507717208337,0.07950147941172525,0.823241736405511,0.28366093073252174,0.11690166475098751,22.405788968084224,1
0.8764827328445753,0.4805243971550771,0.3295966883080902,0.27194820574474265,0.14566473788582546,33.68648227971337,1
0.3770068352011685,0.5573649068906964,0.6211639338120393,0.9655163866513439,0.3184796246398972,10.578335511907396,0
0.832074353143802,0.8421831195024483,0.6347922079347824,0.9652592877321189,0.9500283039590854,241.80101427718103,1
0.09259953719640435,0.8795585216404856,0.7061719634220399,0.23877494438385694,0.951990854960566,9.444653475207929,0
0.22386291717361384,0.44946657591146566,0.6393380774239426,0.3317992248171734,0.6942950838695608,64.59289579176378,1
0.6360818911312806,0.3694980702988331,0.8867940879364712,0.0882034756828366,0.8928526235972186,76.34114659785268,1
0.4471070693284481,0.4829330548034382,0.4548627809684045,0.11441206056293773,0.14971085042401489,1.6529600306877095,0
0.7305650258743048,0.03874972933081311,0.2139127892764343,0.24970223176169382,0.8473418893964434,80.50328790637678,1
0.9096860380956019,0.7193457840888008,0.058255700569359914,0.33548091941955704,0.5971941313220009,154.41875644250862,1
0.03191652717040161,0.8141574854525796,0.2995540913262057,0.1384142955727402,0.5631536777001476,39.918474761177485,1
