ACLED_fatalities_total,ACLED_fatalities_Violence_against_civilians,ACLED_events_total,CIESIN_GPWv411_GPW_Population_Density_population_density_max,spam2010v2r0_global_prod_P_RICE_I_min,ECMWF_ERA5_LAND_MONTHLY_soil_temperature_level_1_sum_sum,NASA_GPM_L3_IMERG_MONTHLY_V06_precipitationQualityIndex_max_max,NASA_FLDAS_NOAH01_C_GL_M_V001_Qle_tavg_max_std
2,2,4,2215.537841796875,119.6999969482422,50671.055419921875,20.38048553466797,7.690046302447612
15,1,18,93.81309509277344,0.0,222678.72338867188,21.62911796569824,32.59012767446418
92,17,96,5654.49267578125,0.0,108249.60424804688,21.655874252319336,8.926511522532822
5,0,4,509.082763671875,0.0,105268.31518554688,20.770872116088867,42.37166914597938
8,3,49,239.12413024902344,23.899999618530277,72835.44580078125,28.708498001098636,9.763528878752268
3,3,3,118.15973663330078,0.0,71639.71923828125,17.812908172607422,26.500964631658
17,6,29,210.56761169433597,0.0,130861.15869140625,16.76777458190918,10.019994743232711
2,2,13,174.7543487548828,0.0,188480.73095703125,25.48488998413086,13.805702990102152
34,1,37,464.56158447265625,0.1000000014901161,200867.4013671875,19.541339874267575,21.794633398653737
5,2,15,606.352294921875,0.0,302129.32861328125,20.772518157958984,10.670401276667722
99,8,126,261.8009948730469,0.0,165406.07495117188,19.476974487304688,17.818226008581767
3,1,10,122.128662109375,0.0,106320.16284179688,17.491350173950195,41.6459320762872
19,2,12,210.56759643554688,0.0,138008.54272460938,15.457094192504885,8.830055073748666
6,2,18,143.7315673828125,0.699999988079071,281966.8522949219,25.458494186401367,17.46995518256867
29,0,60,26.20270347595215,0.0,243435.07666015625,11.256828308105469,10.764880333219631
1,0,2,178.7025604248047,0.0,400053.66943359375,30.797821044921875,12.45434603872046
7,4,10,138.85910034179688,0.0,152454.97875976562,23.295263290405277,18.145584641999417
4,2,17,261.308837890625,13.100000381469728,225204.78198242188,30.3468074798584,8.896581011982134
0,0,2,217.89739990234372,0.6000000238418579,225006.59057617188,25.216949462890625,10.607687831565517
1,1,3,276.2860717773437,91.5999984741211,50887.258544921875,17.554336547851562,8.892509957128901
5,3,30,1727.656494140625,0.0,138312.65014648438,30.03382110595703,9.49769885649999
5,1,7,261.3088684082031,0.0,116282.609375,19.790929794311523,9.607378757617088
11,1,21,3141.381591796875,0.0,230154.6328125,19.86445999145508,13.025964877180874
26,2,15,261.8009948730469,0.0,79173.49194335938,19.26168441772461,15.026748752446721
4,0,3,647.3738403320312,0.0,90434.86743164062,23.958383560180664,44.675663521624685
0,0,12,150.8056640625,74.4000015258789,65166.975830078125,19.4763126373291,10.044169933020392
19,8,11,111.18875122070312,0.0,222404.32885742188,18.41984748840332,11.823007646579581
11,5,76,239.12417602539065,0.0,116373.90234375,33.37260437011719,12.67639798230547
11,4,13,4743.6484375,7.400000095367432,28889.6357421875,17.53746795654297,1.6648123568208952
0,0,2,138.85911560058594,0.6000000238418579,79932.60522460938,21.58578491210937,11.506084529431893
0,0,2,247.5913848876953,0.0,152367.92797851562,23.97211456298828,12.47139493574846
11,0,8,114.23394012451172,0.0,307799.9528808594,16.040040969848633,11.79524564460401
0,0,25,239.1241607666016,0.0,94520.03540039062,33.37260437011719,14.243954031415283
27,1,59,2467.645751953125,0.2000000029802322,151240.28930664062,21.655874252319336,9.74528162299783
5,2,20,261.308837890625,55.70000076293945,101849.46240234375,22.725988388061523,8.563592670455613
0,0,11,186.29368591308597,0.1000000014901161,100824.48388671875,15.582634925842283,8.599513618384032
0,0,0,143.7315673828125,138.5,65059.538330078125,21.059329986572266,12.119449031855371
0,0,0,239.12417602539065,0.0,123574.08325195312,30.42450714111328,13.75371838287929
0,0,9,26.20270347595215,0.0,185825.36181640625,11.006631851196287,10.069524860257536
24,16,67,1727.656494140625,1.2999999523162842,123751.14965820312,29.10080909729004,10.660261437581473
0,0,2,606.3523559570312,0.1000000014901161,101100.27685546875,19.55694961547852,9.078488983020256
4,2,7,2215.53759765625,3.200000047683716,172957.80859375,21.36798667907715,8.099410059386962
1,1,5,533.3016967773438,0.0,94022.64672851562,14.004298210144045,8.679790124771605
4,1,26,501.1204528808594,20.700000762939453,65403.130126953125,20.849069595336918,10.228603134473039
0,0,0,210.56761169433597,0.0,65522.868408203125,14.797897338867188,7.155866509708856
7,2,29,2215.537353515625,116.6999969482422,86981.9716796875,18.872499465942383,8.780947327334236
36,1,62,606.3523559570312,85.30000305175781,65075.934814453125,19.392127990722656,9.913317634453566
1,0,36,261.308837890625,0.0,145371.4228515625,27.084503173828125,8.454476771025687
1,0,7,2215.537841796875,118.5,28925.7412109375,20.38048553466797,8.689283966348347
3,1,12,8843.861328125,90.8000030517578,65049.557861328125,19.559131622314453,10.367812593841512
0,0,2,35.92887878417969,0.0,498772.03076171875,8.718204498291016,11.572017998674335
58,18,244,8843.8623046875,7.400000095367432,36171.715087890625,17.94156265258789,9.304315916317199
1,1,4,2215.537841796875,23.799999237060547,79744.61303710938,20.26475143432617,7.130912247657277
0,0,0,606.3522338867188,85.30000305175781,93971.73266601562,18.873388290405277,10.829390450624913
1,0,6,276.2861022949219,47.900001525878906,137756.80444335938,20.798622131347656,10.49005565556186
0,0,0,501.1204528808594,103.4000015258789,29079.1181640625,20.494564056396484,9.867011073490461
1,1,4,8843.8623046875,12.899999618530272,50636.451904296875,18.516881942749023,10.602550936297364
71,48,401,8769.6875,0.0,28927.9794921875,17.443758010864258,1.5975726233957261
36,8,51,261.8009948730469,0.0,129433.59619140625,21.4339599609375,19.02602011088525
2,0,4,606.3522338867188,42.59999847412109,130310.84033203125,18.452938079833984,10.630690261385958
0,0,19,927.5802001953124,122.1999969482422,87129.6240234375,17.675905227661133,7.905352872762101
9,9,4,217.8973388671875,13.300000190734863,152532.92211914062,25.216949462890625,12.9150190852321
78,54,445,191.7973175048828,0.0,296916.2355957031,17.43572425842285,17.21061235415703
105,20,204,585.6417846679688,0.0,241649.73486328125,16.12306022644043,37.87986637226184
2,0,4,464.5616149902344,19.299999237060547,57023.783203125,16.223825454711914,27.77484469197989
6,1,8,103.29322814941406,0.0,57576.783203125,19.26168441772461,14.795220334119627
1,0,6,217.8973846435547,4.800000190734863,116162.64453125,21.265310287475582,10.073699888482157
1,0,6,1727.65625,0.0,72632.05322265625,25.649518966674805,10.810902520996155
2,1,12,261.308837890625,17.299999237060547,130874.95947265625,22.038789749145508,9.686367197108758
18,0,16,114.23394775390624,0.5,3115808.1318359375,18.46379852294922,10.733338714981317
0,0,0,23.460702896118164,0.3000000119209289,235287.39184570312,8.76691722869873,10.336184540854042
15,0,11,60.24863052368164,0.0,156082.13623046875,17.250749588012695,28.789517317511407
5,0,5,60.24863052368164,0.0,113818.421875,17.002647399902344,29.66272947535134
2,0,9,927.5801391601562,119.6999969482422,79904.82397460938,18.10020637512207,8.733570054668773
105,7,112,585.6417846679688,0.0,214072.41162109375,16.255565643310547,34.408739248764704
1,1,3,276.0521240234375,0.0,84562.7001953125,16.96558380126953,41.62737846256655
0,0,2,185.0352783203125,0.0,272710.69482421875,15.582634925842283,11.218745005537611
86,1,110,464.5616149902344,0.0,193534.81420898438,19.30460548400879,24.93748145283318
9,4,24,4743.6484375,123.5999984741211,43289.88623046875,17.571876525878906,11.068430599371752
3,0,6,5654.4931640625,66.4000015258789,79550.68530273438,18.516881942749023,10.13516133649697
50,2,62,464.56158447265625,0.0,179050.05590820312,17.812908172607422,26.350423587872488
25,2,81,295.4098815917969,0.0,264104.3420410156,10.731903076171877,13.004776751363133
19,3,35,44.67538833618164,0.1000000014901161,107615.71752929688,23.210857391357425,23.133639306999953
3,0,20,217.89739990234372,76.9000015258789,94432.42407226562,18.57555389404297,9.415762894100482
28,2,32,261.308837890625,0.0,188887.88525390625,19.488426208496094,8.835547846764301
1,0,8,217.8973846435547,122.1999969482422,43623.34716796875,17.579235076904297,8.065427766048304
0,0,0,217.8973693847656,0.0,2870420.677734375,17.47928810119629,10.271055368348467
0,0,0,217.8973846435547,121.0999984741211,94476.98852539062,17.62795639038086,8.25856039031805
34,0,54,122.1286392211914,0.0,191242.76733398438,16.525278091430664,34.807013412004814
0,0,0,150.80564880371094,29.399999618530277,108646.10815429688,23.31999397277832,11.729990850798472
3,2,12,355.5509338378906,0.0,166803.14331054688,19.3942813873291,9.954405388882938
0,0,7,276.2861022949219,29.399999618530277,101601.16748046875,21.7266845703125,10.616252011776009
3,1,28,178.70257568359375,0.0,131059.22314453125,30.787189483642575,10.899902055540663
20,3,529,501.1204833984375,0.6000000238418579,145222.5966796875,22.260684967041016,10.358974241950657
35,0,52,66.89239501953125,0.1000000014901161,508664.7604980469,17.872638702392578,21.648447716910795
16,5,47,4743.64794921875,7.400000095367432,72154.75439453125,19.33474349975586,10.479374589901294
1,0,6,239.1241455078125,23.0,43679.88818359375,29.164138793945312,11.528708585663376
131,27,164,4743.6484375,0.2000000029802322,86504.3291015625,19.86445999145508,11.543391214079593
3,0,4,122.28140258789062,0.3000000119209289,259897.7744140625,17.845539093017578,22.636062949439772
8,2,24,210.567626953125,0.0,145525.4013671875,23.891414642333984,9.822829003932547
12,1,11,111.18875122070312,0.0,215031.41943359375,15.356069564819336,11.67789299690554
7,1,12,189.32765197753903,21.0,50469.641357421875,22.292675018310547,19.392079111638775
15,0,19,4.670734882354736,13.038907849112265,886500.1408691406,8.21438217163086,11.339849013441968
8,0,59,501.1204528808594,4.800000190734863,152480.94360351562,22.207931518554688,10.97624760244714
