A,B
"(6.661, 9.132]","(1.843, 2.754]"
"(4.19, 6.661]","(0.932, 1.843]"
"(4.19, 6.661]","(0.932, 1.843]"
"(4.19, 6.661]","(0.0122, 0.932]"
"(1.719, 4.19]","(0.932, 1.843]"
"(1.719, 4.19]","(0.932, 1.843]"
"(1.719, 4.19]","(0.932, 1.843]"
"(1.719, 4.19]","(0.932, 1.843]"
"(1.719, 4.19]","(4.576, 5.487]"
"(4.19, 6.661]","(0.0122, 0.932]"
"(6.661, 9.132]","(1.843, 2.754]"
"(4.19, 6.661]","(1.843, 2.754]"
"(1.719, 4.19]","(0.932, 1.843]"
"(1.719, 4.19]","(1.843, 2.754]"
"(-0.777, 1.719]","(0.932, 1.843]"
"(6.661, 9.132]","(0.932, 1.843]"
"(6.661, 9.132]","(2.754, 3.665]"
"(6.661, 9.132]","(1.843, 2.754]"
"(9.132, 11.603]","(2.754, 3.665]"
"(6.661, 9.132]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(4.19, 6.661]","(1.843, 2.754]"
"(4.19, 6.661]","(1.843, 2.754]"
"(4.19, 6.661]","(1.843, 2.754]"
"(4.19, 6.661]","(1.843, 2.754]"
"(1.719, 4.19]","(1.843, 2.754]"
"(1.719, 4.19]","(1.843, 2.754]"
"(1.719, 4.19]","(1.843, 2.754]"
"(1.719, 4.19]","(1.843, 2.754]"
"(1.719, 4.19]","(1.843, 2.754]"
"(1.719, 4.19]","(1.843, 2.754]"
"(4.19, 6.661]","(1.843, 2.754]"
"(4.19, 6.661]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(4.19, 6.661]","(0.932, 1.843]"
"(4.19, 6.661]","(0.932, 1.843]"
"(4.19, 6.661]","(0.932, 1.843]"
"(6.661, 9.132]","(1.843, 2.754]"
"(1.719, 4.19]","(0.932, 1.843]"
"(4.19, 6.661]","(0.932, 1.843]"
"(6.661, 9.132]","(1.843, 2.754]"
"(9.132, 11.603]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(6.661, 9.132]","(1.843, 2.754]"
"(4.19, 6.661]","(0.0122, 0.932]"
"(6.661, 9.132]","(0.932, 1.843]"
"(4.19, 6.661]","(0.932, 1.843]"
"(4.19, 6.661]","(0.0122, 0.932]"
"(1.719, 4.19]","(0.932, 1.843]"
"(1.719, 4.19]","(0.0122, 0.932]"
"(1.719, 4.19]","(0.932, 1.843]"
