A,B
"(7.485, 9.544]","(2.299, 3.058]"
"(5.426, 7.485]","(1.54, 2.299]"
"(3.366, 5.426]","(0.78, 1.54]"
"(3.366, 5.426]","(0.0122, 0.78]"
"(3.366, 5.426]","(0.78, 1.54]"
"(3.366, 5.426]","(0.78, 1.54]"
"(1.307, 3.366]","(1.54, 2.299]"
"(1.307, 3.366]","(1.54, 2.299]"
"(3.366, 5.426]","(4.576, 5.335]"
"(3.366, 5.426]","(0.0122, 0.78]"
"(5.426, 7.485]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(1.307, 3.366]","(0.78, 1.54]"
"(1.307, 3.366]","(1.54, 2.299]"
"(1.307, 3.366]","(0.78, 1.54]"
"(7.485, 9.544]","(1.54, 2.299]"
"(7.485, 9.544]","(2.299, 3.058]"
"(7.485, 9.544]","(1.54, 2.299]"
"(9.544, 11.603]","(2.299, 3.058]"
"(7.485, 9.544]","(2.299, 3.058]"
"(7.485, 9.544]","(2.299, 3.058]"
"(7.485, 9.544]","(2.299, 3.058]"
"(7.485, 9.544]","(2.299, 3.058]"
"(7.485, 9.544]","(2.299, 3.058]"
"(5.426, 7.485]","(2.299, 3.058]"
"(5.426, 7.485]","(1.54, 2.299]"
"(5.426, 7.485]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(7.485, 9.544]","(2.299, 3.058]"
"(5.426, 7.485]","(1.54, 2.299]"
"(3.366, 5.426]","(0.78, 1.54]"
"(3.366, 5.426]","(0.78, 1.54]"
"(5.426, 7.485]","(1.54, 2.299]"
"(1.307, 3.366]","(0.78, 1.54]"
"(3.366, 5.426]","(1.54, 2.299]"
"(7.485, 9.544]","(1.54, 2.299]"
"(9.544, 11.603]","(2.299, 3.058]"
"(7.485, 9.544]","(2.299, 3.058]"
"(5.426, 7.485]","(1.54, 2.299]"
"(5.426, 7.485]","(0.0122, 0.78]"
"(7.485, 9.544]","(1.54, 2.299]"
"(3.366, 5.426]","(1.54, 2.299]"
"(3.366, 5.426]","(0.0122, 0.78]"
"(1.307, 3.366]","(0.78, 1.54]"
"(1.307, 3.366]","(0.0122, 0.78]"
"(1.307, 3.366]","(1.54, 2.299]"
"(1.307, 3.366]","(1.54, 2.299]"
"(3.366, 5.426]","(2.299, 3.058]"
"(3.366, 5.426]","(3.058, 3.817]"
"(1.307, 3.366]","(0.78, 1.54]"
"(1.307, 3.366]","(2.299, 3.058]"
"(1.307, 3.366]","(3.058, 3.817]"
"(3.366, 5.426]","(2.299, 3.058]"
"(1.307, 3.366]","(1.54, 2.299]"
"(3.366, 5.426]","(3.058, 3.817]"
"(3.366, 5.426]","(1.54, 2.299]"
"(5.426, 7.485]","(0.78, 1.54]"
"(11.603, 13.663]","(3.058, 3.817]"
"(9.544, 11.603]","(2.299, 3.058]"
"(5.426, 7.485]","(1.54, 2.299]"
"(-0.777, 1.307]","(3.817, 4.576]"
"(-0.777, 1.307]","(0.78, 1.54]"
"(1.307, 3.366]","(1.54, 2.299]"
"(3.366, 5.426]","(0.78, 1.54]"
"(1.307, 3.366]","(0.0122, 0.78]"
"(1.307, 3.366]","(0.0122, 0.78]"
"(1.307, 3.366]","(0.0122, 0.78]"
"(1.307, 3.366]","(0.0122, 0.78]"
"(5.426, 7.485]","(0.78, 1.54]"
"(3.366, 5.426]","(0.78, 1.54]"
"(1.307, 3.366]","(1.54, 2.299]"
"(1.307, 3.366]","(1.54, 2.299]"
"(7.485, 9.544]","(0.78, 1.54]"
"(11.603, 13.663]","(2.299, 3.058]"
"(13.663, 15.722]","(2.299, 3.058]"
"(15.722, 17.781]","(3.058, 3.817]"
"(13.663, 15.722]","(3.058, 3.817]"
"(9.544, 11.603]","(3.058, 3.817]"
"(11.603, 13.663]","(1.54, 2.299]"
"(13.663, 15.722]","(3.058, 3.817]"
"(13.663, 15.722]","(2.299, 3.058]"
"(11.603, 13.663]","(3.058, 3.817]"
"(9.544, 11.603]","(3.817, 4.576]"
"(7.485, 9.544]","(1.54, 2.299]"
"(5.426, 7.485]","(0.78, 1.54]"
"(5.426, 7.485]","(4.576, 5.335]"
"(7.485, 9.544]","(2.299, 3.058]"
"(9.544, 11.603]","(3.058, 3.817]"
"(5.426, 7.485]","(1.54, 2.299]"
"(5.426, 7.485]","(2.299, 3.058]"
"(5.426, 7.485]","(2.299, 3.058]"
"(5.426, 7.485]","(3.058, 3.817]"
"(7.485, 9.544]","(3.058, 3.817]"
"(11.603, 13.663]","(4.576, 5.335]"
"(7.485, 9.544]","(1.54, 2.299]"
"(11.603, 13.663]","(2.299, 3.058]"
"(11.603, 13.663]","(1.54, 2.299]"
"(9.544, 11.603]","(3.058, 3.817]"
"(7.485, 9.544]","(1.54, 2.299]"
"(9.544, 11.603]","(2.299, 3.058]"
"(9.544, 11.603]","(3.817, 4.576]"
"(9.544, 11.603]","(2.299, 3.058]"
"(9.544, 11.603]","(3.058, 3.817]"
"(11.603, 13.663]","(3.058, 3.817]"
"(9.544, 11.603]","(3.058, 3.817]"
"(13.663, 15.722]","(3.058, 3.817]"
"(11.603, 13.663]","(3.058, 3.817]"
"(9.544, 11.603]","(2.299, 3.058]"
"(5.426, 7.485]","(3.058, 3.817]"
"(5.426, 7.485]","(2.299, 3.058]"
"(5.426, 7.485]","(1.54, 2.299]"
"(9.544, 11.603]","(3.817, 4.576]"
"(11.603, 13.663]","(3.817, 4.576]"
"(15.722, 17.781]","(5.335, 6.095]"
"(13.663, 15.722]","(5.335, 6.095]"
"(11.603, 13.663]","(3.817, 4.576]"
"(15.722, 17.781]","(3.817, 4.576]"
"(15.722, 17.781]","(4.576, 5.335]"
"(11.603, 13.663]","(3.817, 4.576]"
"(11.603, 13.663]","(5.335, 6.095]"
"(13.663, 15.722]","(4.576, 5.335]"
"(15.722, 17.781]","(3.058, 3.817]"
"(13.663, 15.722]","(3.817, 4.576]"
"(11.603, 13.663]","(3.058, 3.817]"
"(9.544, 11.603]","(2.299, 3.058]"
"(15.722, 17.781]","(5.335, 6.095]"
"(11.603, 13.663]","(3.058, 3.817]"
"(15.722, 17.781]","(4.576, 5.335]"
"(11.603, 13.663]","(1.54, 2.299]"
"(11.603, 13.663]","(3.058, 3.817]"
"(9.544, 11.603]","(0.0122, 0.78]"
"(11.603, 13.663]","(0.0122, 0.78]"
"(9.544, 11.603]","(2.299, 3.058]"
"(7.485, 9.544]","(0.78, 1.54]"
"(7.485, 9.544]","(0.0122, 0.78]"
"(9.544, 11.603]","(0.0122, 0.78]"
"(13.663, 15.722]","(0.0122, 0.78]"
"(11.603, 13.663]","(0.0122, 0.78]"
"(11.603, 13.663]","(0.0122, 0.78]"
"(5.426, 7.485]","(2.299, 3.058]"
"(5.426, 7.485]","(2.299, 3.058]"
"(7.485, 9.544]","(1.54, 2.299]"
"(5.426, 7.485]","(1.54, 2.299]"
"(9.544, 11.603]","(2.299, 3.058]"
"(9.544, 11.603]","(3.817, 4.576]"
"(11.603, 13.663]","(3.817, 4.576]"
"(7.485, 9.544]","(2.299, 3.058]"
"(9.544, 11.603]","(3.817, 4.576]"
"(13.663, 15.722]","(4.576, 5.335]"
"(15.722, 17.781]","(3.817, 4.576]"
"(17.781, 19.841]","(7.613, 8.372]"
"(19.841, 21.9]","(6.095, 6.854]"
"(19.841, 21.9]","(4.576, 5.335]"
"(15.722, 17.781]","(5.335, 6.095]"
"(17.781, 19.841]","(4.576, 5.335]"
"(11.603, 13.663]","(4.576, 5.335]"
"(15.722, 17.781]","(4.576, 5.335]"
"(11.603, 13.663]","(2.299, 3.058]"
"(13.663, 15.722]","(4.576, 5.335]"
"(13.663, 15.722]","(4.576, 5.335]"
"(15.722, 17.781]","(6.095, 6.854]"
"(13.663, 15.722]","(4.576, 5.335]"
"(9.544, 11.603]","(3.817, 4.576]"
"(11.603, 13.663]","(2.299, 3.058]"
"(11.603, 13.663]","(4.576, 5.335]"
"(15.722, 17.781]","(3.817, 4.576]"
"(15.722, 17.781]","(5.335, 6.095]"
"(11.603, 13.663]","(3.817, 4.576]"
"(11.603, 13.663]","(3.058, 3.817]"
"(11.603, 13.663]","(4.576, 5.335]"
"(13.663, 15.722]","(3.817, 4.576]"
"(17.781, 19.841]","(5.335, 6.095]"
"(19.841, 21.9]","(3.817, 4.576]"
"(19.841, 21.9]","(2.299, 3.058]"
"(17.781, 19.841]","(5.335, 6.095]"
"(17.781, 19.841]","(5.335, 6.095]"
"(19.841, 21.9]","(8.372, 9.131]"
"(19.841, 21.9]","(5.335, 6.095]"
"(15.722, 17.781]","(4.576, 5.335]"
"(19.841, 21.9]","(5.335, 6.095]"
"(19.841, 21.9]","(5.335, 6.095]"
"(19.841, 21.9]","(5.335, 6.095]"
"(19.841, 21.9]","(4.576, 5.335]"
"(19.841, 21.9]","(4.576, 5.335]"
"(19.841, 21.9]","(4.576, 5.335]"
"(19.841, 21.9]","(4.576, 5.335]"
"(19.841, 21.9]","(4.576, 5.335]"
"(19.841, 21.9]","(4.576, 5.335]"
"(19.841, 21.9]","(3.817, 4.576]"
"(21.9, 23.959]","(4.576, 5.335]"
"(19.841, 21.9]","(3.817, 4.576]"
"(21.9, 23.959]","(5.335, 6.095]"
"(21.9, 23.959]","(5.335, 6.095]"
"(17.781, 19.841]","(3.817, 4.576]"
"(19.841, 21.9]","(4.576, 5.335]"
"(19.841, 21.9]","(4.576, 5.335]"
"(21.9, 23.959]","(3.817, 4.576]"
"(21.9, 23.959]","(0.78, 1.54]"
"(19.841, 21.9]","(4.576, 5.335]"
"(17.781, 19.841]","(3.817, 4.576]"
"(19.841, 21.9]","(6.854, 7.613]"
"(15.722, 17.781]","(3.058, 3.817]"
"(17.781, 19.841]","(3.817, 4.576]"
"(13.663, 15.722]","(4.576, 5.335]"
"(11.603, 13.663]","(3.817, 4.576]"
"(15.722, 17.781]","(3.817, 4.576]"
"(15.722, 17.781]","(3.817, 4.576]"
"(15.722, 17.781]","(3.817, 4.576]"
"(15.722, 17.781]","(2.299, 3.058]"
"(15.722, 17.781]","(4.576, 5.335]"
"(13.663, 15.722]","(2.299, 3.058]"
"(13.663, 15.722]","(2.299, 3.058]"
"(11.603, 13.663]","(3.817, 4.576]"
"(9.544, 11.603]","(2.299, 3.058]"
"(13.663, 15.722]","(3.817, 4.576]"
"(11.603, 13.663]","(3.058, 3.817]"
"(13.663, 15.722]","(3.817, 4.576]"
"(13.663, 15.722]","(4.576, 5.335]"
"(15.722, 17.781]","(4.576, 5.335]"
"(15.722, 17.781]","(8.372, 9.131]"
"(15.722, 17.781]","(4.576, 5.335]"
"(13.663, 15.722]","(5.335, 6.095]"
"(13.663, 15.722]","(4.576, 5.335]"
"(13.663, 15.722]","(4.576, 5.335]"
"(13.663, 15.722]","(4.576, 5.335]"
"(13.663, 15.722]","(6.095, 6.854]"
"(13.663, 15.722]","(4.576, 5.335]"
"(13.663, 15.722]","(3.817, 4.576]"
"(13.663, 15.722]","(3.817, 4.576]"
"(13.663, 15.722]","(3.817, 4.576]"
"(11.603, 13.663]","(2.299, 3.058]"
"(9.544, 11.603]","(0.0122, 0.78]"
"(13.663, 15.722]","(1.54, 2.299]"
"(13.663, 15.722]","(3.817, 4.576]"
"(13.663, 15.722]","(3.817, 4.576]"
"(17.781, 19.841]","(3.817, 4.576]"
"(17.781, 19.841]","(5.335, 6.095]"
"(15.722, 17.781]","(3.817, 4.576]"
"(13.663, 15.722]","(3.817, 4.576]"
"(15.722, 17.781]","(3.817, 4.576]"
"(13.663, 15.722]","(3.058, 3.817]"
"(9.544, 11.603]","(2.299, 3.058]"
"(11.603, 13.663]","(3.058, 3.817]"
"(15.722, 17.781]","(3.817, 4.576]"
"(15.722, 17.781]","(8.372, 9.131]"
"(21.9, 23.959]","(3.817, 4.576]"
"(15.722, 17.781]","(3.817, 4.576]"
"(17.781, 19.841]","(3.817, 4.576]"
"(17.781, 19.841]","(3.817, 4.576]"
"(15.722, 17.781]","(0.78, 1.54]"
"(15.722, 17.781]","(3.817, 4.576]"
"(13.663, 15.722]","(2.299, 3.058]"
"(11.603, 13.663]","(3.058, 3.817]"
"(11.603, 13.663]","(3.817, 4.576]"
"(17.781, 19.841]","(3.817, 4.576]"
"(17.781, 19.841]","(4.576, 5.335]"
"(17.781, 19.841]","(3.058, 3.817]"
"(15.722, 17.781]","(5.335, 6.095]"
"(15.722, 17.781]","(3.817, 4.576]"
"(13.663, 15.722]","(3.817, 4.576]"
"(13.663, 15.722]","(3.058, 3.817]"
"(13.663, 15.722]","(3.817, 4.576]"
"(15.722, 17.781]","(3.817, 4.576]"
"(13.663, 15.722]","(3.817, 4.576]"
"(13.663, 15.722]","(3.058, 3.817]"
"(13.663, 15.722]","(3.058, 3.817]"
"(11.603, 13.663]","(2.299, 3.058]"
"(9.544, 11.603]","(0.78, 1.54]"
"(11.603, 13.663]","(3.058, 3.817]"
