A,B
"(6.308, 8.073]","(1.973, 2.624]"
"(4.543, 6.308]","(1.323, 1.973]"
"(2.778, 4.543]","(0.672, 1.323]"
"(4.543, 6.308]","(0.0122, 0.672]"
"(2.778, 4.543]","(0.672, 1.323]"
"(2.778, 4.543]","(0.672, 1.323]"
"(2.778, 4.543]","(1.323, 1.973]"
"(2.778, 4.543]","(1.323, 1.973]"
"(2.778, 4.543]","(5.227, 5.878]"
"(4.543, 6.308]","(0.0122, 0.672]"
"(6.308, 8.073]","(1.973, 2.624]"
"(4.543, 6.308]","(1.973, 2.624]"
"(1.013, 2.778]","(0.672, 1.323]"
"(2.778, 4.543]","(1.973, 2.624]"
"(1.013, 2.778]","(1.323, 1.973]"
"(6.308, 8.073]","(1.323, 1.973]"
"(8.073, 9.838]","(2.624, 3.275]"
"(6.308, 8.073]","(1.973, 2.624]"
"(9.838, 11.603]","(2.624, 3.275]"
"(8.073, 9.838]","(1.973, 2.624]"
"(8.073, 9.838]","(1.973, 2.624]"
"(8.073, 9.838]","(1.973, 2.624]"
"(8.073, 9.838]","(1.973, 2.624]"
"(6.308, 8.073]","(1.973, 2.624]"
"(6.308, 8.073]","(1.973, 2.624]"
"(6.308, 8.073]","(1.973, 2.624]"
"(4.543, 6.308]","(1.973, 2.624]"
"(4.543, 6.308]","(1.973, 2.624]"
"(4.543, 6.308]","(1.973, 2.624]"
"(2.778, 4.543]","(1.973, 2.624]"
"(2.778, 4.543]","(1.973, 2.624]"
"(2.778, 4.543]","(1.973, 2.624]"
"(2.778, 4.543]","(1.973, 2.624]"
"(2.778, 4.543]","(1.973, 2.624]"
"(2.778, 4.543]","(1.973, 2.624]"
"(2.778, 4.543]","(1.973, 2.624]"
"(4.543, 6.308]","(1.973, 2.624]"
"(8.073, 9.838]","(1.973, 2.624]"
"(4.543, 6.308]","(1.323, 1.973]"
"(4.543, 6.308]","(1.323, 1.973]"
"(4.543, 6.308]","(1.323, 1.973]"
"(6.308, 8.073]","(1.323, 1.973]"
"(2.778, 4.543]","(0.672, 1.323]"
"(4.543, 6.308]","(1.323, 1.973]"
"(8.073, 9.838]","(1.973, 2.624]"
"(9.838, 11.603]","(2.624, 3.275]"
"(8.073, 9.838]","(1.973, 2.624]"
"(6.308, 8.073]","(1.973, 2.624]"
"(6.308, 8.073]","(0.672, 1.323]"
"(6.308, 8.073]","(1.323, 1.973]"
"(2.778, 4.543]","(1.323, 1.973]"
"(4.543, 6.308]","(0.672, 1.323]"
"(2.778, 4.543]","(0.672, 1.323]"
"(1.013, 2.778]","(0.0122, 0.672]"
"(2.778, 4.543]","(1.323, 1.973]"
"(1.013, 2.778]","(1.323, 1.973]"
"(2.778, 4.543]","(2.624, 3.275]"
"(4.543, 6.308]","(2.624, 3.275]"
"(2.778, 4.543]","(1.323, 1.973]"
"(1.013, 2.778]","(1.973, 2.624]"
"(2.778, 4.543]","(3.275, 3.926]"
"(4.543, 6.308]","(2.624, 3.275]"
"(2.778, 4.543]","(1.323, 1.973]"
"(2.778, 4.543]","(3.275, 3.926]"
"(2.778, 4.543]","(1.973, 2.624]"
"(4.543, 6.308]","(0.672, 1.323]"
"(11.603, 13.369]","(3.275, 3.926]"
"(8.073, 9.838]","(1.973, 2.624]"
"(6.308, 8.073]","(1.973, 2.624]"
"(-0.777, 1.013]","(3.926, 4.576]"
"(-0.777, 1.013]","(1.323, 1.973]"
"(1.013, 2.778]","(1.323, 1.973]"
"(2.778, 4.543]","(0.672, 1.323]"
"(1.013, 2.778]","(0.0122, 0.672]"
"(2.778, 4.543]","(0.0122, 0.672]"
"(2.778, 4.543]","(0.0122, 0.672]"
"(1.013, 2.778]","(0.0122, 0.672]"
"(4.543, 6.308]","(0.672, 1.323]"
"(2.778, 4.543]","(0.672, 1.323]"
"(2.778, 4.543]","(1.323, 1.973]"
"(1.013, 2.778]","(1.323, 1.973]"
"(6.308, 8.073]","(1.323, 1.973]"
"(13.369, 15.134]","(1.973, 2.624]"
"(15.134, 16.899]","(2.624, 3.275]"
"(16.899, 18.664]","(3.275, 3.926]"
"(13.369, 15.134]","(3.275, 3.926]"
"(9.838, 11.603]","(3.275, 3.926]"
"(11.603, 13.369]","(1.323, 1.973]"
"(13.369, 15.134]","(2.624, 3.275]"
"(13.369, 15.134]","(1.973, 2.624]"
"(11.603, 13.369]","(2.624, 3.275]"
"(9.838, 11.603]","(3.926, 4.576]"
"(8.073, 9.838]","(1.323, 1.973]"
"(4.543, 6.308]","(0.672, 1.323]"
"(4.543, 6.308]","(4.576, 5.227]"
"(8.073, 9.838]","(1.973, 2.624]"
"(9.838, 11.603]","(3.275, 3.926]"
"(6.308, 8.073]","(1.323, 1.973]"
"(6.308, 8.073]","(1.973, 2.624]"
"(6.308, 8.073]","(2.624, 3.275]"
"(6.308, 8.073]","(3.275, 3.926]"
"(8.073, 9.838]","(3.275, 3.926]"
"(11.603, 13.369]","(4.576, 5.227]"
"(6.308, 8.073]","(1.973, 2.624]"
"(13.369, 15.134]","(2.624, 3.275]"
"(11.603, 13.369]","(1.973, 2.624]"
"(8.073, 9.838]","(2.624, 3.275]"
"(8.073, 9.838]","(1.323, 1.973]"
"(9.838, 11.603]","(1.973, 2.624]"
"(9.838, 11.603]","(3.926, 4.576]"
"(9.838, 11.603]","(2.624, 3.275]"
"(9.838, 11.603]","(2.624, 3.275]"
"(11.603, 13.369]","(3.275, 3.926]"
"(9.838, 11.603]","(2.624, 3.275]"
"(13.369, 15.134]","(2.624, 3.275]"
"(11.603, 13.369]","(3.275, 3.926]"
"(8.073, 9.838]","(2.624, 3.275]"
"(6.308, 8.073]","(3.275, 3.926]"
"(6.308, 8.073]","(1.973, 2.624]"
"(6.308, 8.073]","(1.973, 2.624]"
"(9.838, 11.603]","(3.275, 3.926]"
"(13.369, 15.134]","(3.926, 4.576]"
"(16.899, 18.664]","(5.227, 5.878]"
"(15.134, 16.899]","(5.227, 5.878]"
"(11.603, 13.369]","(3.926, 4.576]"
"(16.899, 18.664]","(3.926, 4.576]"
"(16.899, 18.664]","(4.576, 5.227]"
"(11.603, 13.369]","(3.926, 4.576]"
"(11.603, 13.369]","(5.227, 5.878]"
"(13.369, 15.134]","(4.576, 5.227]"
"(15.134, 16.899]","(2.624, 3.275]"
"(15.134, 16.899]","(3.926, 4.576]"
"(11.603, 13.369]","(2.624, 3.275]"
"(9.838, 11.603]","(1.973, 2.624]"
"(15.134, 16.899]","(5.227, 5.878]"
"(11.603, 13.369]","(2.624, 3.275]"
"(15.134, 16.899]","(4.576, 5.227]"
"(11.603, 13.369]","(1.973, 2.624]"
"(11.603, 13.369]","(3.275, 3.926]"
"(9.838, 11.603]","(0.0122, 0.672]"
"(11.603, 13.369]","(0.0122, 0.672]"
"(9.838, 11.603]","(1.973, 2.624]"
"(8.073, 9.838]","(0.672, 1.323]"
"(8.073, 9.838]","(0.0122, 0.672]"
"(8.073, 9.838]","(0.0122, 0.672]"
"(13.369, 15.134]","(0.0122, 0.672]"
"(11.603, 13.369]","(0.0122, 0.672]"
"(11.603, 13.369]","(0.0122, 0.672]"
"(6.308, 8.073]","(2.624, 3.275]"
"(6.308, 8.073]","(1.973, 2.624]"
"(8.073, 9.838]","(1.973, 2.624]"
"(6.308, 8.073]","(1.973, 2.624]"
"(9.838, 11.603]","(2.624, 3.275]"
"(9.838, 11.603]","(3.926, 4.576]"
"(11.603, 13.369]","(3.926, 4.576]"
"(8.073, 9.838]","(2.624, 3.275]"
"(9.838, 11.603]","(3.926, 4.576]"
"(13.369, 15.134]","(4.576, 5.227]"
"(16.899, 18.664]","(3.926, 4.576]"
"(18.664, 20.429]","(7.179, 7.83]"
"(18.664, 20.429]","(6.528, 7.179]"
"(20.429, 22.194]","(4.576, 5.227]"
"(15.134, 16.899]","(5.227, 5.878]"
"(18.664, 20.429]","(4.576, 5.227]"
"(11.603, 13.369]","(4.576, 5.227]"
"(15.134, 16.899]","(4.576, 5.227]"
"(11.603, 13.369]","(2.624, 3.275]"
"(15.134, 16.899]","(4.576, 5.227]"
"(13.369, 15.134]","(4.576, 5.227]"
"(16.899, 18.664]","(6.528, 7.179]"
"(13.369, 15.134]","(4.576, 5.227]"
"(9.838, 11.603]","(3.926, 4.576]"
"(11.603, 13.369]","(1.973, 2.624]"
"(13.369, 15.134]","(4.576, 5.227]"
"(15.134, 16.899]","(3.926, 4.576]"
"(15.134, 16.899]","(5.227, 5.878]"
"(11.603, 13.369]","(3.926, 4.576]"
"(11.603, 13.369]","(3.275, 3.926]"
"(11.603, 13.369]","(4.576, 5.227]"
"(15.134, 16.899]","(3.926, 4.576]"
"(16.899, 18.664]","(5.227, 5.878]"
"(20.429, 22.194]","(3.926, 4.576]"
"(20.429, 22.194]","(2.624, 3.275]"
"(18.664, 20.429]","(5.227, 5.878]"
"(18.664, 20.429]","(5.227, 5.878]"
"(20.429, 22.194]","(8.481, 9.131]"
"(18.664, 20.429]","(5.227, 5.878]"
"(15.134, 16.899]","(4.576, 5.227]"
"(18.664, 20.429]","(5.227, 5.878]"
"(20.429, 22.194]","(5.227, 5.878]"
"(20.429, 22.194]","(5.227, 5.878]"
"(20.429, 22.194]","(5.227, 5.878]"
"(20.429, 22.194]","(4.576, 5.227]"
"(20.429, 22.194]","(4.576, 5.227]"
"(20.429, 22.194]","(4.576, 5.227]"
"(20.429, 22.194]","(4.576, 5.227]"
"(20.429, 22.194]","(4.576, 5.227]"
"(18.664, 20.429]","(3.926, 4.576]"
"(22.194, 23.959]","(4.576, 5.227]"
"(20.429, 22.194]","(3.926, 4.576]"
"(22.194, 23.959]","(5.227, 5.878]"
"(20.429, 22.194]","(5.227, 5.878]"
"(18.664, 20.429]","(3.926, 4.576]"
"(20.429, 22.194]","(4.576, 5.227]"
"(20.429, 22.194]","(4.576, 5.227]"
"(22.194, 23.959]","(3.275, 3.926]"
"(22.194, 23.959]","(0.672, 1.323]"
"(20.429, 22.194]","(4.576, 5.227]"
"(18.664, 20.429]","(3.926, 4.576]"
"(18.664, 20.429]","(7.179, 7.83]"
"(16.899, 18.664]","(2.624, 3.275]"
"(18.664, 20.429]","(3.926, 4.576]"
"(13.369, 15.134]","(4.576, 5.227]"
"(11.603, 13.369]","(3.926, 4.576]"
"(15.134, 16.899]","(3.926, 4.576]"
"(15.134, 16.899]","(3.926, 4.576]"
"(15.134, 16.899]","(3.926, 4.576]"
"(16.899, 18.664]","(1.973, 2.624]"
"(15.134, 16.899]","(4.576, 5.227]"
"(13.369, 15.134]","(1.973, 2.624]"
"(13.369, 15.134]","(2.624, 3.275]"
"(13.369, 15.134]","(3.926, 4.576]"
"(9.838, 11.603]","(2.624, 3.275]"
"(13.369, 15.134]","(3.926, 4.576]"
"(13.369, 15.134]","(3.275, 3.926]"
"(13.369, 15.134]","(3.926, 4.576]"
"(13.369, 15.134]","(4.576, 5.227]"
"(15.134, 16.899]","(5.227, 5.878]"
"(16.899, 18.664]","(8.481, 9.131]"
"(15.134, 16.899]","(4.576, 5.227]"
"(15.134, 16.899]","(5.227, 5.878]"
"(15.134, 16.899]","(5.227, 5.878]"
"(15.134, 16.899]","(4.576, 5.227]"
"(15.134, 16.899]","(4.576, 5.227]"
"(15.134, 16.899]","(6.528, 7.179]"
"(13.369, 15.134]","(4.576, 5.227]"
"(13.369, 15.134]","(3.926, 4.576]"
"(13.369, 15.134]","(3.926, 4.576]"
"(13.369, 15.134]","(3.926, 4.576]"
"(11.603, 13.369]","(1.973, 2.624]"
"(9.838, 11.603]","(0.672, 1.323]"
"(13.369, 15.134]","(1.973, 2.624]"
"(15.134, 16.899]","(3.926, 4.576]"
"(13.369, 15.134]","(3.926, 4.576]"
"(16.899, 18.664]","(3.926, 4.576]"
"(16.899, 18.664]","(5.878, 6.528]"
"(15.134, 16.899]","(3.926, 4.576]"
"(15.134, 16.899]","(3.275, 3.926]"
"(15.134, 16.899]","(3.926, 4.576]"
"(13.369, 15.134]","(2.624, 3.275]"
"(9.838, 11.603]","(2.624, 3.275]"
"(11.603, 13.369]","(2.624, 3.275]"
"(15.134, 16.899]","(3.926, 4.576]"
"(15.134, 16.899]","(8.481, 9.131]"
"(22.194, 23.959]","(3.926, 4.576]"
"(16.899, 18.664]","(3.926, 4.576]"
"(18.664, 20.429]","(3.926, 4.576]"
"(18.664, 20.429]","(3.926, 4.576]"
"(15.134, 16.899]","(0.672, 1.323]"
"(15.134, 16.899]","(3.926, 4.576]"
"(15.134, 16.899]","(2.624, 3.275]"
"(11.603, 13.369]","(3.275, 3.926]"
"(13.369, 15.134]","(3.926, 4.576]"
"(16.899, 18.664]","(3.926, 4.576]"
"(16.899, 18.664]","(4.576, 5.227]"
"(18.664, 20.429]","(3.275, 3.926]"
"(15.134, 16.899]","(5.878, 6.528]"
"(15.134, 16.899]","(3.926, 4.576]"
"(15.134, 16.899]","(3.275, 3.926]"
"(13.369, 15.134]","(2.624, 3.275]"
"(13.369, 15.134]","(3.926, 4.576]"
"(15.134, 16.899]","(3.926, 4.576]"
"(13.369, 15.134]","(3.926, 4.576]"
"(13.369, 15.134]","(3.275, 3.926]"
"(13.369, 15.134]","(3.275, 3.926]"
"(11.603, 13.369]","(2.624, 3.275]"
"(9.838, 11.603]","(1.323, 1.973]"
"(13.369, 15.134]","(2.624, 3.275]"
"(13.369, 15.134]","(2.624, 3.275]"
"(9.838, 11.603]","(2.624, 3.275]"
"(8.073, 9.838]","(3.926, 4.576]"
"(15.134, 16.899]","(4.576, 5.227]"
"(13.369, 15.134]","(3.926, 4.576]"
"(15.134, 16.899]","(3.275, 3.926]"
"(13.369, 15.134]","(2.624, 3.275]"
"(13.369, 15.134]","(3.275, 3.926]"
"(9.838, 11.603]","(1.973, 2.624]"
"(8.073, 9.838]","(1.973, 2.624]"
"(9.838, 11.603]","(2.624, 3.275]"
"(11.603, 13.369]","(3.275, 3.926]"
"(13.369, 15.134]","(3.926, 4.576]"
"(13.369, 15.134]","(3.275, 3.926]"
"(13.369, 15.134]","(3.275, 3.926]"
"(13.369, 15.134]","(3.275, 3.926]"
"(15.134, 16.899]","(3.275, 3.926]"
"(13.369, 15.134]","(3.275, 3.926]"
"(9.838, 11.603]","(3.275, 3.926]"
"(13.369, 15.134]","(3.275, 3.926]"
"(15.134, 16.899]","(4.576, 5.227]"
"(11.603, 13.369]","(1.973, 2.624]"
"(15.134, 16.899]","(3.926, 4.576]"
"(9.838, 11.603]","(3.275, 3.926]"
"(9.838, 11.603]","(1.973, 2.624]"
"(9.838, 11.603]","(2.624, 3.275]"
"(4.543, 6.308]","(3.275, 3.926]"
"(8.073, 9.838]","(2.624, 3.275]"
"(6.308, 8.073]","(5.227, 5.878]"
"(8.073, 9.838]","(2.624, 3.275]"
"(6.308, 8.073]","(2.624, 3.275]"
"(6.308, 8.073]","(2.624, 3.275]"
"(4.543, 6.308]","(2.624, 3.275]"
"(9.838, 11.603]","(1.973, 2.624]"
"(4.543, 6.308]","(2.624, 3.275]"
"(6.308, 8.073]","(2.624, 3.275]"
"(8.073, 9.838]","(2.624, 3.275]"
"(8.073, 9.838]","(3.275, 3.926]"
"(11.603, 13.369]","(2.624, 3.275]"
"(11.603, 13.369]","(2.624, 3.275]"
