A,B
"(7.52, 8.661]","(2.521, 2.787]"
"(4.659, 6.155]","(1.666, 2.067]"
"(3.225, 4.659]","(0.0203, 1.036]"
"(4.659, 6.155]","(0.0203, 1.036]"
"(3.225, 4.659]","(1.036, 1.666]"
"(3.225, 4.659]","(0.0203, 1.036]"
"(3.225, 4.659]","(1.666, 2.067]"
"(-0.753, 3.225]","(1.666, 2.067]"
"(3.225, 4.659]","(4.852, 5.35]"
"(4.659, 6.155]","(0.0203, 1.036]"
"(6.155, 7.52]","(1.666, 2.067]"
"(4.659, 6.155]","(1.666, 2.067]"
"(-0.753, 3.225]","(1.036, 1.666]"
"(-0.753, 3.225]","(2.067, 2.293]"
"(-0.753, 3.225]","(1.036, 1.666]"
"(6.155, 7.52]","(1.666, 2.067]"
"(7.52, 8.661]","(2.787, 3.029]"
"(7.52, 8.661]","(2.067, 2.293]"
"(11.408, 12.506]","(2.787, 3.029]"
"(7.52, 8.661]","(2.293, 2.521]"
"(8.661, 9.947]","(2.293, 2.521]"
"(7.52, 8.661]","(2.293, 2.521]"
"(7.52, 8.661]","(2.293, 2.521]"
"(7.52, 8.661]","(2.293, 2.521]"
"(6.155, 7.52]","(2.293, 2.521]"
"(6.155, 7.52]","(2.293, 2.521]"
"(4.659, 6.155]","(2.067, 2.293]"
"(4.659, 6.155]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(3.225, 4.659]","(2.067, 2.293]"
"(4.659, 6.155]","(1.666, 2.067]"
"(8.661, 9.947]","(2.293, 2.521]"
"(4.659, 6.155]","(1.666, 2.067]"
"(4.659, 6.155]","(1.036, 1.666]"
"(4.659, 6.155]","(1.036, 1.666]"
"(6.155, 7.52]","(1.666, 2.067]"
"(-0.753, 3.225]","(1.036, 1.666]"
"(4.659, 6.155]","(1.036, 1.666]"
"(8.661, 9.947]","(2.067, 2.293]"
"(9.947, 11.408]","(2.521, 2.787]"
"(7.52, 8.661]","(2.293, 2.521]"
"(6.155, 7.52]","(1.666, 2.067]"
"(6.155, 7.52]","(0.0203, 1.036]"
"(6.155, 7.52]","(1.036, 1.666]"
"(3.225, 4.659]","(1.666, 2.067]"
"(4.659, 6.155]","(0.0203, 1.036]"
"(-0.753, 3.225]","(0.0203, 1.036]"
"(-0.753, 3.225]","(0.0203, 1.036]"
"(-0.753, 3.225]","(1.666, 2.067]"
"(-0.753, 3.225]","(1.666, 2.067]"
"(3.225, 4.659]","(2.787, 3.029]"
"(4.659, 6.155]","(3.029, 3.317]"
"(-0.753, 3.225]","(1.036, 1.666]"
"(-0.753, 3.225]","(2.293, 2.521]"
"(-0.753, 3.225]","(3.317, 3.772]"
"(4.659, 6.155]","(2.521, 2.787]"
"(3.225, 4.659]","(1.666, 2.067]"
"(3.225, 4.659]","(3.317, 3.772]"
"(3.225, 4.659]","(1.666, 2.067]"
"(4.659, 6.155]","(0.0203, 1.036]"
