A,B
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(3.665, 5.487]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(1.843, 3.665]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(-0.777, 4.19]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(-0.777, 4.19]","(3.665, 5.487]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(-0.777, 4.19]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(1.843, 3.665]"
"(14.075, 19.017]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(3.665, 5.487]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(5.487, 7.309]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(5.487, 7.309]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(5.487, 7.309]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(9.132, 14.075]","(1.843, 3.665]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(4.19, 9.132]","(0.0122, 1.843]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(4.19, 9.132]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(19.017, 23.959]","(7.309, 9.131]"
"(19.017, 23.959]","(5.487, 7.309]"
"(19.017, 23.959]","(3.665, 5.487]"
"(14.075, 19.017]","(5.487, 7.309]"
"(19.017, 23.959]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(5.487, 7.309]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(5.487, 7.309]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(5.487, 7.309]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(7.309, 9.131]"
"(19.017, 23.959]","(5.487, 7.309]"
"(14.075, 19.017]","(3.665, 5.487]"
"(19.017, 23.959]","(5.487, 7.309]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(5.487, 7.309]"
"(19.017, 23.959]","(5.487, 7.309]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(0.0122, 1.843]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(19.017, 23.959]","(5.487, 7.309]"
"(14.075, 19.017]","(1.843, 3.665]"
"(19.017, 23.959]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(1.843, 3.665]"
"(14.075, 19.017]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(7.309, 9.131]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(5.487, 7.309]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(0.0122, 1.843]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(5.487, 7.309]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(9.132, 14.075]","(1.843, 3.665]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(7.309, 9.131]"
"(19.017, 23.959]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(19.017, 23.959]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(0.0122, 1.843]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(1.843, 3.665]"
"(9.132, 14.075]","(3.665, 5.487]"
"(9.132, 14.075]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
"(14.075, 19.017]","(3.665, 5.487]"
