A,B,C,D,E
2,1,0,1,118
2,2,2,2,191
1,3,1,2,242
1,2,2,2,223
0,1,3,1,121
0,2,3,0,64
2,3,3,2,262
1,2,0,1,140
2,1,1,1,126
3,1,3,2,199
2,1,2,0,102
2,3,3,3,350
0,2,1,1,99
3,2,2,2,223
0,2,3,1,153
1,1,3,0,156
0,2,3,1,193
2,1,3,1,183
2,2,2,1,176
0,1,3,0,120
1,2,3,1,207
0,0,2,0,24
1,3,3,2,305
2,2,0,2,180
0,1,2,0,60
3,2,3,2,305
1,3,2,2,225
2,0,1,1,145
3,1,2,3,285
0,2,1,1,128
1,0,0,0,19
1,2,2,1,160
0,3,0,1,173
3,2,2,2,223
1,2,2,2,229
3,2,3,2,236
1,0,3,0,86
2,1,2,1,184
1,2,2,2,220
1,1,2,0,91
2,0,2,0,91
2,2,0,2,163
1,0,0,1,62
1,2,3,1,245
1,3,2,3,292
1,2,1,1,141
0,2,1,0,78
1,3,2,2,227
3,2,2,3,266
0,2,3,1,188
1,2,0,1,118
3,2,2,2,229
1,1,3,1,153
0,3,2,3,299
2,1,2,1,121
2,1,2,1,154
3,2,3,2,246
0,3,3,1,168
2,2,2,1,185
2,1,2,1,123
2,2,0,2,168
1,3,2,3,302
2,1,1,1,149
3,2,2,3,264
2,1,0,1,126
2,3,0,3,268
2,3,0,3,212
1,2,2,2,193
1,1,2,1,111
2,1,1,1,132
3,2,3,3,305
2,3,3,3,284
1,2,3,2,226
3,3,3,3,368
3,3,2,3,278
3,1,2,2,218
0,2,2,0,72
2,0,3,0,115
3,3,0,3,299
3,3,3,3,368
2,2,3,2,246
1,1,2,0,78
1,3,3,2,279
2,2,1,2,197
2,2,1,1,127
2,2,2,2,213
1,3,0,2,226
1,3,3,3,281
1,3,2,3,290
1,3,2,2,200
1,0,2,1,111
0,0,3,0,14
1,2,1,2,186
1,2,3,1,177
1,3,0,2,185
0,2,1,1,152
2,2,2,3,261
2,2,0,2,199
0,0,3,0,32
3,2,2,2,196
2,2,3,1,203
2,2,3,2,246
2,3,3,3,354
3,2,2,2,235
0,2,3,1,193
3,2,2,2,233
1,0,0,0,36
1,0,3,0,78
3,3,3,3,356
0,2,3,1,164
3,2,0,3,230
1,1,2,0,86
1,3,3,2,279
3,1,3,3,285
0,2,1,1,132
0,0,1,0,25
2,3,2,3,342
0,1,0,0,44
0,1,2,1,117
1,3,3,3,316
2,2,2,2,209
1,0,0,1,82
2,2,3,2,262
0,2,3,1,150
3,3,1,3,341
0,2,0,0,68
2,0,2,0,62
3,1,1,3,249
1,3,2,2,207
3,2,0,3,222
0,3,0,2,211
0,1,2,0,79
0,2,0,0,26
1,0,2,0,98
3,3,2,3,350
2,2,3,2,291
3,3,2,2,215
3,3,2,3,367
2,3,1,3,363
1,1,2,0,35
2,3,2,3,271
3,2,1,3,259
2,3,3,3,296
2,2,3,2,200
1,3,3,2,218
2,3,3,3,336
3,2,2,3,265
1,2,3,1,222
2,2,3,2,240
1,1,3,1,125
2,3,2,2,220
1,3,1,2,213
2,1,3,1,171
2,2,3,1,204
3,2,3,3,290
1,2,3,2,248
3,2,2,2,233
3,0,2,1,162
2,3,2,3,323
2,2,0,2,188
2,3,0,3,302
3,2,3,3,301
2,3,1,2,225
3,0,3,0,117
3,3,3,3,352
2,3,3,3,343
1,2,0,1,155
3,1,3,1,200
0,2,3,1,181
1,0,2,0,30
0,0,2,0,23
1,2,2,1,158
3,2,3,2,261
2,2,1,2,239
2,1,2,1,185
2,2,3,2,245
3,1,2,2,215
1,0,1,1,108
2,2,3,2,219
2,1,3,1,163
1,1,1,1,126
1,0,3,0,16
0,2,3,1,162
0,2,0,1,137
1,0,2,0,3
3,2,2,2,185
2,3,2,3,281
3,2,2,3,296
1,2,3,1,156
3,2,2,2,194
0,1,1,0,40
3,3,3,3,288
2,0,3,1,174
3,3,1,3,368
2,2,2,1,169
0,1,0,0,30
3,2,2,2,196
3,0,0,1,80
0,1,2,0,71
0,3,2,2,238
2,2,2,3,288
2,3,3,3,345
3,1,2,2,222
3,3,0,3,353
2,3,2,3,331
0,3,2,2,230
1,3,2,3,283
2,3,1,3,252
2,3,3,3,362
3,3,3,3,358
0,3,2,2,203
3,3,1,3,275
3,1,1,3,261
1,3,3,3,300
1,3,3,2,210
3,0,1,1,126
3,1,2,1,186
1,2,0,1,151
2,2,2,1,177
0,2,3,1,186
3,1,2,1,185
1,1,1,0,22
2,1,3,1,179
1,2,1,1,137
3,0,0,0,84
1,3,2,2,226
0,2,0,1,79
2,0,3,0,79
3,3,3,3,332
1,2,1,1,162
3,1,2,3,270
2,0,0,1,107
1,2,3,2,216
2,0,1,1,99
2,2,3,3,275
3,1,2,2,230
3,2,2,2,246
3,0,2,1,127
3,0,2,1,160
3,2,3,3,300
3,0,1,1,152
0,1,3,0,87
3,1,2,1,180
2,2,2,2,208
3,2,1,2,207
3,3,1,3,326
2,3,3,3,294
0,0,0,0,17
1,2,3,1,185
0,1,3,1,178
3,1,2,2,189
2,2,0,2,180
0,2,3,1,189
1,0,1,0,53
0,0,2,0,22
2,3,3,3,320
3,2,0,2,205
3,3,3,3,370
3,3,3,3,348
1,2,3,1,163
0,2,1,0,84
0,2,3,1,186
3,3,2,3,348
2,0,1,0,44
1,0,2,0,85
1,1,3,1,144
0,0,3,0,45
0,3,2,3,265
1,2,1,1,143
2,1,2,1,159
0,2,1,1,125
1,2,2,1,137
3,2,3,2,234
1,3,1,3,350
2,3,3,3,341
0,3,0,1,115
0,1,1,0,54
1,1,2,1,170
3,0,0,1,121
1,2,2,1,130
3,2,1,2,223
2,3,2,3,253
3,2,3,2,252
3,2,2,3,308
3,2,2,2,218
1,1,3,1,143
2,1,1,1,125
2,2,2,2,243
2,2,2,2,189
3,2,2,3,243
2,1,0,1,149
3,1,3,2,221
1,1,1,1,134
3,2,3,2,253
1,3,3,2,245
2,2,3,2,245
2,0,3,1,125
3,3,2,3,280
2,2,0,1,141
2,0,3,0,32
3,3,2,3,308
3,1,3,2,216
1,3,2,1,198
1,2,2,2,207
2,2,3,2,241
3,2,2,3,296
3,2,3,3,318
1,0,2,0,85
0,2,3,2,234
3,2,1,2,222
2,3,1,3,231
0,2,0,1,99
1,0,2,0,76
3,3,3,3,296
3,2,1,3,262
2,3,3,3,367
0,2,3,1,155
1,0,3,0,145
1,2,2,1,186
0,3,0,2,193
1,3,0,3,216
1,2,2,2,202
1,3,1,3,323
0,1,3,1,229
2,0,1,1,141
1,0,0,0,11
3,1,3,1,140
2,1,3,1,164
2,2,3,2,236
0,2,2,2,170
2,0,3,0,112
0,2,2,0,79
0,2,1,1,146
1,2,3,2,265
0,2,2,1,136
3,3,3,3,372
1,2,0,2,178
0,0,0,0,17
3,3,2,3,357
2,3,2,3,251
2,3,3,3,323
2,2,1,2,210
0,1,2,0,39
3,2,1,3,239
1,2,1,2,189
0,3,1,2,161
1,2,3,2,243
1,1,3,1,202
2,0,0,1,76
3,0,2,1,184
3,3,2,3,332
1,3,1,2,186
2,3,2,3,294
2,2,3,2,250
0,2,3,0,105
0,0,2,0,2
0,0,2,0,10
1,3,3,2,278
1,0,0,0,25
2,3,2,3,322
2,0,1,1,130
1,3,2,3,320
1,0,0,0,4
0,0,1,0,84
0,2,0,2,197
2,2,2,2,213
2,2,3,2,217
2,1,0,1,142
3,2,2,2,223
1,0,0,0,70
2,2,2,2,235
1,2,2,1,133
1,3,1,2,218
1,1,0,2,165
0,3,2,1,183
0,2,3,1,196
1,0,0,0,6
1,2,3,1,173
0,1,0,0,82
1,0,1,0,70
2,3,2,3,250
2,2,3,1,218
3,3,3,3,342
1,2,2,2,187
1,1,2,1,144
2,0,2,1,118
3,2,0,3,274
3,2,3,2,259
2,1,3,1,210
1,0,2,0,7
2,3,1,3,256
1,2,1,1,120
1,2,1,1,173
1,3,3,2,193
2,3,3,3,349
3,2,1,3,246
2,2,2,2,217
0,2,2,1,133
3,2,0,2,215
2,3,3,3,349
1,3,2,2,215
0,1,3,1,159
1,3,3,3,259
2,0,3,0,122
1,2,3,2,223
2,3,2,2,250
2,3,2,3,289
2,0,1,0,58
1,2,3,1,173
1,1,2,0,73
1,0,0,0,11
2,1,2,1,145
2,1,2,1,170
2,0,3,1,177
3,3,3,3,370
2,1,3,1,214
3,2,2,2,212
3,2,2,3,299
0,1,2,0,64
0,3,3,2,260
0,1,1,1,117
3,2,2,3,256
2,0,2,1,147
0,3,2,2,201
0,3,2,3,325
0,3,2,3,291
0,1,1,0,25
3,2,2,3,337
2,1,3,1,166
3,1,1,2,201
0,0,2,0,38
