A,B,C,D,E
"(19.896, 20.499]","(25.039, 25.918]","(11.495, 12.53]","(106.363, 110.342]","(357.999, 363.241]"
"(21.141, 21.669]","(18.569, 19.109]","(12.53, 13.072]","(98.653, 101.224]","(335.08, 344.957]"
"(18.023, 18.766]","(25.039, 25.918]","(7.963, 9.161]","(110.342, 113.207]","(363.241, 370.114]"
"(18.766, 19.167]","(23.011, 24.054]","(16.618, 17.375]","(101.224, 103.744]","(348.621, 357.999]"
"(13.258, 14.923]","(25.039, 25.918]","(6.133, 7.963]","(96.621, 98.653]","(309.388, 316.715]"
"(7.015, 11.965]","(27.549, 33.557]","(16.191, 16.618]","(106.363, 110.342]","(363.241, 370.114]"
"(21.141, 21.669]","(24.054, 25.039]","(16.618, 17.375]","(113.207, 115.16]","(390.796, 401.643]"
"(14.923, 15.755]","(17.929, 18.569]","(13.617, 14.273]","(78.757, 80.807]","(275.114, 285.719]"
"(21.669, 22.447]","(20.883, 21.405]","(6.133, 7.963]","(106.363, 110.342]","(344.957, 348.621]"
"(24.495, 25.511]","(21.405, 22.161]","(14.273, 14.916]","(115.16, 118.961]","(390.796, 401.643]"
"(19.896, 20.499]","(20.883, 21.405]","(10.583, 11.495]","(106.363, 110.342]","(357.999, 363.241]"
"(21.141, 21.669]","(24.054, 25.039]","(16.191, 16.618]","(128.96, 144.685]","(422.779, 443.83]"
"(11.965, 13.258]","(20.883, 21.405]","(9.161, 10.583]","(83.218, 85.919]","(275.114, 285.719]"
"(23.489, 24.495]","(24.054, 25.039]","(22.71, 26.976]","(128.96, 144.685]","(443.83, 487.393]"
"(7.015, 11.965]","(18.569, 19.109]","(15.526, 16.191]","(78.757, 80.807]","(275.114, 285.719]"
"(17.424, 18.023]","(23.011, 24.054]","(9.161, 10.583]","(110.342, 113.207]","(363.241, 370.114]"
"(14.923, 15.755]","(17.184, 17.929]","(11.495, 12.53]","(78.757, 80.807]","(275.114, 285.719]"
"(19.896, 20.499]","(20.326, 20.883]","(14.916, 15.526]","(98.653, 101.224]","(348.621, 357.999]"
"(19.167, 19.896]","(19.109, 19.646]","(13.617, 14.273]","(96.621, 98.653]","(344.957, 348.621]"
"(11.965, 13.258]","(23.011, 24.054]","(14.273, 14.916]","(91.328, 94.318]","(324.972, 335.08]"
"(15.755, 16.98]","(21.405, 22.161]","(13.072, 13.617]","(101.224, 103.744]","(344.957, 348.621]"
"(11.965, 13.258]","(19.646, 20.326]","(17.375, 17.92]","(78.757, 80.807]","(294.929, 303.443]"
"(15.755, 16.98]","(25.039, 25.918]","(11.495, 12.53]","(101.224, 103.744]","(344.957, 348.621]"
"(21.141, 21.669]","(23.011, 24.054]","(16.618, 17.375]","(106.363, 110.342]","(378.653, 390.796]"
"(11.965, 13.258]","(15.695, 16.579]","(17.375, 17.92]","(42.206, 69.962]","(242.495, 275.114]"
"(28.169, 35.51]","(18.569, 19.109]","(12.53, 13.072]","(110.342, 113.207]","(370.114, 378.653]"
"(17.424, 18.023]","(21.405, 22.161]","(15.526, 16.191]","(101.224, 103.744]","(348.621, 357.999]"
"(22.447, 23.489]","(27.549, 33.557]","(21.154, 22.71]","(123.677, 128.96]","(443.83, 487.393]"
"(28.169, 35.51]","(25.918, 27.549]","(18.638, 20.051]","(128.96, 144.685]","(443.83, 487.393]"
"(7.015, 11.965]","(17.929, 18.569]","(9.161, 10.583]","(85.919, 88.389]","(285.719, 294.929]"
"(17.424, 18.023]","(14.963, 15.695]","(14.273, 14.916]","(78.757, 80.807]","(285.719, 294.929]"
"(18.023, 18.766]","(25.918, 27.549]","(22.71, 26.976]","(113.207, 115.16]","(401.643, 422.779]"
"(14.923, 15.755]","(20.326, 20.883]","(17.92, 18.638]","(88.389, 91.328]","(335.08, 344.957]"
"(25.511, 26.378]","(14.051, 14.963]","(16.618, 17.375]","(88.389, 91.328]","(316.715, 324.972]"
"(18.766, 19.167]","(15.695, 16.579]","(10.583, 11.495]","(88.389, 91.328]","(303.443, 309.388]"
"(26.378, 28.169]","(24.054, 25.039]","(18.638, 20.051]","(128.96, 144.685]","(443.83, 487.393]"
"(16.98, 17.424]","(24.054, 25.039]","(6.133, 7.963]","(113.207, 115.16]","(363.241, 370.114]"
"(21.669, 22.447]","(19.109, 19.646]","(12.53, 13.072]","(101.224, 103.744]","(335.08, 344.957]"
"(17.424, 18.023]","(14.963, 15.695]","(10.583, 11.495]","(83.218, 85.919]","(275.114, 285.719]"
"(17.424, 18.023]","(16.579, 17.184]","(6.133, 7.963]","(85.919, 88.389]","(285.719, 294.929]"
"(20.499, 21.141]","(17.929, 18.569]","(12.53, 13.072]","(91.328, 94.318]","(309.388, 316.715]"
"(22.447, 23.489]","(12.17, 14.051]","(15.526, 16.191]","(85.919, 88.389]","(316.715, 324.972]"
"(14.923, 15.755]","(18.569, 19.109]","(18.638, 20.051]","(83.218, 85.919]","(309.388, 316.715]"
"(15.755, 16.98]","(14.963, 15.695]","(13.072, 13.617]","(85.919, 88.389]","(294.929, 303.443]"
"(15.755, 16.98]","(19.109, 19.646]","(10.583, 11.495]","(101.224, 103.744]","(344.957, 348.621]"
"(19.167, 19.896]","(14.051, 14.963]","(7.963, 9.161]","(83.218, 85.919]","(275.114, 285.719]"
"(11.965, 13.258]","(22.161, 23.011]","(20.051, 21.154]","(91.328, 94.318]","(344.957, 348.621]"
"(18.023, 18.766]","(17.929, 18.569]","(13.617, 14.273]","(91.328, 94.318]","(316.715, 324.972]"
"(25.511, 26.378]","(24.054, 25.039]","(13.617, 14.273]","(118.961, 123.677]","(401.643, 422.779]"
"(13.258, 14.923]","(21.405, 22.161]","(21.154, 22.71]","(85.919, 88.389]","(324.972, 335.08]"
"(18.023, 18.766]","(19.646, 20.326]","(9.161, 10.583]","(88.389, 91.328]","(303.443, 309.388]"
"(28.169, 35.51]","(14.963, 15.695]","(9.161, 10.583]","(98.653, 101.224]","(324.972, 335.08]"
"(16.98, 17.424]","(21.405, 22.161]","(18.638, 20.051]","(101.224, 103.744]","(363.241, 370.114]"
"(14.923, 15.755]","(12.17, 14.051]","(0.479, 6.133]","(69.962, 78.757]","(160.334, 242.495]"
"(21.141, 21.669]","(14.051, 14.963]","(16.191, 16.618]","(83.218, 85.919]","(294.929, 303.443]"
"(19.896, 20.499]","(18.569, 19.109]","(15.526, 16.191]","(94.318, 96.621]","(324.972, 335.08]"
"(23.489, 24.495]","(4.518, 12.17]","(10.583, 11.495]","(88.389, 91.328]","(303.443, 309.388]"
"(11.965, 13.258]","(27.549, 33.557]","(15.526, 16.191]","(123.677, 128.96]","(422.779, 443.83]"
"(19.896, 20.499]","(18.569, 19.109]","(21.154, 22.71]","(91.328, 94.318]","(335.08, 344.957]"
"(20.499, 21.141]","(4.518, 12.17]","(11.495, 12.53]","(42.206, 69.962]","(160.334, 242.495]"
"(19.167, 19.896]","(25.918, 27.549]","(22.71, 26.976]","(123.677, 128.96]","(443.83, 487.393]"
"(15.755, 16.98]","(22.161, 23.011]","(13.072, 13.617]","(101.224, 103.744]","(324.972, 335.08]"
"(20.499, 21.141]","(22.161, 23.011]","(0.479, 6.133]","(106.363, 110.342]","(335.08, 344.957]"
"(25.511, 26.378]","(21.405, 22.161]","(10.583, 11.495]","(110.342, 113.207]","(370.114, 378.653]"
"(19.896, 20.499]","(12.17, 14.051]","(21.154, 22.71]","(80.807, 83.218]","(309.388, 316.715]"
"(20.499, 21.141]","(23.011, 24.054]","(12.53, 13.072]","(103.744, 106.363]","(344.957, 348.621]"
"(21.669, 22.447]","(16.579, 17.184]","(22.71, 26.976]","(98.653, 101.224]","(370.114, 378.653]"
"(18.766, 19.167]","(14.051, 14.963]","(17.92, 18.638]","(69.962, 78.757]","(285.719, 294.929]"
"(15.755, 16.98]","(17.184, 17.929]","(13.617, 14.273]","(85.919, 88.389]","(309.388, 316.715]"
"(21.141, 21.669]","(17.929, 18.569]","(14.273, 14.916]","(94.318, 96.621]","(324.972, 335.08]"
"(26.378, 28.169]","(22.161, 23.011]","(11.495, 12.53]","(118.961, 123.677]","(390.796, 401.643]"
"(22.447, 23.489]","(27.549, 33.557]","(13.617, 14.273]","(123.677, 128.96]","(401.643, 422.779]"
"(18.766, 19.167]","(25.039, 25.918]","(12.53, 13.072]","(115.16, 118.961]","(378.653, 390.796]"
"(25.511, 26.378]","(15.695, 16.579]","(16.618, 17.375]","(94.318, 96.621]","(344.957, 348.621]"
"(24.495, 25.511]","(20.326, 20.883]","(20.051, 21.154]","(110.342, 113.207]","(390.796, 401.643]"
"(25.511, 26.378]","(22.161, 23.011]","(7.963, 9.161]","(115.16, 118.961]","(363.241, 370.114]"
"(7.015, 11.965]","(4.518, 12.17]","(17.92, 18.638]","(42.206, 69.962]","(160.334, 242.495]"
"(20.499, 21.141]","(4.518, 12.17]","(18.638, 20.051]","(42.206, 69.962]","(160.334, 242.495]"
"(28.169, 35.51]","(4.518, 12.17]","(20.051, 21.154]","(80.807, 83.218]","(294.929, 303.443]"
"(28.169, 35.51]","(18.569, 19.109]","(10.583, 11.495]","(115.16, 118.961]","(378.653, 390.796]"
"(19.167, 19.896]","(17.929, 18.569]","(6.133, 7.963]","(103.744, 106.363]","(335.08, 344.957]"
"(16.98, 17.424]","(19.646, 20.326]","(12.53, 13.072]","(88.389, 91.328]","(303.443, 309.388]"
"(15.755, 16.98]","(22.161, 23.011]","(17.92, 18.638]","(88.389, 91.328]","(324.972, 335.08]"
"(19.167, 19.896]","(15.695, 16.579]","(20.051, 21.154]","(78.757, 80.807]","(294.929, 303.443]"
"(19.167, 19.896]","(18.569, 19.109]","(16.191, 16.618]","(91.328, 94.318]","(324.972, 335.08]"
"(21.669, 22.447]","(12.17, 14.051]","(7.963, 9.161]","(80.807, 83.218]","(242.495, 275.114]"
"(18.766, 19.167]","(14.051, 14.963]","(10.583, 11.495]","(80.807, 83.218]","(285.719, 294.929]"
"(15.755, 16.98]","(19.646, 20.326]","(11.495, 12.53]","(91.328, 94.318]","(303.443, 309.388]"
"(18.766, 19.167]","(19.109, 19.646]","(14.916, 15.526]","(85.919, 88.389]","(309.388, 316.715]"
"(18.766, 19.167]","(22.161, 23.011]","(14.916, 15.526]","(103.744, 106.363]","(363.241, 370.114]"
"(17.424, 18.023]","(25.039, 25.918]","(14.916, 15.526]","(115.16, 118.961]","(390.796, 401.643]"
"(11.965, 13.258]","(18.569, 19.109]","(18.638, 20.051]","(80.807, 83.218]","(303.443, 309.388]"
"(18.766, 19.167]","(20.883, 21.405]","(18.638, 20.051]","(103.744, 106.363]","(370.114, 378.653]"
"(16.98, 17.424]","(15.695, 16.579]","(6.133, 7.963]","(83.218, 85.919]","(275.114, 285.719]"
