X,Y
0,"(1.886, 2.426]"
1,"(4.046, 4.586]"
1,"(7.287, 7.827]"
1,"(7.287, 7.827]"
1,"(3.506, 4.046]"
1,"(2.426, 2.966]"
1,"(1.886, 2.426]"
1,"(3.506, 4.046]"
1,"(3.506, 4.046]"
1,"(4.586, 5.127]"
0,"(5.127, 5.667]"
1,"(2.426, 2.966]"
0,"(5.127, 5.667]"
1,"(3.506, 4.046]"
1,"(2.966, 3.506]"
1,"(0.806, 1.346]"
0,"(5.127, 5.667]"
1,"(2.426, 2.966]"
1,"(2.966, 3.506]"
1,"(1.886, 2.426]"
1,"(5.127, 5.667]"
1,"(4.586, 5.127]"
1,"(-0.825, -0.274]"
1,"(5.667, 6.207]"
1,"(4.046, 4.586]"
1,"(4.586, 5.127]"
0,"(6.747, 7.287]"
1,"(5.127, 5.667]"
0,"(3.506, 4.046]"
1,"(6.747, 7.287]"
1,"(2.426, 2.966]"
1,"(2.966, 3.506]"
1,"(5.127, 5.667]"
1,"(0.266, 0.806]"
0,"(8.367, 8.907]"
1,"(2.426, 2.966]"
1,"(2.966, 3.506]"
1,"(8.367, 8.907]"
1,"(0.806, 1.346]"
1,"(0.266, 0.806]"
1,"(4.586, 5.127]"
1,"(1.886, 2.426]"
0,"(4.046, 4.586]"
1,"(3.506, 4.046]"
1,"(4.586, 5.127]"
0,"(5.127, 5.667]"
1,"(4.586, 5.127]"
1,"(0.806, 1.346]"
0,"(8.367, 8.907]"
1,"(0.266, 0.806]"
1,"(4.046, 4.586]"
1,"(7.287, 7.827]"
0,"(4.586, 5.127]"
1,"(5.667, 6.207]"
1,"(1.346, 1.886]"
1,"(0.806, 1.346]"
0,"(1.886, 2.426]"
1,"(2.426, 2.966]"
1,"(6.747, 7.287]"
1,"(4.586, 5.127]"
1,"(5.127, 5.667]"
1,"(9.447, 9.987]"
1,"(4.046, 4.586]"
1,"(2.966, 3.506]"
1,"(4.046, 4.586]"
1,"(5.667, 6.207]"
1,"(4.046, 4.586]"
1,"(4.586, 5.127]"
1,"(2.966, 3.506]"
1,"(3.506, 4.046]"
1,"(6.747, 7.287]"
0,"(4.586, 5.127]"
0,"(6.207, 6.747]"
1,"(3.506, 4.046]"
1,"(4.046, 4.586]"
1,"(1.886, 2.426]"
0,"(6.207, 6.747]"
1,"(3.506, 4.046]"
1,"(5.667, 6.207]"
1,"(2.966, 3.506]"
1,"(5.667, 6.207]"
1,"(6.747, 7.287]"
0,"(6.747, 7.287]"
1,"(4.046, 4.586]"
0,"(6.207, 6.747]"
1,"(5.667, 6.207]"
0,"(5.667, 6.207]"
1,"(6.207, 6.747]"
1,"(5.667, 6.207]"
0,"(6.207, 6.747]"
1,"(2.966, 3.506]"
1,"(6.207, 6.747]"
1,"(1.886, 2.426]"
1,"(2.426, 2.966]"
1,"(1.346, 1.886]"
0,"(4.586, 5.127]"
0,"(7.827, 8.367]"
1,"(4.586, 5.127]"
1,"(4.046, 4.586]"
1,"(4.586, 5.127]"
