A,B,C,D,E
"(20.006, 20.419]","(18.783, 19.166]","(15.827, 16.194]","(97.692, 99.111]","(335.9, 340.126]"
"(20.419, 20.832]","(14.575, 14.957]","(15.091, 15.459]","(84.919, 86.339]","(297.87, 302.095]"
"(19.179, 19.593]","(21.844, 22.227]","(16.194, 16.562]","(104.787, 106.207]","(365.479, 369.705]"
"(19.179, 19.593]","(16.105, 16.488]","(16.562, 16.929]","(86.339, 87.758]","(310.547, 314.772]"
"(17.113, 17.527]","(18.783, 19.166]","(16.194, 16.562]","(87.758, 89.177]","(310.547, 314.772]"
"(14.634, 15.047]","(19.166, 19.548]","(16.194, 16.562]","(86.339, 87.758]","(310.547, 314.772]"
"(20.419, 20.832]","(21.844, 22.227]","(15.827, 16.194]","(106.207, 107.626]","(365.479, 369.705]"
"(17.94, 18.353]","(19.931, 20.314]","(19.135, 19.503]","(97.692, 99.111]","(348.577, 352.802]"
"(20.419, 20.832]","(21.079, 21.461]","(13.253, 13.621]","(107.626, 109.045]","(361.254, 365.479]"
"(21.659, 22.072]","(19.548, 19.931]","(15.091, 15.459]","(103.368, 104.787]","(352.802, 357.028]"
"(19.593, 20.006]","(18.401, 18.783]","(15.459, 15.827]","(96.273, 97.692]","(335.9, 340.126]"
"(20.419, 20.832]","(22.227, 22.609]","(14.356, 14.724]","(106.207, 107.626]","(361.254, 365.479]"
"(16.7, 17.113]","(22.609, 22.992]","(15.091, 15.459]","(99.111, 100.53]","(348.577, 352.802]"
"(21.246, 21.659]","(19.931, 20.314]","(15.459, 15.827]","(99.111, 100.53]","(344.351, 348.577]"
"(16.287, 16.7]","(20.314, 20.696]","(14.356, 14.724]","(96.273, 97.692]","(331.674, 335.9]"
"(18.766, 19.179]","(19.931, 20.314]","(16.929, 17.297]","(99.111, 100.53]","(348.577, 352.802]"
"(17.94, 18.353]","(18.018, 18.401]","(13.621, 13.989]","(90.596, 92.015]","(318.998, 323.223]"
"(20.006, 20.419]","(21.079, 21.461]","(15.459, 15.827]","(101.949, 103.368]","(348.577, 352.802]"
"(19.593, 20.006]","(22.992, 23.374]","(15.827, 16.194]","(110.464, 111.883]","(378.156, 382.381]"
"(16.7, 17.113]","(18.401, 18.783]","(14.724, 15.091]","(87.758, 89.177]","(306.321, 310.547]"
"(18.766, 19.179]","(19.548, 19.931]","(13.989, 14.356]","(96.273, 97.692]","(331.674, 335.9]"
"(17.113, 17.527]","(20.314, 20.696]","(11.048, 11.415]","(92.015, 93.434]","(310.547, 314.772]"
