A,B,C,D,E
"(19.27, 21.785]","(6.08, 8.87]","(24.241, 26.768]","(66.759, 75.96]","(245.925, 277.491]"
"(21.785, 24.301]","(25.605, 28.394]","(11.606, 14.133]","(131.166, 140.367]","(435.319, 466.884]"
"(14.238, 16.754]","(14.448, 17.237]","(4.026, 6.553]","(57.558, 66.759]","(214.359, 245.925]"
"(16.754, 19.27]","(20.026, 22.816]","(9.08, 11.606]","(85.161, 94.362]","(277.491, 309.056]"
"(6.691, 9.207]","(17.237, 20.026]","(21.714, 24.241]","(57.558, 66.759]","(245.925, 277.491]"
"(-3.422, -0.856]","(25.605, 28.394]","(16.66, 19.187]","(66.759, 75.96]","(245.925, 277.491]"
"(21.785, 24.301]","(14.448, 17.237]","(-3.555, -1.028]","(94.362, 103.563]","(245.925, 277.491]"
"(11.722, 14.238]","(11.659, 14.448]","(24.241, 26.768]","(48.357, 57.558]","(214.359, 245.925]"
"(21.785, 24.301]","(17.237, 20.026]","(14.133, 16.66]","(94.362, 103.563]","(309.056, 340.622]"
"(26.817, 29.333]","(28.394, 31.183]","(36.876, 39.403]","(149.569, 158.77]","(561.581, 593.147]"
"(19.27, 21.785]","(17.237, 20.026]","(6.553, 9.08]","(75.96, 85.161]","(245.925, 277.491]"
"(21.785, 24.301]","(33.972, 36.761]","(24.241, 26.768]","(149.569, 158.77]","(530.016, 561.581]"
"(6.691, 9.207]","(25.605, 28.394]","(14.133, 16.66]","(85.161, 94.362]","(277.491, 309.056]"
"(26.817, 29.333]","(17.237, 20.026]","(4.026, 6.553]","(103.563, 112.764]","(340.622, 372.187]"
"(4.175, 6.691]","(17.237, 20.026]","(11.606, 14.133]","(66.759, 75.96]","(245.925, 277.491]"
"(14.238, 16.754]","(22.816, 25.605]","(9.08, 11.606]","(103.563, 112.764]","(340.622, 372.187]"
"(9.207, 11.722]","(28.394, 31.183]","(14.133, 16.66]","(85.161, 94.362]","(309.056, 340.622]"
"(19.27, 21.785]","(39.551, 42.34]","(-1.028, 1.499]","(158.77, 167.971]","(466.884, 498.45]"
"(16.754, 19.27]","(28.394, 31.183]","(24.241, 26.768]","(121.965, 131.166]","(435.319, 466.884]"
"(4.175, 6.691]","(25.605, 28.394]","(9.08, 11.606]","(103.563, 112.764]","(340.622, 372.187]"
"(14.238, 16.754]","(25.605, 28.394]","(21.714, 24.241]","(112.764, 121.965]","(403.753, 435.319]"
"(6.691, 9.207]","(28.394, 31.183]","(6.553, 9.08]","(112.764, 121.965]","(372.187, 403.753]"
"(14.238, 16.754]","(6.08, 8.87]","(31.822, 34.349]","(39.156, 48.357]","(214.359, 245.925]"
"(21.785, 24.301]","(28.394, 31.183]","(6.553, 9.08]","(131.166, 140.367]","(403.753, 435.319]"
"(4.175, 6.691]","(17.237, 20.026]","(14.133, 16.66]","(66.759, 75.96]","(245.925, 277.491]"
"(34.364, 36.88]","(28.394, 31.183]","(-1.028, 1.499]","(158.77, 167.971]","(466.884, 498.45]"
"(14.238, 16.754]","(31.183, 33.972]","(9.08, 11.606]","(140.367, 149.569]","(466.884, 498.45]"
"(24.301, 26.817]","(22.816, 25.605]","(14.133, 16.66]","(121.965, 131.166]","(403.753, 435.319]"
"(39.396, 41.911]","(8.87, 11.659]","(19.187, 21.714]","(103.563, 112.764]","(372.187, 403.753]"
"(4.175, 6.691]","(11.659, 14.448]","(21.714, 24.241]","(39.156, 48.357]","(182.794, 214.359]"
"(14.238, 16.754]","(6.08, 8.87]","(4.026, 6.553]","(57.558, 66.759]","(214.359, 245.925]"
"(16.754, 19.27]","(31.183, 33.972]","(14.133, 16.66]","(131.166, 140.367]","(435.319, 466.884]"
"(9.207, 11.722]","(20.026, 22.816]","(9.08, 11.606]","(75.96, 85.161]","(245.925, 277.491]"
"(29.333, 31.848]","(3.291, 6.08]","(19.187, 21.714]","(66.759, 75.96]","(245.925, 277.491]"
"(16.754, 19.27]","(14.448, 17.237]","(16.66, 19.187]","(66.759, 75.96]","(245.925, 277.491]"
"(29.333, 31.848]","(3.291, 6.08]","(11.606, 14.133]","(85.161, 94.362]","(277.491, 309.056]"
"(14.238, 16.754]","(20.026, 22.816]","(29.295, 31.822]","(94.362, 103.563]","(340.622, 372.187]"
"(21.785, 24.301]","(31.183, 33.972]","(21.714, 24.241]","(158.77, 167.971]","(530.016, 561.581]"
"(14.238, 16.754]","(45.129, 47.918]","(16.66, 19.187]","(186.373, 195.574]","(624.713, 656.278]"
"(14.238, 16.754]","(25.605, 28.394]","(9.08, 11.606]","(112.764, 121.965]","(372.187, 403.753]"
"(21.785, 24.301]","(11.659, 14.448]","(4.026, 6.553]","(75.96, 85.161]","(245.925, 277.491]"
"(24.301, 26.817]","(8.87, 11.659]","(19.187, 21.714]","(57.558, 66.759]","(214.359, 245.925]"
"(11.722, 14.238]","(8.87, 11.659]","(-1.028, 1.499]","(48.357, 57.558]","(151.228, 182.794]"
"(11.722, 14.238]","(28.394, 31.183]","(16.66, 19.187]","(94.362, 103.563]","(340.622, 372.187]"
"(11.722, 14.238]","(20.026, 22.816]","(29.295, 31.822]","(85.161, 94.362]","(340.622, 372.187]"
"(16.754, 19.27]","(14.448, 17.237]","(4.026, 6.553]","(85.161, 94.362]","(277.491, 309.056]"
"(6.691, 9.207]","(14.448, 17.237]","(24.241, 26.768]","(57.558, 66.759]","(214.359, 245.925]"
"(16.754, 19.27]","(11.659, 14.448]","(6.553, 9.08]","(75.96, 85.161]","(245.925, 277.491]"
"(29.333, 31.848]","(6.08, 8.87]","(14.133, 16.66]","(85.161, 94.362]","(309.056, 340.622]"
"(6.691, 9.207]","(17.237, 20.026]","(11.606, 14.133]","(66.759, 75.96]","(214.359, 245.925]"
"(16.754, 19.27]","(22.816, 25.605]","(4.026, 6.553]","(94.362, 103.563]","(309.056, 340.622]"
"(34.364, 36.88]","(8.87, 11.659]","(16.66, 19.187]","(85.161, 94.362]","(309.056, 340.622]"
"(14.238, 16.754]","(14.448, 17.237]","(4.026, 6.553]","(75.96, 85.161]","(245.925, 277.491]"
"(11.722, 14.238]","(25.605, 28.394]","(21.714, 24.241]","(121.965, 131.166]","(403.753, 435.319]"
"(21.785, 24.301]","(14.448, 17.237]","(11.606, 14.133]","(85.161, 94.362]","(309.056, 340.622]"
"(19.27, 21.785]","(22.816, 25.605]","(4.026, 6.553]","(112.764, 121.965]","(309.056, 340.622]"
"(26.817, 29.333]","(-2.287, 0.502]","(9.08, 11.606]","(39.156, 48.357]","(151.228, 182.794]"
"(4.175, 6.691]","(3.291, 6.08]","(14.133, 16.66]","(11.369, 20.754]","(88.097, 119.662]"
"(19.27, 21.785]","(14.448, 17.237]","(21.714, 24.241]","(85.161, 94.362]","(309.056, 340.622]"
"(19.27, 21.785]","(28.394, 31.183]","(6.553, 9.08]","(131.166, 140.367]","(435.319, 466.884]"
"(16.754, 19.27]","(17.237, 20.026]","(21.714, 24.241]","(94.362, 103.563]","(372.187, 403.753]"
"(11.722, 14.238]","(28.394, 31.183]","(1.499, 4.026]","(112.764, 121.965]","(340.622, 372.187]"
"(21.785, 24.301]","(25.605, 28.394]","(9.08, 11.606]","(112.764, 121.965]","(372.187, 403.753]"
"(29.333, 31.848]","(28.394, 31.183]","(-11.186, -8.609]","(140.367, 149.569]","(403.753, 435.319]"
"(19.27, 21.785]","(39.551, 42.34]","(24.241, 26.768]","(167.971, 177.172]","(593.147, 624.713]"
"(19.27, 21.785]","(25.605, 28.394]","(-3.555, -1.028]","(112.764, 121.965]","(340.622, 372.187]"
"(21.785, 24.301]","(14.448, 17.237]","(9.08, 11.606]","(103.563, 112.764]","(340.622, 372.187]"
"(16.754, 19.27]","(20.026, 22.816]","(9.08, 11.606]","(94.362, 103.563]","(309.056, 340.622]"
"(11.722, 14.238]","(22.816, 25.605]","(21.714, 24.241]","(94.362, 103.563]","(340.622, 372.187]"
"(21.785, 24.301]","(20.026, 22.816]","(14.133, 16.66]","(85.161, 94.362]","(309.056, 340.622]"
"(31.848, 34.364]","(28.394, 31.183]","(19.187, 21.714]","(149.569, 158.77]","(498.45, 530.016]"
"(24.301, 26.817]","(20.026, 22.816]","(11.606, 14.133]","(103.563, 112.764]","(340.622, 372.187]"
"(16.754, 19.27]","(25.605, 28.394]","(9.08, 11.606]","(112.764, 121.965]","(372.187, 403.753]"
"(29.333, 31.848]","(17.237, 20.026]","(24.241, 26.768]","(112.764, 121.965]","(435.319, 466.884]"
"(26.817, 29.333]","(25.605, 28.394]","(26.768, 29.295]","(112.764, 121.965]","(435.319, 466.884]"
"(29.333, 31.848]","(14.448, 17.237]","(14.133, 16.66]","(112.764, 121.965]","(372.187, 403.753]"
"(1.66, 4.175]","(20.026, 22.816]","(16.66, 19.187]","(66.759, 75.96]","(245.925, 277.491]"
"(21.785, 24.301]","(17.237, 20.026]","(14.133, 16.66]","(75.96, 85.161]","(277.491, 309.056]"
"(34.364, 36.88]","(25.605, 28.394]","(6.553, 9.08]","(149.569, 158.77]","(498.45, 530.016]"
"(34.364, 36.88]","(22.816, 25.605]","(19.187, 21.714]","(121.965, 131.166]","(435.319, 466.884]"
"(19.27, 21.785]","(17.237, 20.026]","(29.295, 31.822]","(94.362, 103.563]","(372.187, 403.753]"
"(14.238, 16.754]","(28.394, 31.183]","(9.08, 11.606]","(112.764, 121.965]","(372.187, 403.753]"
"(11.722, 14.238]","(25.605, 28.394]","(11.606, 14.133]","(103.563, 112.764]","(372.187, 403.753]"
"(19.27, 21.785]","(11.659, 14.448]","(16.66, 19.187]","(75.96, 85.161]","(277.491, 309.056]"
"(16.754, 19.27]","(17.237, 20.026]","(6.553, 9.08]","(94.362, 103.563]","(309.056, 340.622]"
"(21.785, 24.301]","(22.816, 25.605]","(26.768, 29.295]","(112.764, 121.965]","(403.753, 435.319]"
"(16.754, 19.27]","(36.761, 39.551]","(6.553, 9.08]","(149.569, 158.77]","(466.884, 498.45]"
"(11.722, 14.238]","(31.183, 33.972]","(16.66, 19.187]","(112.764, 121.965]","(372.187, 403.753]"
"(16.754, 19.27]","(14.448, 17.237]","(11.606, 14.133]","(85.161, 94.362]","(277.491, 309.056]"
"(16.754, 19.27]","(8.87, 11.659]","(14.133, 16.66]","(75.96, 85.161]","(277.491, 309.056]"
"(14.238, 16.754]","(31.183, 33.972]","(11.606, 14.133]","(140.367, 149.569]","(466.884, 498.45]"
"(6.691, 9.207]","(20.026, 22.816]","(26.768, 29.295]","(57.558, 66.759]","(277.491, 309.056]"
"(16.754, 19.27]","(8.87, 11.659]","(19.187, 21.714]","(75.96, 85.161]","(277.491, 309.056]"
"(14.238, 16.754]","(11.659, 14.448]","(26.768, 29.295]","(66.759, 75.96]","(277.491, 309.056]"
"(16.754, 19.27]","(28.394, 31.183]","(26.768, 29.295]","(94.362, 103.563]","(340.622, 372.187]"
"(9.207, 11.722]","(25.605, 28.394]","(1.499, 4.026]","(112.764, 121.965]","(340.622, 372.187]"
"(24.301, 26.817]","(17.237, 20.026]","(6.553, 9.08]","(103.563, 112.764]","(309.056, 340.622]"
"(21.785, 24.301]","(8.87, 11.659]","(16.66, 19.187]","(85.161, 94.362]","(309.056, 340.622]"
"(-3.422, -0.856]","(11.659, 14.448]","(24.241, 26.768]","(20.754, 29.955]","(151.228, 182.794]"
"(26.817, 29.333]","(14.448, 17.237]","(14.133, 16.66]","(112.764, 121.965]","(372.187, 403.753]"
"(19.27, 21.785]","(6.08, 8.87]","(26.768, 29.295]","(66.759, 75.96]","(277.491, 309.056]"
"(21.785, 24.301]","(17.237, 20.026]","(6.553, 9.08]","(94.362, 103.563]","(309.056, 340.622]"
"(24.301, 26.817]","(11.659, 14.448]","(9.08, 11.606]","(75.96, 85.161]","(277.491, 309.056]"
"(24.301, 26.817]","(17.237, 20.026]","(11.606, 14.133]","(94.362, 103.563]","(340.622, 372.187]"
"(9.207, 11.722]","(8.87, 11.659]","(16.66, 19.187]","(39.156, 48.357]","(182.794, 214.359]"
"(31.848, 34.364]","(22.816, 25.605]","(19.187, 21.714]","(158.77, 167.971]","(530.016, 561.581]"
"(11.722, 14.238]","(14.448, 17.237]","(9.08, 11.606]","(75.96, 85.161]","(245.925, 277.491]"
"(16.754, 19.27]","(25.605, 28.394]","(29.295, 31.822]","(112.764, 121.965]","(403.753, 435.319]"
"(26.817, 29.333]","(22.816, 25.605]","(14.133, 16.66]","(121.965, 131.166]","(403.753, 435.319]"
"(4.175, 6.691]","(17.237, 20.026]","(11.606, 14.133]","(75.96, 85.161]","(277.491, 309.056]"
"(31.848, 34.364]","(8.87, 11.659]","(11.606, 14.133]","(103.563, 112.764]","(340.622, 372.187]"
"(14.238, 16.754]","(20.026, 22.816]","(26.768, 29.295]","(103.563, 112.764]","(372.187, 403.753]"
"(14.238, 16.754]","(8.87, 11.659]","(16.66, 19.187]","(66.759, 75.96]","(277.491, 309.056]"
"(41.911, 44.427]","(8.87, 11.659]","(14.133, 16.66]","(121.965, 131.166]","(435.319, 466.884]"
"(4.175, 6.691]","(17.237, 20.026]","(4.026, 6.553]","(75.96, 85.161]","(245.925, 277.491]"
"(1.66, 4.175]","(3.291, 6.08]","(-6.082, -3.555]","(11.369, 20.754]","(24.334, 56.531]"
"(21.785, 24.301]","(42.34, 45.129]","(9.08, 11.606]","(167.971, 177.172]","(530.016, 561.581]"
"(9.207, 11.722]","(17.237, 20.026]","(9.08, 11.606]","(48.357, 57.558]","(182.794, 214.359]"
"(9.207, 11.722]","(0.502, 3.291]","(9.08, 11.606]","(11.369, 20.754]","(56.531, 88.097]"
"(16.754, 19.27]","(31.183, 33.972]","(9.08, 11.606]","(149.569, 158.77]","(466.884, 498.45]"
"(21.785, 24.301]","(22.816, 25.605]","(1.499, 4.026]","(94.362, 103.563]","(277.491, 309.056]"
"(16.754, 19.27]","(22.816, 25.605]","(16.66, 19.187]","(112.764, 121.965]","(372.187, 403.753]"
"(24.301, 26.817]","(20.026, 22.816]","(1.499, 4.026]","(94.362, 103.563]","(277.491, 309.056]"
"(6.691, 9.207]","(6.08, 8.87]","(16.66, 19.187]","(29.955, 39.156]","(119.662, 151.228]"
"(31.848, 34.364]","(25.605, 28.394]","(16.66, 19.187]","(131.166, 140.367]","(466.884, 498.45]"
"(1.66, 4.175]","(14.448, 17.237]","(11.606, 14.133]","(57.558, 66.759]","(214.359, 245.925]"
