treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
1.0,"(36.0, 39.167]","(9.917, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(20.167, 23.333]","(8.5, 9.917]",0.0,1.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(29.667, 32.833]","(11.333, 12.75]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(20195.597, 30293.395]"
1.0,"(26.5, 29.667]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(32.833, 36.0]","(7.083, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(20.167, 23.333]","(8.5, 9.917]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(20.167, 23.333]","(11.333, 12.75]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(29.667, 32.833]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(20.167, 23.333]","(15.583, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(32.833, 36.0]","(11.333, 12.75]",0.0,0.0,1.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(16.962, 20.167]","(8.5, 9.917]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(20.167, 23.333]","(12.75, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(16.962, 20.167]","(7.083, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(26.5, 29.667]","(9.917, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(16.962, 20.167]","(5.667, 7.083]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(16.962, 20.167]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(26.5, 29.667]","(12.75, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(20.167, 23.333]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(39.167, 42.333]","(11.333, 12.75]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(23.333, 26.5]","(11.333, 12.75]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(20.167, 23.333]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(39.167, 42.333]","(12.75, 14.167]",0.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(36.0, 39.167]","(8.5, 9.917]",0.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(23.333, 26.5]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(16.962, 20.167]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(26.5, 29.667]","(9.917, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(23.333, 26.5]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(26.5, 29.667]","(9.917, 11.333]",0.0,1.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(16.962, 20.167]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(23.333, 26.5]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(16.962, 20.167]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(45.5, 48.667]","(2.833, 4.25]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(23.333, 26.5]","(9.917, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(16.962, 20.167]","(11.333, 12.75]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(23.333, 26.5]","(11.333, 12.75]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(39.167, 42.333]","(12.75, 14.167]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(20195.597, 30293.395]"
1.0,"(23.333, 26.5]","(4.25, 5.667]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(20.167, 23.333]","(11.333, 12.75]",1.0,0.0,1.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(45.5, 48.667]","(7.083, 8.5]",1.0,0.0,1.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(23.333, 26.5]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(20.167, 23.333]","(11.333, 12.75]",1.0,0.0,0.0,0.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(16.962, 20.167]","(8.5, 9.917]",0.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(10097.798, 20195.597]"
1.0,"(16.962, 20.167]","(7.083, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(16.962, 20.167]","(7.083, 8.5]",0.0,1.0,1.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(16.962, 20.167]","(9.917, 11.333]",1.0,0.0,0.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
1.0,"(23.333, 26.5]","(9.917, 11.333]",1.0,0.0,1.0,1.0,"(-137.149, 11429.057]","(-156.653, 13054.436]","(-121.174, 10097.798]"
