treat,age,educ,black,hisp,married,nodegr,re74,re75,re78
1.0,"(36.0, 38.714]","(10.929, 12.143]",1.0,0.0,1.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(8655.256, 17310.511]"
1.0,"(19.714, 22.429]","(8.5, 9.714]",0.0,1.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(27.857, 30.571]","(10.929, 12.143]",1.0,0.0,0.0,0.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(17310.511, 25965.767]"
1.0,"(25.143, 27.857]","(10.929, 12.143]",1.0,0.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(30.571, 33.286]","(7.286, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(19.714, 22.429]","(8.5, 9.714]",1.0,0.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(22.429, 25.143]","(10.929, 12.143]",1.0,0.0,0.0,0.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(30.571, 33.286]","(10.929, 12.143]",1.0,0.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(19.714, 22.429]","(15.786, 17.0]",1.0,0.0,0.0,0.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(30.571, 33.286]","(10.929, 12.143]",0.0,0.0,1.0,0.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(8655.256, 17310.511]"
1.0,"(16.962, 19.714]","(8.5, 9.714]",1.0,0.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(19.714, 22.429]","(12.143, 13.357]",1.0,0.0,0.0,0.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(8655.256, 17310.511]"
1.0,"(16.962, 19.714]","(7.286, 8.5]",1.0,0.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
1.0,"(25.143, 27.857]","(9.714, 10.929]",1.0,0.0,1.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(17310.511, 25965.767]"
1.0,"(16.962, 19.714]","(6.071, 7.286]",1.0,0.0,0.0,1.0,"(-137.149, 9796.334]","(-156.653, 11189.516]","(-121.174, 8655.256]"
