A,B,C,D,E
"(19.647, 21.327]","(19.955, 21.707]","(20.13, 22.13]","(93.275, 99.867]","(347.172, 365.669]"
"(21.327, 22.82]","(16.53, 18.361]","(1.736, 5.366]","(86.772, 93.275]","(263.387, 285.621]"
"(15.024, 16.766]","(14.847, 16.53]","(5.366, 7.858]","(86.772, 93.275]","(263.387, 285.621]"
"(18.112, 19.647]","(23.31, 25.294]","(24.84, 28.452]","(113.407, 119.526]","(433.641, 456.859]"
"(6.684, 10.68]","(12.443, 14.847]","(7.858, 9.912]","(50.819, 64.306]","(191.267, 235.933]"
"(-7.8660000000000005, 6.684]","(10.357, 12.443]","(5.366, 7.858]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(21.327, 22.82]","(12.443, 14.847]","(16.623, 18.239]","(74.311, 80.224]","(263.387, 285.621]"
"(10.68, 13.193]","(-7.128, 6.044]","(9.912, 11.783]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(22.82, 24.836]","(21.707, 23.31]","(24.84, 28.452]","(126.969, 137.145]","(456.859, 491.857]"
"(26.948, 29.835]","(29.793, 33.03]","(14.941, 16.623]","(137.145, 148.811]","(491.857, 660.64]"
"(19.647, 21.327]","(12.443, 14.847]","(-12.620999999999999, 1.736]","(64.306, 74.311]","(191.267, 235.933]"
"(21.327, 22.82]","(19.955, 21.707]","(13.491, 14.941]","(99.867, 106.926]","(347.172, 365.669]"
"(6.684, 10.68]","(33.03, 51.947]","(7.858, 9.912]","(137.145, 148.811]","(433.641, 456.859]"
"(26.948, 29.835]","(21.707, 23.31]","(5.366, 7.858]","(119.526, 126.969]","(365.669, 387.31]"
"(-7.8660000000000005, 6.684]","(14.847, 16.53]","(28.452, 43.49]","(64.306, 74.311]","(285.621, 305.233]"
"(15.024, 16.766]","(18.361, 19.955]","(1.736, 5.366]","(86.772, 93.275]","(285.621, 305.233]"
"(10.68, 13.193]","(27.204, 29.793]","(11.783, 13.491]","(80.224, 86.772]","(305.233, 324.131]"
"(19.647, 21.327]","(29.793, 33.03]","(9.912, 11.783]","(119.526, 126.969]","(387.31, 407.577]"
"(18.112, 19.647]","(16.53, 18.361]","(7.858, 9.912]","(86.772, 93.275]","(285.621, 305.233]"
"(-7.8660000000000005, 6.684]","(10.357, 12.443]","(9.912, 11.783]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(13.193, 15.024]","(-7.128, 6.044]","(7.858, 9.912]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(6.684, 10.68]","(14.847, 16.53]","(11.783, 13.491]","(50.819, 64.306]","(191.267, 235.933]"
"(13.193, 15.024]","(10.357, 12.443]","(1.736, 5.366]","(74.311, 80.224]","(235.933, 263.387]"
"(22.82, 24.836]","(6.044, 10.357]","(22.13, 24.84]","(50.819, 64.306]","(191.267, 235.933]"
"(-7.8660000000000005, 6.684]","(25.294, 27.204]","(18.239, 20.13]","(93.275, 99.867]","(324.131, 347.172]"
"(32.898, 47.918]","(19.955, 21.707]","(-12.620999999999999, 1.736]","(126.969, 137.145]","(365.669, 387.31]"
"(15.024, 16.766]","(19.955, 21.707]","(14.941, 16.623]","(86.772, 93.275]","(305.233, 324.131]"
"(24.836, 26.948]","(14.847, 16.53]","(20.13, 22.13]","(106.926, 113.407]","(387.31, 407.577]"
"(32.898, 47.918]","(33.03, 51.947]","(24.84, 28.452]","(148.811, 199.155]","(491.857, 660.64]"
"(-7.8660000000000005, 6.684]","(27.204, 29.793]","(14.941, 16.623]","(80.224, 86.772]","(285.621, 305.233]"
"(15.024, 16.766]","(6.044, 10.357]","(18.239, 20.13]","(50.819, 64.306]","(191.267, 235.933]"
"(16.766, 18.112]","(27.204, 29.793]","(9.912, 11.783]","(113.407, 119.526]","(347.172, 365.669]"
"(10.68, 13.193]","(6.044, 10.357]","(24.84, 28.452]","(50.819, 64.306]","(191.267, 235.933]"
"(29.835, 32.898]","(16.53, 18.361]","(9.912, 11.783]","(106.926, 113.407]","(365.669, 387.31]"
"(18.112, 19.647]","(18.361, 19.955]","(-12.620999999999999, 1.736]","(86.772, 93.275]","(263.387, 285.621]"
"(29.835, 32.898]","(-7.128, 6.044]","(-12.620999999999999, 1.736]","(64.306, 74.311]","(191.267, 235.933]"
"(13.193, 15.024]","(6.044, 10.357]","(13.491, 14.941]","(64.306, 74.311]","(235.933, 263.387]"
"(22.82, 24.836]","(29.793, 33.03]","(18.239, 20.13]","(148.811, 199.155]","(491.857, 660.64]"
"(15.024, 16.766]","(23.31, 25.294]","(-12.620999999999999, 1.736]","(106.926, 113.407]","(305.233, 324.131]"
"(15.024, 16.766]","(29.793, 33.03]","(14.941, 16.623]","(126.969, 137.145]","(456.859, 491.857]"
"(21.327, 22.82]","(10.357, 12.443]","(14.941, 16.623]","(80.224, 86.772]","(285.621, 305.233]"
"(24.836, 26.948]","(6.044, 10.357]","(18.239, 20.13]","(80.224, 86.772]","(305.233, 324.131]"
"(10.68, 13.193]","(10.357, 12.443]","(14.941, 16.623]","(74.311, 80.224]","(285.621, 305.233]"
"(10.68, 13.193]","(33.03, 51.947]","(-12.620999999999999, 1.736]","(137.145, 148.811]","(407.577, 433.641]"
"(13.193, 15.024]","(25.294, 27.204]","(5.366, 7.858]","(106.926, 113.407]","(324.131, 347.172]"
"(18.112, 19.647]","(33.03, 51.947]","(1.736, 5.366]","(126.969, 137.145]","(387.31, 407.577]"
"(6.684, 10.68]","(10.357, 12.443]","(7.858, 9.912]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(16.766, 18.112]","(-7.128, 6.044]","(9.912, 11.783]","(50.819, 64.306]","(62.275000000000006, 191.267]"
"(29.835, 32.898]","(16.53, 18.361]","(-12.620999999999999, 1.736]","(113.407, 119.526]","(347.172, 365.669]"
"(6.684, 10.68]","(25.294, 27.204]","(5.366, 7.858]","(93.275, 99.867]","(324.131, 347.172]"
"(16.766, 18.112]","(-7.128, 6.044]","(-12.620999999999999, 1.736]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(32.898, 47.918]","(6.044, 10.357]","(14.941, 16.623]","(99.867, 106.926]","(347.172, 365.669]"
"(13.193, 15.024]","(-7.128, 6.044]","(9.912, 11.783]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(10.68, 13.193]","(29.793, 33.03]","(7.858, 9.912]","(119.526, 126.969]","(387.31, 407.577]"
"(21.327, 22.82]","(18.361, 19.955]","(-12.620999999999999, 1.736]","(99.867, 106.926]","(285.621, 305.233]"
"(19.647, 21.327]","(16.53, 18.361]","(-12.620999999999999, 1.736]","(93.275, 99.867]","(285.621, 305.233]"
"(26.948, 29.835]","(6.044, 10.357]","(22.13, 24.84]","(80.224, 86.772]","(305.233, 324.131]"
"(-7.8660000000000005, 6.684]","(23.31, 25.294]","(28.452, 43.49]","(80.224, 86.772]","(324.131, 347.172]"
"(19.647, 21.327]","(33.03, 51.947]","(14.941, 16.623]","(148.811, 199.155]","(491.857, 660.64]"
"(19.647, 21.327]","(12.443, 14.847]","(7.858, 9.912]","(80.224, 86.772]","(285.621, 305.233]"
"(18.112, 19.647]","(18.361, 19.955]","(14.941, 16.623]","(99.867, 106.926]","(347.172, 365.669]"
"(13.193, 15.024]","(27.204, 29.793]","(13.491, 14.941]","(106.926, 113.407]","(365.669, 387.31]"
"(21.327, 22.82]","(29.793, 33.03]","(9.912, 11.783]","(126.969, 137.145]","(433.641, 456.859]"
"(29.835, 32.898]","(23.31, 25.294]","(9.912, 11.783]","(126.969, 137.145]","(407.577, 433.641]"
"(19.647, 21.327]","(29.793, 33.03]","(22.13, 24.84]","(137.145, 148.811]","(456.859, 491.857]"
"(21.327, 22.82]","(25.294, 27.204]","(11.783, 13.491]","(106.926, 113.407]","(347.172, 365.669]"
"(22.82, 24.836]","(25.294, 27.204]","(18.239, 20.13]","(126.969, 137.145]","(433.641, 456.859]"
"(16.766, 18.112]","(12.443, 14.847]","(-12.620999999999999, 1.736]","(86.772, 93.275]","(263.387, 285.621]"
"(13.193, 15.024]","(33.03, 51.947]","(16.623, 18.239]","(137.145, 148.811]","(456.859, 491.857]"
"(22.82, 24.836]","(29.793, 33.03]","(24.84, 28.452]","(137.145, 148.811]","(491.857, 660.64]"
"(32.898, 47.918]","(18.361, 19.955]","(28.452, 43.49]","(126.969, 137.145]","(491.857, 660.64]"
"(24.836, 26.948]","(18.361, 19.955]","(5.366, 7.858]","(119.526, 126.969]","(387.31, 407.577]"
"(16.766, 18.112]","(-7.128, 6.044]","(13.491, 14.941]","(6.662, 50.819]","(62.275000000000006, 191.267]"
"(29.835, 32.898]","(29.793, 33.03]","(14.941, 16.623]","(148.811, 199.155]","(491.857, 660.64]"
"(26.948, 29.835]","(29.793, 33.03]","(5.366, 7.858]","(137.145, 148.811]","(433.641, 456.859]"
"(29.835, 32.898]","(6.044, 10.357]","(7.858, 9.912]","(64.306, 74.311]","(191.267, 235.933]"
"(-7.8660000000000005, 6.684]","(-7.128, 6.044]","(13.491, 14.941]","(6.662, 50.819]","(62.275000000000006, 191.267]"
