X,Y
0,"(26.435, 27.859]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(25.01, 26.435]"
0,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(16.464, 17.888]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
0,"(10.766, 12.19]"
1,"(26.435, 27.859]"
0,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(22.161, 23.586]"
1,"(26.435, 27.859]"
0,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(20.737, 22.161]"
0,"(22.161, 23.586]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(29.283, 30.708]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
0,"(20.737, 22.161]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(19.312, 20.737]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
0,"(22.161, 23.586]"
0,"(27.859, 29.283]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(15.039, 16.464]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
0,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(9.342, 10.766]"
1,"(25.01, 26.435]"
0,"(5.068, 6.493]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
0,"(9.342, 10.766]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(25.01, 26.435]"
0,"(7.917, 9.342]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(15.039, 16.464]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
0,"(15.039, 16.464]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
0,"(13.615, 15.039]"
0,"(19.312, 20.737]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(13.615, 15.039]"
1,"(25.01, 26.435]"
0,"(19.312, 20.737]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(32.132, 33.557]"
0,"(19.312, 20.737]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
0,"(15.039, 16.464]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(23.586, 25.01]"
1,"(22.161, 23.586]"
0,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(10.766, 12.19]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
0,"(10.766, 12.19]"
0,"(15.039, 16.464]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(15.039, 16.464]"
0,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(33.557, 34.981]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
0,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(29.283, 30.708]"
1,"(22.161, 23.586]"
0,"(16.464, 17.888]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
0,"(22.161, 23.586]"
0,"(27.859, 29.283]"
1,"(23.586, 25.01]"
0,"(12.19, 13.615]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(20.737, 22.161]"
1,"(25.01, 26.435]"
0,"(22.161, 23.586]"
0,"(10.766, 12.19]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(37.83, 39.254]"
0,"(16.464, 17.888]"
1,"(22.161, 23.586]"
0,"(13.615, 15.039]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(23.586, 25.01]"
0,"(15.039, 16.464]"
1,"(23.586, 25.01]"
0,"(16.464, 17.888]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(5.068, 6.493]"
1,"(23.586, 25.01]"
0,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(30.708, 32.132]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(2.177, 3.644]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(13.615, 15.039]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(3.644, 5.068]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(20.737, 22.161]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
0,"(15.039, 16.464]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
0,"(3.644, 5.068]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
0,"(22.161, 23.586]"
0,"(19.312, 20.737]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(22.161, 23.586]"
0,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
0,"(30.708, 32.132]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
0,"(16.464, 17.888]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(15.039, 16.464]"
0,"(33.557, 34.981]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(20.737, 22.161]"
1,"(22.161, 23.586]"
0,"(17.888, 19.312]"
0,"(3.644, 5.068]"
0,"(16.464, 17.888]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(2.177, 3.644]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(32.132, 33.557]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(26.435, 27.859]"
0,"(20.737, 22.161]"
1,"(23.586, 25.01]"
0,"(12.19, 13.615]"
1,"(23.586, 25.01]"
0,"(43.528, 44.952]"
1,"(25.01, 26.435]"
0,"(17.888, 19.312]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(32.132, 33.557]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
0,"(34.981, 36.405]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
0,"(10.766, 12.19]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
0,"(15.039, 16.464]"
1,"(25.01, 26.435]"
0,"(16.464, 17.888]"
1,"(23.586, 25.01]"
0,"(33.557, 34.981]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(27.859, 29.283]"
0,"(13.615, 15.039]"
0,"(7.917, 9.342]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(9.342, 10.766]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(26.435, 27.859]"
1,"(23.586, 25.01]"
0,"(20.737, 22.161]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
0,"(26.435, 27.859]"
1,"(22.161, 23.586]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
0,"(17.888, 19.312]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(17.888, 19.312]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(33.557, 34.981]"
1,"(26.435, 27.859]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
0,"(15.039, 16.464]"
0,"(19.312, 20.737]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
0,"(10.766, 12.19]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(25.01, 26.435]"
1,"(22.161, 23.586]"
1,"(25.01, 26.435]"
0,"(39.254, 40.679]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
0,"(15.039, 16.464]"
0,"(10.766, 12.19]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(26.435, 27.859]"
0,"(27.859, 29.283]"
0,"(15.039, 16.464]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(25.01, 26.435]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(23.586, 25.01]"
1,"(26.435, 27.859]"
1,"(25.01, 26.435]"
0,"(12.19, 13.615]"
1,"(23.586, 25.01]"
