X,Y
1,"(0.222, 1.073]"
1,"(4.431, 5.271]"
0,"(9.469, 10.308]"
0,"(9.469, 10.308]"
0,"(5.271, 6.11]"
0,"(4.431, 5.271]"
0,"(3.592, 4.431]"
0,"(5.271, 6.11]"
0,"(5.271, 6.11]"
1,"(4.431, 5.271]"
1,"(3.592, 4.431]"
1,"(1.913, 2.752]"
1,"(2.752, 3.592]"
0,"(5.271, 6.11]"
1,"(2.752, 3.592]"
0,"(2.752, 3.592]"
1,"(3.592, 4.431]"
1,"(2.752, 3.592]"
0,"(5.271, 6.11]"
0,"(3.592, 4.431]"
1,"(4.431, 5.271]"
0,"(6.11, 6.95]"
0,"(1.073, 1.913]"
0,"(7.789, 8.629]"
0,"(6.11, 6.95]"
0,"(6.11, 6.95]"
1,"(4.431, 5.271]"
0,"(6.95, 7.789]"
1,"(1.073, 1.913]"
0,"(8.629, 9.469]"
1,"(1.913, 2.752]"
0,"(5.271, 6.11]"
1,"(5.271, 6.11]"
0,"(1.913, 2.752]"
1,"(6.11, 6.95]"
0,"(4.431, 5.271]"
0,"(4.431, 5.271]"
1,"(8.629, 9.469]"
0,"(2.752, 3.592]"
0,"(1.913, 2.752]"
1,"(4.431, 5.271]"
0,"(3.592, 4.431]"
1,"(1.913, 2.752]"
0,"(5.271, 6.11]"
0,"(6.11, 6.95]"
1,"(2.752, 3.592]"
1,"(4.431, 5.271]"
0,"(2.752, 3.592]"
1,"(6.11, 6.95]"
0,"(1.913, 2.752]"
0,"(6.11, 6.95]"
0,"(9.469, 10.308]"
1,"(2.752, 3.592]"
1,"(5.271, 6.11]"
0,"(3.592, 4.431]"
0,"(2.752, 3.592]"
1,"(0.222, 1.073]"
1,"(2.752, 3.592]"
0,"(8.629, 9.469]"
0,"(6.11, 6.95]"
0,"(6.95, 7.789]"
0,"(11.148, 11.987]"
0,"(6.11, 6.95]"
1,"(2.752, 3.592]"
1,"(4.431, 5.271]"
0,"(7.789, 8.629]"
0,"(5.271, 6.11]"
0,"(6.11, 6.95]"
0,"(5.271, 6.11]"
0,"(5.271, 6.11]"
0,"(8.629, 9.469]"
1,"(2.752, 3.592]"
1,"(4.431, 5.271]"
0,"(5.271, 6.11]"
0,"(6.11, 6.95]"
1,"(1.913, 2.752]"
1,"(3.592, 4.431]"
1,"(3.592, 4.431]"
0,"(7.789, 8.629]"
0,"(5.271, 6.11]"
0,"(7.789, 8.629]"
0,"(8.629, 9.469]"
1,"(4.431, 5.271]"
1,"(3.592, 4.431]"
1,"(4.431, 5.271]"
1,"(5.271, 6.11]"
1,"(3.592, 4.431]"
1,"(6.11, 6.95]"
0,"(7.789, 8.629]"
1,"(3.592, 4.431]"
1,"(2.752, 3.592]"
0,"(7.789, 8.629]"
1,"(1.913, 2.752]"
1,"(2.752, 3.592]"
0,"(3.592, 4.431]"
1,"(2.752, 3.592]"
1,"(6.11, 6.95]"
0,"(6.95, 7.789]"
1,"(3.592, 4.431]"
1,"(4.431, 5.271]"
