A,B,C,D,E
"(19.876, 21.425]","(26.993, 36.268]","(19.712, 22.803]","(116.708, 124.738]","(422.0, 517.653]"
"(21.425, 23.195]","(22.128, 24.113]","(15.277, 16.671]","(116.708, 124.738]","(393.593, 422.0]"
"(17.005, 18.597]","(22.128, 24.113]","(22.803, 32.01]","(98.191, 102.489]","(355.097, 370.806]"
"(18.597, 19.876]","(20.783, 22.128]","(-1.242, 7.18]","(102.489, 108.171]","(303.581, 325.364]"
"(12.348, 14.988]","(1.4220000000000002, 12.084]","(15.277, 16.671]","(38.337, 72.338]","(143.357, 261.419]"
"(4.417999999999999, 12.348]","(24.113, 26.993]","(13.544, 15.277]","(72.338, 81.605]","(261.419, 287.232]"
"(21.425, 23.195]","(16.441, 17.645]","(15.277, 16.671]","(87.093, 91.913]","(325.364, 342.225]"
"(12.348, 14.988]","(12.084, 14.653]","(22.803, 32.01]","(38.337, 72.338]","(143.357, 261.419]"
"(21.425, 23.195]","(16.441, 17.645]","(15.277, 16.671]","(81.605, 87.093]","(287.232, 303.581]"
"(25.34, 27.434]","(17.645, 19.206]","(13.544, 15.277]","(102.489, 108.171]","(342.225, 355.097]"
"(19.876, 21.425]","(22.128, 24.113]","(7.18, 10.486]","(102.489, 108.171]","(325.364, 342.225]"
"(21.425, 23.195]","(26.993, 36.268]","(16.671, 18.145]","(124.738, 156.227]","(422.0, 517.653]"
"(4.417999999999999, 12.348]","(24.113, 26.993]","(18.145, 19.712]","(98.191, 102.489]","(355.097, 370.806]"
"(23.195, 25.34]","(14.653, 16.441]","(13.544, 15.277]","(98.191, 102.489]","(325.364, 342.225]"
"(4.417999999999999, 12.348]","(20.783, 22.128]","(12.313, 13.544]","(72.338, 81.605]","(261.419, 287.232]"
"(17.005, 18.597]","(22.128, 24.113]","(7.18, 10.486]","(91.913, 98.191]","(303.581, 325.364]"
"(12.348, 14.988]","(1.4220000000000002, 12.084]","(18.145, 19.712]","(38.337, 72.338]","(143.357, 261.419]"
"(19.876, 21.425]","(1.4220000000000002, 12.084]","(13.544, 15.277]","(38.337, 72.338]","(143.357, 261.419]"
"(18.597, 19.876]","(1.4220000000000002, 12.084]","(22.803, 32.01]","(38.337, 72.338]","(143.357, 261.419]"
"(4.417999999999999, 12.348]","(17.645, 19.206]","(22.803, 32.01]","(72.338, 81.605]","(303.581, 325.364]"
"(14.988, 17.005]","(17.645, 19.206]","(18.145, 19.712]","(81.605, 87.093]","(303.581, 325.364]"
"(4.417999999999999, 12.348]","(19.206, 20.783]","(13.544, 15.277]","(81.605, 87.093]","(287.232, 303.581]"
"(14.988, 17.005]","(22.128, 24.113]","(-1.242, 7.18]","(108.171, 116.708]","(355.097, 370.806]"
"(21.425, 23.195]","(14.653, 16.441]","(16.671, 18.145]","(91.913, 98.191]","(325.364, 342.225]"
"(4.417999999999999, 12.348]","(17.645, 19.206]","(-1.242, 7.18]","(72.338, 81.605]","(143.357, 261.419]"
"(27.434, 38.612]","(12.084, 14.653]","(13.544, 15.277]","(91.913, 98.191]","(342.225, 355.097]"
"(14.988, 17.005]","(12.084, 14.653]","(15.277, 16.671]","(81.605, 87.093]","(287.232, 303.581]"
"(23.195, 25.34]","(19.206, 20.783]","(10.486, 12.313]","(102.489, 108.171]","(355.097, 370.806]"
"(27.434, 38.612]","(19.206, 20.783]","(22.803, 32.01]","(124.738, 156.227]","(422.0, 517.653]"
"(4.417999999999999, 12.348]","(22.128, 24.113]","(13.544, 15.277]","(91.913, 98.191]","(342.225, 355.097]"
"(17.005, 18.597]","(24.113, 26.993]","(12.313, 13.544]","(116.708, 124.738]","(393.593, 422.0]"
"(17.005, 18.597]","(17.645, 19.206]","(7.18, 10.486]","(87.093, 91.913]","(287.232, 303.581]"
