A,B,C,D,E
"(20.023, 21.676]","(15.141, 16.891]","(2.086, 3.749]","(92.795, 99.167]","(266.013, 284.967]"
"(21.676, 23.329]","(20.392, 22.142]","(13.724, 15.386]","(105.54, 111.912]","(341.832, 360.786]"
"(16.718, 18.371]","(27.393, 29.143]","(8.736, 10.399]","(111.912, 118.285]","(379.741, 398.696]"
"(16.718, 18.371]","(22.142, 23.892]","(15.386, 17.049]","(105.54, 111.912]","(379.741, 398.696]"
"(8.454, 10.106]","(15.141, 16.891]","(18.711, 20.374]","(73.677, 80.049]","(266.013, 284.967]"
"(-1.464, 0.189]","(18.641, 20.392]","(18.711, 20.374]","(48.186, 54.559]","(209.148, 228.103]"
"(21.676, 23.329]","(27.393, 29.143]","(23.699, 25.361]","(118.285, 124.657]","(417.65, 436.605]"
"(11.759, 13.412]","(22.142, 23.892]","(-1.239, 0.424]","(92.795, 99.167]","(284.967, 303.922]"
"(21.676, 23.329]","(11.64, 13.39]","(10.399, 12.061]","(80.049, 86.422]","(266.013, 284.967]"
"(26.635, 28.288]","(11.64, 13.39]","(18.711, 20.374]","(99.167, 105.54]","(341.832, 360.786]"
"(18.371, 20.023]","(13.39, 15.141]","(13.724, 15.386]","(60.932, 67.304]","(247.058, 266.013]"
"(21.676, 23.329]","(27.393, 29.143]","(36.999, 38.662]","(131.03, 137.403]","(512.424, 531.379]"
"(6.801, 8.454]","(20.392, 22.142]","(7.074, 8.736]","(73.677, 80.049]","(247.058, 266.013]"
"(24.982, 26.635]","(16.891, 18.641]","(15.386, 17.049]","(105.54, 111.912]","(360.786, 379.741]"
"(5.148, 6.801]","(22.142, 23.892]","(25.361, 27.024]","(73.677, 80.049]","(303.922, 322.877]"
"(15.065, 16.718]","(11.64, 13.39]","(32.011, 33.674]","(67.304, 73.677]","(303.922, 322.877]"
"(11.759, 13.412]","(20.392, 22.142]","(20.374, 22.036]","(92.795, 99.167]","(341.832, 360.786]"
"(20.023, 21.676]","(15.141, 16.891]","(23.699, 25.361]","(80.049, 86.422]","(322.877, 341.832]"
"(18.371, 20.023]","(20.392, 22.142]","(15.386, 17.049]","(92.795, 99.167]","(322.877, 341.832]"
"(6.801, 8.454]","(15.141, 16.891]","(20.374, 22.036]","(67.304, 73.677]","(266.013, 284.967]"
"(15.065, 16.718]","(20.392, 22.142]","(27.024, 28.686]","(92.795, 99.167]","(360.786, 379.741]"
"(8.454, 10.106]","(9.89, 11.64]","(15.386, 17.049]","(41.814, 48.186]","(171.239, 190.194]"
"(13.412, 15.065]","(25.643, 27.393]","(38.662, 40.324]","(111.912, 118.285]","(455.56, 474.515]"
"(21.676, 23.329]","(20.392, 22.142]","(-9.601, -7.889]","(111.912, 118.285]","(322.877, 341.832]"
"(6.801, 8.454]","(15.141, 16.891]","(13.724, 15.386]","(54.559, 60.932]","(209.148, 228.103]"
"(33.246, 34.899]","(20.392, 22.142]","(36.999, 38.662]","(111.912, 118.285]","(455.56, 474.515]"
"(15.065, 16.718]","(29.143, 30.894]","(13.724, 15.386]","(111.912, 118.285]","(379.741, 398.696]"
"(24.982, 26.635]","(9.89, 11.64]","(8.736, 10.399]","(92.795, 99.167]","(284.967, 303.922]"
"(36.552, 38.205]","(13.39, 15.141]","(13.724, 15.386]","(124.657, 131.03]","(436.605, 455.56]"
"(5.148, 6.801]","(20.392, 22.142]","(10.399, 12.061]","(73.677, 80.049]","(266.013, 284.967]"
"(15.065, 16.718]","(6.389, 8.139]","(0.424, 2.086]","(48.186, 54.559]","(152.284, 171.239]"
"(16.718, 18.371]","(18.641, 20.392]","(12.061, 13.724]","(92.795, 99.167]","(303.922, 322.877]"
"(11.759, 13.412]","(25.643, 27.393]","(5.411, 7.074]","(99.167, 105.54]","(322.877, 341.832]"
"(28.288, 29.941]","(22.142, 23.892]","(10.399, 12.061]","(111.912, 118.285]","(379.741, 398.696]"
"(18.371, 20.023]","(22.142, 23.892]","(15.386, 17.049]","(111.912, 118.285]","(379.741, 398.696]"
"(29.941, 31.593]","(16.891, 18.641]","(22.036, 23.699]","(111.912, 118.285]","(379.741, 398.696]"
