A,B,C,D,E
"(19.948, 21.053]","(6.673, 9.481]","(14.229, 15.293]","(62.265, 69.294]","(228.068, 250.006]"
"(21.91, 22.846]","(25.371, 26.672]","(19.564, 20.601]","(119.745, 124.467]","(407.969, 421.439]"
"(16.022, 17.16]","(-4.5520000000000005, 6.673]","(12.294, 13.322]","(5.337, 51.845]","(53.568000000000005, 192.506]"
"(18.03, 18.961]","(28.08, 29.93]","(18.313, 19.564]","(119.745, 124.467]","(421.439, 436.075]"
"(9.582, 11.932]","(9.481, 11.496]","(20.601, 21.882]","(5.337, 51.845]","(192.506, 228.068]"
"(-4.7700000000000005, 6.603]","(33.098, 47.541]","(19.564, 20.601]","(99.582, 103.177]","(366.941, 377.615]"
"(21.91, 22.846]","(-4.5520000000000005, 6.673]","(2.815, 5.264]","(51.845, 62.265]","(53.568000000000005, 192.506]"
"(11.932, 13.27]","(11.496, 12.958]","(13.322, 14.229]","(69.294, 75.126]","(228.068, 250.006]"
"(22.846, 23.933]","(21.794, 22.879]","(11.155, 12.294]","(110.577, 115.613]","(366.941, 377.615]"
"(26.671, 28.607]","(22.879, 24.116]","(7.217, 8.692]","(124.467, 130.343]","(407.969, 421.439]"
"(18.961, 19.948]","(21.794, 22.879]","(15.293, 16.026]","(110.577, 115.613]","(366.941, 377.615]"
"(21.91, 22.846]","(14.431, 15.549]","(25.225, 28.326]","(79.677, 83.675]","(324.059, 333.873]"
"(6.603, 9.582]","(19.736, 20.771]","(-10.795, 2.815]","(69.294, 75.126]","(228.068, 250.006]"
"(25.37, 26.671]","(9.481, 11.496]","(8.692, 10.186]","(83.675, 87.954]","(281.045, 295.521]"
"(-4.7700000000000005, 6.603]","(19.736, 20.771]","(16.026, 17.198]","(69.294, 75.126]","(268.806, 281.045]"
"(16.022, 17.16]","(18.784, 19.736]","(8.692, 10.186]","(83.675, 87.954]","(281.045, 295.521]"
"(9.582, 11.932]","(28.08, 29.93]","(16.026, 17.198]","(115.613, 119.745]","(407.969, 421.439]"
"(19.948, 21.053]","(16.586, 17.843]","(14.229, 15.293]","(87.954, 92.071]","(324.059, 333.873]"
"(18.961, 19.948]","(26.672, 28.08]","(19.564, 20.601]","(130.343, 136.251]","(461.517, 494.185]"
"(6.603, 9.582]","(21.794, 22.879]","(2.815, 5.264]","(69.294, 75.126]","(228.068, 250.006]"
"(14.884, 16.022]","(-4.5520000000000005, 6.673]","(5.264, 7.217]","(5.337, 51.845]","(53.568000000000005, 192.506]"
"(6.603, 9.582]","(19.736, 20.771]","(-10.795, 2.815]","(62.265, 69.294]","(192.506, 228.068]"
"(14.884, 16.022]","(16.586, 17.843]","(23.3, 25.225]","(79.677, 83.675]","(309.706, 324.059]"
"(21.91, 22.846]","(9.481, 11.496]","(25.225, 28.326]","(62.265, 69.294]","(268.806, 281.045]"
"(6.603, 9.582]","(26.672, 28.08]","(7.217, 8.692]","(87.954, 92.071]","(295.521, 309.706]"
"(32.954, 48.397]","(18.784, 19.736]","(25.225, 28.326]","(119.745, 124.467]","(436.075, 461.517]"
"(14.884, 16.022]","(33.098, 47.541]","(-10.795, 2.815]","(124.467, 130.343]","(377.615, 393.244]"
"(25.37, 26.671]","(18.784, 19.736]","(-10.795, 2.815]","(115.613, 119.745]","(333.873, 345.863]"
"(32.954, 48.397]","(15.549, 16.586]","(20.601, 21.882]","(119.745, 124.467]","(421.439, 436.075]"
"(6.603, 9.582]","(6.673, 9.481]","(-10.795, 2.815]","(5.337, 51.845]","(53.568000000000005, 192.506]"
"(16.022, 17.16]","(22.879, 24.116]","(15.293, 16.026]","(95.879, 99.582]","(324.059, 333.873]"
"(17.16, 18.03]","(19.736, 20.771]","(21.882, 23.3]","(106.548, 110.577]","(393.244, 407.969]"
"(11.932, 13.27]","(14.431, 15.549]","(10.186, 11.155]","(75.126, 79.677]","(268.806, 281.045]"
"(28.607, 30.212]","(-4.5520000000000005, 6.673]","(21.882, 23.3]","(51.845, 62.265]","(228.068, 250.006]"
"(18.03, 18.961]","(25.371, 26.672]","(12.294, 13.322]","(106.548, 110.577]","(345.863, 356.594]"
"(30.212, 32.954]","(17.843, 18.784]","(13.322, 14.229]","(124.467, 130.343]","(393.244, 407.969]"
"(14.884, 16.022]","(20.771, 21.794]","(5.264, 7.217]","(103.177, 106.548]","(324.059, 333.873]"
"(21.91, 22.846]","(26.672, 28.08]","(12.294, 13.322]","(115.613, 119.745]","(377.615, 393.244]"
"(16.022, 17.16]","(33.098, 47.541]","(20.601, 21.882]","(136.251, 147.09]","(461.517, 494.185]"
"(16.022, 17.16]","(18.784, 19.736]","(14.229, 15.293]","(95.879, 99.582]","(333.873, 345.863]"
"(21.053, 21.91]","(22.879, 24.116]","(16.026, 17.198]","(106.548, 110.577]","(377.615, 393.244]"
"(23.933, 25.37]","(20.771, 21.794]","(7.217, 8.692]","(106.548, 110.577]","(345.863, 356.594]"
"(11.932, 13.27]","(19.736, 20.771]","(5.264, 7.217]","(87.954, 92.071]","(295.521, 309.706]"
"(11.932, 13.27]","(33.098, 47.541]","(28.326, 45.179]","(110.577, 115.613]","(421.439, 436.075]"
"(13.27, 14.884]","(26.672, 28.08]","(-10.795, 2.815]","(110.577, 115.613]","(324.059, 333.873]"
"(18.03, 18.961]","(15.549, 16.586]","(20.601, 21.882]","(75.126, 79.677]","(309.706, 324.059]"
"(6.603, 9.582]","(25.371, 26.672]","(21.882, 23.3]","(92.071, 95.879]","(333.873, 345.863]"
"(17.16, 18.03]","(6.673, 9.481]","(20.601, 21.882]","(5.337, 51.845]","(192.506, 228.068]"
"(28.607, 30.212]","(18.784, 19.736]","(23.3, 25.225]","(115.613, 119.745]","(421.439, 436.075]"
"(6.603, 9.582]","(26.672, 28.08]","(-10.795, 2.815]","(95.879, 99.582]","(281.045, 295.521]"
"(17.16, 18.03]","(29.93, 33.098]","(10.186, 11.155]","(124.467, 130.343]","(393.244, 407.969]"
"(32.954, 48.397]","(6.673, 9.481]","(-10.795, 2.815]","(92.071, 95.879]","(281.045, 295.521]"
"(14.884, 16.022]","(18.784, 19.736]","(17.198, 18.313]","(75.126, 79.677]","(281.045, 295.521]"
"(11.932, 13.27]","(11.496, 12.958]","(5.264, 7.217]","(79.677, 83.675]","(250.006, 268.806]"
"(21.91, 22.846]","(-4.5520000000000005, 6.673]","(7.217, 8.692]","(5.337, 51.845]","(53.568000000000005, 192.506]"
"(19.948, 21.053]","(15.549, 16.586]","(7.217, 8.692]","(75.126, 79.677]","(228.068, 250.006]"
"(26.671, 28.607]","(16.586, 17.843]","(18.313, 19.564]","(103.177, 106.548]","(377.615, 393.244]"
"(6.603, 9.582]","(6.673, 9.481]","(18.313, 19.564]","(5.337, 51.845]","(53.568000000000005, 192.506]"
"(19.948, 21.053]","(33.098, 47.541]","(18.313, 19.564]","(147.09, 195.841]","(494.185, 627.266]"
"(19.948, 21.053]","(15.549, 16.586]","(13.322, 14.229]","(87.954, 92.071]","(295.521, 309.706]"
"(18.961, 19.948]","(16.586, 17.843]","(10.186, 11.155]","(83.675, 87.954]","(268.806, 281.045]"
"(13.27, 14.884]","(20.771, 21.794]","(15.293, 16.026]","(95.879, 99.582]","(333.873, 345.863]"
