A,B,C,D,E
"(20.042, 21.814]","(7.604, 9.34]","(13.461, 15.327]","(62.489, 68.839]","(225.678, 244.801]"
"(21.814, 23.586]","(24.968, 26.704]","(19.058, 20.924]","(119.64, 125.99]","(397.787, 416.911]"
"(16.497, 18.27]","(2.394, 4.131]","(11.595, 13.461]","(43.438, 49.788]","(187.432, 206.555]"
"(18.27, 20.042]","(28.441, 30.177]","(17.192, 19.058]","(119.64, 125.99]","(416.911, 436.034]"
"(9.408, 11.181]","(9.34, 11.077]","(20.924, 22.79]","(43.438, 49.788]","(206.555, 225.678]"
"(-1.225, 0.547]","(33.65, 35.386]","(19.058, 20.924]","(94.239, 100.589]","(359.541, 378.664]"
"(21.814, 23.586]","(0.658, 2.394]","(4.132, 5.998]","(49.788, 56.139]","(168.308, 187.432]"
"(12.953, 14.725]","(11.077, 12.813]","(13.461, 15.327]","(68.839, 75.189]","(225.678, 244.801]"
"(21.814, 23.586]","(21.495, 23.231]","(11.595, 13.461]","(106.939, 113.29]","(359.541, 378.664]"
"(27.131, 28.903]","(23.231, 24.968]","(7.863, 9.729]","(125.99, 132.34]","(397.787, 416.911]"
"(18.27, 20.042]","(21.495, 23.231]","(15.327, 17.192]","(106.939, 113.29]","(359.541, 378.664]"
"(21.814, 23.586]","(14.549, 16.286]","(24.655, 26.521]","(81.539, 87.889]","(321.294, 340.418]"
"(7.636, 9.408]","(19.759, 21.495]","(0.4, 2.266]","(68.839, 75.189]","(225.678, 244.801]"
"(25.358, 27.131]","(11.077, 12.813]","(7.863, 9.729]","(81.539, 87.889]","(263.925, 283.048]"
"(5.864, 7.636]","(19.759, 21.495]","(15.327, 17.192]","(68.839, 75.189]","(263.925, 283.048]"
"(14.725, 16.497]","(18.022, 19.759]","(9.729, 11.595]","(81.539, 87.889]","(283.048, 302.171]"
"(11.181, 12.953]","(28.441, 30.177]","(15.327, 17.192]","(113.29, 119.64]","(397.787, 416.911]"
"(20.042, 21.814]","(16.286, 18.022]","(13.461, 15.327]","(87.889, 94.239]","(321.294, 340.418]"
"(18.27, 20.042]","(26.704, 28.441]","(19.058, 20.924]","(132.34, 138.69]","(474.28, 493.404]"
"(5.864, 7.636]","(21.495, 23.231]","(4.132, 5.998]","(68.839, 75.189]","(225.678, 244.801]"
"(14.725, 16.497]","(0.658, 2.394]","(4.132, 5.998]","(18.038, 24.388]","(72.692, 91.815]"
"(7.636, 9.408]","(18.022, 19.759]","(0.4, 2.266]","(62.489, 68.839]","(206.555, 225.678]"
"(14.725, 16.497]","(16.286, 18.022]","(22.79, 24.655]","(81.539, 87.889]","(321.294, 340.418]"
"(21.814, 23.586]","(9.34, 11.077]","(24.655, 26.521]","(62.489, 68.839]","(263.925, 283.048]"
"(7.636, 9.408]","(26.704, 28.441]","(7.863, 9.729]","(87.889, 94.239]","(302.171, 321.294]"
"(32.447, 34.22]","(18.022, 19.759]","(26.521, 28.387]","(119.64, 125.99]","(436.034, 455.157]"
"(14.725, 16.497]","(33.65, 35.386]","(-1.465, 0.4]","(125.99, 132.34]","(378.664, 397.787]"
"(25.358, 27.131]","(18.022, 19.759]","(0.4, 2.266]","(113.29, 119.64]","(340.418, 359.541]"
"(37.764, 39.536]","(14.549, 16.286]","(20.924, 22.79]","(119.64, 125.99]","(416.911, 436.034]"
"(5.864, 7.636]","(9.34, 11.077]","(-5.197, -3.331]","(43.438, 49.788]","(110.938, 130.062]"
"(14.725, 16.497]","(23.231, 24.968]","(15.327, 17.192]","(94.239, 100.589]","(321.294, 340.418]"
"(16.497, 18.27]","(19.759, 21.495]","(20.924, 22.79]","(106.939, 113.29]","(397.787, 416.911]"
"(11.181, 12.953]","(14.549, 16.286]","(9.729, 11.595]","(75.189, 81.539]","(263.925, 283.048]"
"(27.131, 28.903]","(-1.078, 0.658]","(20.924, 22.79]","(56.139, 62.489]","(225.678, 244.801]"
