A,B,C,D,E
"(18.624, 20.751]","(7.951, 10.035]","(13.834, 16.073]","(66.299, 73.919]","(237.152, 260.1]"
"(20.751, 22.877]","(24.62, 26.704]","(18.312, 20.551]","(119.64, 127.26]","(397.787, 420.735]"
"(16.497, 18.624]","(1.7, 3.784]","(11.595, 13.834]","(43.438, 51.058]","(168.308, 191.256]"
"(16.497, 18.624]","(28.788, 30.871]","(18.312, 20.551]","(119.64, 127.26]","(420.735, 443.683]"
"(7.991, 10.117]","(7.951, 10.035]","(20.551, 22.79]","(43.438, 51.058]","(191.256, 214.204]"
"(-2.643, -0.516]","(32.955, 35.039]","(18.312, 20.551]","(96.779, 104.399]","(351.892, 374.839]"
"(20.751, 22.877]","(1.7, 3.784]","(2.639, 4.878]","(51.058, 58.679]","(168.308, 191.256]"
"(12.244, 14.371]","(12.118, 14.202]","(11.595, 13.834]","(66.299, 73.919]","(237.152, 260.1]"
"(22.877, 25.004]","(20.453, 22.537]","(11.595, 13.834]","(104.399, 112.02]","(351.892, 374.839]"
"(27.131, 29.257]","(22.537, 24.62]","(7.117, 9.356]","(127.26, 134.88]","(397.787, 420.735]"
"(18.624, 20.751]","(20.453, 22.537]","(13.834, 16.073]","(104.399, 112.02]","(351.892, 374.839]"
"(20.751, 22.877]","(14.202, 16.286]","(25.029, 27.267]","(81.539, 89.159]","(305.996, 328.944]"
"(7.991, 10.117]","(18.369, 20.453]","(0.4, 2.639]","(66.299, 73.919]","(214.204, 237.152]"
"(25.004, 27.131]","(10.035, 12.118]","(7.117, 9.356]","(81.539, 89.159]","(260.1, 283.048]"
"(5.864, 7.991]","(18.369, 20.453]","(16.073, 18.312]","(73.919, 81.539]","(260.1, 283.048]"
"(14.371, 16.497]","(18.369, 20.453]","(9.356, 11.595]","(81.539, 89.159]","(283.048, 305.996]"
"(10.117, 12.244]","(28.788, 30.871]","(16.073, 18.312]","(112.02, 119.64]","(397.787, 420.735]"
"(18.624, 20.751]","(16.286, 18.369]","(13.834, 16.073]","(89.159, 96.779]","(305.996, 328.944]"
"(18.624, 20.751]","(26.704, 28.788]","(20.551, 22.79]","(134.88, 142.5]","(466.631, 489.579]"
