A,B,C,D,E
"(20.003, 20.446]","(19.907, 20.362]","(14.257, 14.722]","(101.047, 102.735]","(347.643, 352.994]"
"(20.003, 20.446]","(19.907, 20.362]","(15.652, 16.117]","(99.359, 101.047]","(347.643, 352.994]"
"(19.56, 20.003]","(19.452, 19.907]","(15.652, 16.117]","(99.359, 101.047]","(342.292, 347.643]"
"(19.56, 20.003]","(20.362, 20.818]","(16.117, 16.582]","(101.047, 102.735]","(352.994, 358.345]"
"(18.675, 19.117]","(18.996, 19.452]","(13.792, 14.257]","(95.984, 97.672]","(326.239, 331.59]"
"(17.347, 17.789]","(18.085, 18.541]","(15.652, 16.117]","(89.21, 90.921]","(310.112, 315.537]"
"(20.003, 20.446]","(19.452, 19.907]","(15.652, 16.117]","(99.359, 101.047]","(347.643, 352.994]"
"(19.117, 19.56]","(18.996, 19.452]","(14.257, 14.722]","(95.984, 97.672]","(331.59, 336.941]"
"(20.003, 20.446]","(18.541, 18.996]","(16.582, 17.047]","(95.984, 97.672]","(336.941, 342.292]"
"(20.888, 21.331]","(20.362, 20.818]","(16.117, 16.582]","(102.735, 104.422]","(358.345, 363.695]"
"(19.56, 20.003]","(19.907, 20.362]","(15.187, 15.652]","(99.359, 101.047]","(347.643, 352.994]"
"(20.003, 20.446]","(20.362, 20.818]","(12.396, 12.861]","(102.735, 104.422]","(347.643, 352.994]"
"(18.232, 18.675]","(20.362, 20.818]","(13.792, 14.257]","(97.672, 99.359]","(331.59, 336.941]"
"(20.446, 20.888]","(20.362, 20.818]","(15.652, 16.117]","(102.735, 104.422]","(358.345, 363.695]"
"(18.232, 18.675]","(20.362, 20.818]","(15.652, 16.117]","(99.359, 101.047]","(342.292, 347.643]"
"(19.117, 19.56]","(20.362, 20.818]","(16.582, 17.047]","(99.359, 101.047]","(347.643, 352.994]"
"(18.675, 19.117]","(21.728, 22.184]","(14.257, 14.722]","(102.735, 104.422]","(347.643, 352.994]"
"(20.003, 20.446]","(18.996, 19.452]","(16.117, 16.582]","(97.672, 99.359]","(342.292, 347.643]"
"(19.56, 20.003]","(19.907, 20.362]","(12.861, 13.326]","(101.047, 102.735]","(342.292, 347.643]"
"(18.232, 18.675]","(19.907, 20.362]","(14.257, 14.722]","(95.984, 97.672]","(331.59, 336.941]"
"(19.117, 19.56]","(19.452, 19.907]","(14.722, 15.187]","(97.672, 99.359]","(336.941, 342.292]"
"(18.232, 18.675]","(19.907, 20.362]","(14.257, 14.722]","(97.672, 99.359]","(336.941, 342.292]"
"(19.117, 19.56]","(19.907, 20.362]","(13.326, 13.792]","(97.672, 99.359]","(331.59, 336.941]"
"(20.003, 20.446]","(19.452, 19.907]","(15.652, 16.117]","(99.359, 101.047]","(342.292, 347.643]"
"(18.232, 18.675]","(20.818, 21.273]","(14.257, 14.722]","(99.359, 101.047]","(342.292, 347.643]"
"(21.331, 21.774]","(19.452, 19.907]","(13.792, 14.257]","(101.047, 102.735]","(347.643, 352.994]"
"(19.117, 19.56]","(19.907, 20.362]","(14.257, 14.722]","(97.672, 99.359]","(336.941, 342.292]"
"(20.446, 20.888]","(20.362, 20.818]","(13.792, 14.257]","(102.735, 104.422]","(347.643, 352.994]"
"(22.217, 22.659]","(19.452, 19.907]","(15.652, 16.117]","(102.735, 104.422]","(358.345, 363.695]"
"(18.232, 18.675]","(19.452, 19.907]","(13.326, 13.792]","(94.296, 95.984]","(320.888, 326.239]"
"(19.117, 19.56]","(18.085, 18.541]","(16.117, 16.582]","(92.609, 94.296]","(326.239, 331.59]"
"(19.56, 20.003]","(17.63, 18.085]","(15.652, 16.117]","(92.609, 94.296]","(326.239, 331.59]"
"(18.675, 19.117]","(19.452, 19.907]","(15.652, 16.117]","(95.984, 97.672]","(336.941, 342.292]"
"(20.888, 21.331]","(18.996, 19.452]","(14.257, 14.722]","(99.359, 101.047]","(342.292, 347.643]"
"(19.56, 20.003]","(18.541, 18.996]","(16.117, 16.582]","(94.296, 95.984]","(331.59, 336.941]"
"(20.888, 21.331]","(19.907, 20.362]","(13.792, 14.257]","(101.047, 102.735]","(347.643, 352.994]"
"(19.117, 19.56]","(20.818, 21.273]","(15.187, 15.652]","(99.359, 101.047]","(342.292, 347.643]"
"(20.003, 20.446]","(19.452, 19.907]","(14.257, 14.722]","(99.359, 101.047]","(342.292, 347.643]"
"(19.117, 19.56]","(18.085, 18.541]","(15.187, 15.652]","(92.609, 94.296]","(320.888, 326.239]"
"(19.56, 20.003]","(18.996, 19.452]","(15.187, 15.652]","(95.984, 97.672]","(331.59, 336.941]"
"(20.003, 20.446]","(21.728, 22.184]","(15.187, 15.652]","(107.798, 109.485]","(369.046, 374.397]"
"(20.446, 20.888]","(18.541, 18.996]","(14.257, 14.722]","(97.672, 99.359]","(331.59, 336.941]"
"(19.117, 19.56]","(19.907, 20.362]","(14.257, 14.722]","(95.984, 97.672]","(331.59, 336.941]"
"(19.117, 19.56]","(18.996, 19.452]","(14.257, 14.722]","(95.984, 97.672]","(326.239, 331.59]"
