A,B,C,D,E
"(20.026, 24.675]","(17.487, 22.41]","(20.111, 24.786]","(86.868, 102.909]","(361.458, 411.322]"
"(20.026, 24.675]","(17.487, 22.41]","(1.407, 6.083]","(86.868, 102.909]","(261.731, 311.594]"
"(15.378, 20.026]","(12.564, 17.487]","(6.083, 10.759]","(86.868, 102.909]","(261.731, 311.594]"
"(15.378, 20.026]","(22.41, 27.333]","(24.786, 29.462]","(102.909, 118.95]","(411.322, 461.185]"
"(6.08, 10.729]","(12.564, 17.487]","(6.083, 10.759]","(54.786, 70.827]","(162.003, 211.867]"
"(-7.921, -3.217]","(7.641, 12.564]","(6.083, 10.759]","(22.704, 38.745]","(61.677, 112.139]"
"(20.026, 24.675]","(12.564, 17.487]","(15.435, 20.111]","(70.827, 86.868]","(261.731, 311.594]"
"(10.729, 15.378]","(-2.205, 2.718]","(10.759, 15.435]","(22.704, 38.745]","(61.677, 112.139]"
"(20.026, 24.675]","(17.487, 22.41]","(24.786, 29.462]","(118.95, 134.991]","(411.322, 461.185]"
"(24.675, 29.324]","(27.333, 32.256]","(10.759, 15.435]","(134.991, 151.032]","(461.185, 511.049]"
"(15.378, 20.026]","(12.564, 17.487]","(-3.268, 1.407]","(54.786, 70.827]","(162.003, 211.867]"
"(20.026, 24.675]","(17.487, 22.41]","(10.759, 15.435]","(102.909, 118.95]","(361.458, 411.322]"
"(6.08, 10.729]","(37.178, 42.101]","(6.083, 10.759]","(134.991, 151.032]","(411.322, 461.185]"
"(24.675, 29.324]","(17.487, 22.41]","(6.083, 10.759]","(118.95, 134.991]","(361.458, 411.322]"
"(1.432, 6.08]","(12.564, 17.487]","(29.462, 34.138]","(54.786, 70.827]","(261.731, 311.594]"
"(15.378, 20.026]","(17.487, 22.41]","(1.407, 6.083]","(86.868, 102.909]","(261.731, 311.594]"
"(10.729, 15.378]","(27.333, 32.256]","(10.759, 15.435]","(70.827, 86.868]","(261.731, 311.594]"
"(20.026, 24.675]","(27.333, 32.256]","(10.759, 15.435]","(118.95, 134.991]","(361.458, 411.322]"
"(15.378, 20.026]","(12.564, 17.487]","(6.083, 10.759]","(86.868, 102.909]","(261.731, 311.594]"
"(1.432, 6.08]","(7.641, 12.564]","(10.759, 15.435]","(38.745, 54.786]","(112.139, 162.003]"
"(10.729, 15.378]","(-7.187, -2.205]","(6.083, 10.759]","(6.47, 22.704]","(61.677, 112.139]"
"(6.08, 10.729]","(12.564, 17.487]","(10.759, 15.435]","(38.745, 54.786]","(162.003, 211.867]"
"(10.729, 15.378]","(7.641, 12.564]","(1.407, 6.083]","(70.827, 86.868]","(211.867, 261.731]"
"(20.026, 24.675]","(2.718, 7.641]","(20.111, 24.786]","(54.786, 70.827]","(211.867, 261.731]"
"(6.08, 10.729]","(22.41, 27.333]","(15.435, 20.111]","(86.868, 102.909]","(311.594, 361.458]"
"(33.972, 38.621]","(17.487, 22.41]","(-3.268, 1.407]","(134.991, 151.032]","(361.458, 411.322]"
"(15.378, 20.026]","(17.487, 22.41]","(15.435, 20.111]","(86.868, 102.909]","(311.594, 361.458]"
"(24.675, 29.324]","(12.564, 17.487]","(20.111, 24.786]","(102.909, 118.95]","(361.458, 411.322]"
"(38.621, 43.27]","(32.256, 37.178]","(24.786, 29.462]","(183.114, 199.155]","(610.776, 660.64]"
"(1.432, 6.08]","(22.41, 27.333]","(15.435, 20.111]","(70.827, 86.868]","(261.731, 311.594]"
"(15.378, 20.026]","(7.641, 12.564]","(20.111, 24.786]","(54.786, 70.827]","(211.867, 261.731]"
"(15.378, 20.026]","(27.333, 32.256]","(6.083, 10.759]","(102.909, 118.95]","(361.458, 411.322]"
"(10.729, 15.378]","(7.641, 12.564]","(24.786, 29.462]","(38.745, 54.786]","(211.867, 261.731]"
"(29.324, 33.972]","(12.564, 17.487]","(6.083, 10.759]","(102.909, 118.95]","(361.458, 411.322]"
"(15.378, 20.026]","(17.487, 22.41]","(-3.268, 1.407]","(86.868, 102.909]","(261.731, 311.594]"
"(29.324, 33.972]","(2.718, 7.641]","(-3.268, 1.407]","(70.827, 86.868]","(211.867, 261.731]"
"(10.729, 15.378]","(7.641, 12.564]","(10.759, 15.435]","(70.827, 86.868]","(211.867, 261.731]"
