A,B,C,D,E
"(19.516, 20.508]","(20.15, 21.154]","(15.34, 16.373]","(97.241, 101.489]","(332.914, 346.0]"
"(20.508, 21.499]","(20.15, 21.154]","(15.34, 16.373]","(97.241, 101.489]","(346.0, 359.087]"
"(17.532, 18.524]","(14.13, 15.133]","(12.241, 13.274]","(80.249, 84.497]","(280.569, 293.656]"
"(18.524, 19.516]","(22.157, 23.161]","(11.208, 12.241]","(109.985, 114.233]","(372.173, 385.259]"
"(14.557, 15.549]","(13.126, 14.13]","(11.208, 12.241]","(67.505, 71.753]","(241.311, 254.397]"
"(9.599, 10.59]","(19.147, 20.15]","(14.307, 15.34]","(71.753, 76.001]","(254.397, 267.483]"
"(20.508, 21.499]","(22.157, 23.161]","(8.109, 9.142]","(114.233, 118.481]","(359.087, 372.173]"
"(15.549, 16.541]","(10.116, 11.119]","(18.44, 19.473]","(59.009, 63.257]","(241.311, 254.397]"
"(21.499, 22.491]","(20.15, 21.154]","(13.274, 14.307]","(105.737, 109.985]","(359.087, 372.173]"
"(23.483, 24.474]","(21.154, 22.157]","(6.043, 7.076]","(109.985, 114.233]","(346.0, 359.087]"
"(19.516, 20.508]","(21.154, 22.157]","(17.407, 18.44]","(101.489, 105.737]","(359.087, 372.173]"
"(20.508, 21.499]","(16.137, 17.14]","(14.307, 15.34]","(88.745, 92.993]","(306.742, 319.828]"
"(13.566, 14.557]","(14.13, 15.133]","(13.274, 14.307]","(76.001, 80.249]","(280.569, 293.656]"
"(22.491, 23.483]","(21.154, 22.157]","(8.109, 9.142]","(101.489, 105.737]","(332.914, 346.0]"
"(12.574, 13.566]","(22.157, 23.161]","(16.373, 17.407]","(88.745, 92.993]","(319.828, 332.914]"
"(17.532, 18.524]","(26.171, 27.175]","(9.142, 10.175]","(109.985, 114.233]","(359.087, 372.173]"
"(15.549, 16.541]","(14.13, 15.133]","(16.373, 17.407]","(67.505, 71.753]","(254.397, 267.483]"
"(19.516, 20.508]","(18.144, 19.147]","(13.274, 14.307]","(97.241, 101.489]","(332.914, 346.0]"
"(18.524, 19.516]","(19.147, 20.15]","(13.274, 14.307]","(92.993, 97.241]","(319.828, 332.914]"
"(13.566, 14.557]","(17.14, 18.144]","(8.109, 9.142]","(80.249, 84.497]","(267.483, 280.569]"
"(17.532, 18.524]","(24.164, 25.168]","(10.175, 11.208]","(109.985, 114.233]","(372.173, 385.259]"
"(13.566, 14.557]","(21.154, 22.157]","(16.373, 17.407]","(88.745, 92.993]","(306.742, 319.828]"
"(16.541, 17.532]","(13.126, 14.13]","(10.175, 11.208]","(67.505, 71.753]","(241.311, 254.397]"
"(20.508, 21.499]","(20.15, 21.154]","(12.241, 13.274]","(109.985, 114.233]","(372.173, 385.259]"
"(13.566, 14.557]","(18.144, 19.147]","(11.208, 12.241]","(80.249, 84.497]","(267.483, 280.569]"
"(26.458, 27.45]","(14.13, 15.133]","(15.34, 16.373]","(92.993, 97.241]","(319.828, 332.914]"
"(17.532, 18.524]","(14.13, 15.133]","(16.373, 17.407]","(80.249, 84.497]","(293.656, 306.742]"
"(22.491, 23.483]","(18.144, 19.147]","(18.44, 19.473]","(97.241, 101.489]","(346.0, 359.087]"
"(28.441, 29.433]","(18.144, 19.147]","(19.473, 20.506]","(118.481, 122.729]","(411.431, 424.517]"
"(12.574, 13.566]","(14.13, 15.133]","(8.109, 9.142]","(67.505, 71.753]","(228.225, 241.311]"
"(17.532, 18.524]","(21.154, 22.157]","(16.373, 17.407]","(92.993, 97.241]","(319.828, 332.914]"
"(18.524, 19.516]","(21.154, 22.157]","(13.274, 14.307]","(101.489, 105.737]","(346.0, 359.087]"
"(15.549, 16.541]","(25.168, 26.171]","(11.208, 12.241]","(105.737, 109.985]","(359.087, 372.173]"
"(23.483, 24.474]","(31.188, 32.192]","(15.34, 16.373]","(135.473, 139.721]","(463.776, 476.862]"
"(18.524, 19.516]","(17.14, 18.144]","(16.373, 17.407]","(97.241, 101.489]","(332.914, 346.0]"
"(24.474, 25.466]","(30.185, 31.188]","(7.076, 8.109]","(135.473, 139.721]","(437.604, 450.69]"
"(17.532, 18.524]","(20.15, 21.154]","(5.01, 6.043]","(92.993, 97.241]","(293.656, 306.742]"
"(20.508, 21.499]","(24.164, 25.168]","(20.506, 21.539]","(114.233, 118.481]","(411.431, 424.517]"
"(17.532, 18.524]","(17.14, 18.144]","(14.307, 15.34]","(84.497, 88.745]","(306.742, 319.828]"
"(17.532, 18.524]","(19.147, 20.15]","(17.407, 18.44]","(92.993, 97.241]","(332.914, 346.0]"
"(20.508, 21.499]","(20.15, 21.154]","(17.407, 18.44]","(101.489, 105.737]","(346.0, 359.087]"
"(21.499, 22.491]","(17.14, 18.144]","(14.307, 15.34]","(92.993, 97.241]","(319.828, 332.914]"
"(16.541, 17.532]","(22.157, 23.161]","(14.307, 15.34]","(92.993, 97.241]","(332.914, 346.0]"
