X,Y
1,"(0.222, 1.409]"
1,"(3.76, 4.935]"
0,"(8.461, 9.637]"
0,"(8.461, 9.637]"
0,"(4.935, 6.11]"
0,"(3.76, 4.935]"
0,"(3.76, 4.935]"
0,"(4.935, 6.11]"
0,"(4.935, 6.11]"
1,"(3.76, 4.935]"
1,"(2.584, 3.76]"
1,"(2.584, 3.76]"
1,"(2.584, 3.76]"
0,"(4.935, 6.11]"
1,"(2.584, 3.76]"
0,"(2.584, 3.76]"
1,"(2.584, 3.76]"
1,"(2.584, 3.76]"
0,"(4.935, 6.11]"
0,"(3.76, 4.935]"
1,"(4.935, 6.11]"
0,"(6.11, 7.286]"
0,"(0.222, 1.409]"
0,"(7.286, 8.461]"
0,"(6.11, 7.286]"
0,"(6.11, 7.286]"
1,"(4.935, 6.11]"
0,"(7.286, 8.461]"
1,"(1.409, 2.584]"
0,"(8.461, 9.637]"
1,"(2.584, 3.76]"
0,"(4.935, 6.11]"
1,"(4.935, 6.11]"
0,"(2.584, 3.76]"
1,"(6.11, 7.286]"
0,"(3.76, 4.935]"
0,"(4.935, 6.11]"
1,"(8.461, 9.637]"
0,"(2.584, 3.76]"
0,"(1.409, 2.584]"
1,"(3.76, 4.935]"
0,"(3.76, 4.935]"
1,"(1.409, 2.584]"
0,"(4.935, 6.11]"
0,"(6.11, 7.286]"
1,"(2.584, 3.76]"
1,"(4.935, 6.11]"
0,"(2.584, 3.76]"
1,"(6.11, 7.286]"
0,"(1.409, 2.584]"
0,"(6.11, 7.286]"
0,"(8.461, 9.637]"
1,"(2.584, 3.76]"
1,"(4.935, 6.11]"
0,"(3.76, 4.935]"
0,"(2.584, 3.76]"
1,"(0.222, 1.409]"
1,"(2.584, 3.76]"
0,"(8.461, 9.637]"
0,"(6.11, 7.286]"
0,"(7.286, 8.461]"
0,"(10.812, 11.987]"
0,"(6.11, 7.286]"
1,"(2.584, 3.76]"
1,"(3.76, 4.935]"
0,"(7.286, 8.461]"
0,"(4.935, 6.11]"
0,"(6.11, 7.286]"
0,"(4.935, 6.11]"
0,"(4.935, 6.11]"
0,"(8.461, 9.637]"
1,"(2.584, 3.76]"
1,"(3.76, 4.935]"
0,"(4.935, 6.11]"
0,"(6.11, 7.286]"
1,"(1.409, 2.584]"
1,"(3.76, 4.935]"
1,"(3.76, 4.935]"
0,"(7.286, 8.461]"
0,"(4.935, 6.11]"
0,"(7.286, 8.461]"
0,"(8.461, 9.637]"
1,"(3.76, 4.935]"
1,"(3.76, 4.935]"
1,"(3.76, 4.935]"
1,"(4.935, 6.11]"
1,"(3.76, 4.935]"
1,"(6.11, 7.286]"
0,"(7.286, 8.461]"
1,"(3.76, 4.935]"
1,"(2.584, 3.76]"
0,"(8.461, 9.637]"
1,"(1.409, 2.584]"
1,"(2.584, 3.76]"
0,"(2.584, 3.76]"
1,"(2.584, 3.76]"
1,"(6.11, 7.286]"
0,"(6.11, 7.286]"
1,"(3.76, 4.935]"
1,"(4.935, 6.11]"
