A,B,C,D,E
1,5,1,2,136
1,5,2,2,145
1,6,0,2,129
1,4,3,2,157
0,6,3,1,105
0,6,2,0,37
1,5,3,1,92
0,6,1,1,75
2,7,3,3,230
2,7,1,3,206
1,4,3,1,101
1,5,2,1,116
0,7,3,2,200
2,6,1,3,183
0,6,3,1,117
1,4,2,1,73
0,7,2,3,192
1,3,2,0,53
1,5,2,1,74
0,4,2,0,46
0,3,1,0,32
0,5,2,1,54
0,6,1,1,91
2,7,0,2,124
0,5,2,1,50
3,4,2,2,173
1,3,2,0,53
2,7,0,4,199
3,5,2,3,194
0,5,2,0,48
1,7,3,2,193
1,4,1,1,70
0,4,1,0,35
3,7,0,4,205
1,0,0,0,3
3,6,3,3,223
1,6,1,1,84
2,4,0,1,39
1,6,3,2,148
1,7,1,2,125
1,5,0,2,111
2,7,0,4,201
0,5,3,1,130
0,1,1,0,2
0,4,2,0,50
1,7,2,3,221
0,5,3,1,64
1,7,2,4,224
3,6,3,3,211
0,5,0,1,39
1,5,3,1,119
3,4,3,2,190
1,5,3,1,115
0,5,1,1,66
1,6,1,2,160
1,7,2,3,213
2,4,0,1,71
0,7,0,1,42
1,7,0,2,132
1,7,1,3,174
1,4,3,1,99
0,3,0,0,18
1,5,3,1,143
3,7,2,4,232
1,7,0,3,133
1,6,3,2,147
2,4,1,0,34
1,4,0,1,56
0,4,3,1,84
2,5,0,2,88
3,5,1,2,105
2,5,2,2,173
1,7,3,2,182
3,7,3,4,233
2,3,1,1,80
3,4,2,2,157
0,2,1,0,6
1,5,0,2,114
3,4,2,2,139
3,5,1,2,171
1,1,1,0,22
1,6,2,2,143
0,6,1,1,96
1,7,0,3,177
1,3,1,0,12
2,4,0,1,43
1,5,2,2,122
0,5,3,1,119
1,6,1,1,85
1,4,1,1,81
1,4,3,0,54
0,6,2,0,59
1,3,1,0,19
1,5,1,1,86
1,5,2,1,71
0,6,3,2,166
2,5,1,2,139
2,6,0,2,129
0,0,0,0,0
2,7,1,3,196
1,5,0,2,98
2,7,0,3,160
2,6,2,2,171
2,7,2,4,209
0,3,1,0,19
3,6,1,4,217
0,5,3,2,194
1,6,2,1,120
2,7,0,5,221
0,6,3,1,67
3,5,0,2,145
0,4,1,0,26
1,6,1,2,119
3,6,0,4,184
0,5,0,0,31
0,5,3,0,56
2,4,2,1,84
0,7,3,2,141
0,5,0,0,33
1,7,0,4,193
2,7,0,4,219
1,7,3,2,206
2,5,2,2,136
0,3,3,0,16
3,6,0,2,150
0,3,0,0,7
1,5,1,1,84
3,6,2,4,225
1,4,0,1,44
2,7,0,5,210
0,5,0,1,56
0,5,3,0,54
0,4,1,0,22
1,3,1,0,33
3,7,0,4,190
2,7,2,3,206
2,6,3,3,198
3,6,1,4,197
1,3,1,1,69
1,5,3,1,106
1,5,3,2,161
2,7,2,3,209
1,7,3,2,192
2,5,2,2,123
1,5,2,1,124
1,4,1,1,54
3,7,3,4,235
1,5,3,1,117
2,7,1,2,175
1,6,1,2,119
1,5,0,1,58
0,1,3,0,15
1,5,3,1,120
1,3,0,0,30
2,5,0,2,135
1,5,2,1,89
3,2,3,0,63
3,7,1,5,225
2,6,1,2,109
1,3,3,0,35
1,6,1,2,158
2,4,2,1,81
1,6,2,2,165
3,5,1,2,135
3,7,0,3,180
1,6,1,2,132
1,6,2,2,114
3,5,1,3,176
0,5,3,1,116
1,4,3,1,78
0,6,1,1,111
1,7,2,2,127
3,7,1,5,234
2,4,0,1,37
1,7,1,3,196
2,5,1,2,147
3,0,1,0,18
1,7,2,3,207
2,6,3,2,184
2,7,2,3,206
1,3,1,0,24
0,7,3,2,187
0,7,2,1,110
0,5,0,1,53
1,5,0,1,64
2,4,0,1,75
2,5,0,1,81
3,7,2,5,242
1,6,1,2,107
2,5,2,2,123
0,6,2,1,77
2,7,0,4,203
1,7,3,3,211
