A,B,C,D,E
"(20.021, 24.359]","(19.759, 23.776]","(9.117, 13.507]","(97.969, 114.625]","(323.987, 381.157]"
"(20.021, 24.359]","(15.741, 19.759]","(17.897, 22.287]","(97.969, 114.625]","(323.987, 381.157]"
"(15.682, 20.021]","(19.759, 23.776]","(4.727, 9.117]","(97.969, 114.625]","(323.987, 381.157]"
"(15.682, 20.021]","(15.741, 19.759]","(22.287, 26.677]","(97.969, 114.625]","(381.157, 438.328]"
"(7.004, 11.343]","(19.759, 23.776]","(22.287, 26.677]","(81.313, 97.969]","(323.987, 381.157]"
"(-1.717, 2.666]","(19.759, 23.776]","(13.507, 17.897]","(64.657, 81.313]","(209.646, 266.817]"
"(20.021, 24.359]","(15.741, 19.759]","(17.897, 22.287]","(81.313, 97.969]","(266.817, 323.987]"
"(11.343, 15.682]","(19.759, 23.776]","(9.117, 13.507]","(81.313, 97.969]","(266.817, 323.987]"
"(20.021, 24.359]","(27.793, 31.81]","(31.068, 35.458]","(114.625, 131.282]","(438.328, 495.498]"
"(24.359, 28.698]","(23.776, 27.793]","(9.117, 13.507]","(131.282, 147.938]","(438.328, 495.498]"
"(15.682, 20.021]","(11.724, 15.741]","(22.287, 26.677]","(81.313, 97.969]","(266.817, 323.987]"
"(20.021, 24.359]","(19.759, 23.776]","(17.897, 22.287]","(81.313, 97.969]","(323.987, 381.157]"
"(7.004, 11.343]","(31.81, 35.828]","(17.897, 22.287]","(114.625, 131.282]","(381.157, 438.328]"
"(24.359, 28.698]","(23.776, 27.793]","(4.727, 9.117]","(114.625, 131.282]","(381.157, 438.328]"
"(7.004, 11.343]","(19.759, 23.776]","(22.287, 26.677]","(81.313, 97.969]","(323.987, 381.157]"
"(15.682, 20.021]","(11.724, 15.741]","(17.897, 22.287]","(64.657, 81.313]","(266.817, 323.987]"
"(11.343, 15.682]","(23.776, 27.793]","(13.507, 17.897]","(114.625, 131.282]","(381.157, 438.328]"
"(20.021, 24.359]","(7.707, 11.724]","(13.507, 17.897]","(64.657, 81.313]","(266.817, 323.987]"
"(15.682, 20.021]","(15.741, 19.759]","(13.507, 17.897]","(64.657, 81.313]","(266.817, 323.987]"
"(7.004, 11.343]","(11.724, 15.741]","(13.507, 17.897]","(64.657, 81.313]","(209.646, 266.817]"
"(15.682, 20.021]","(7.707, 11.724]","(13.507, 17.897]","(48.0, 64.657]","(209.646, 266.817]"
"(7.004, 11.343]","(15.741, 19.759]","(13.507, 17.897]","(64.657, 81.313]","(266.817, 323.987]"
"(11.343, 15.682]","(19.759, 23.776]","(13.507, 17.897]","(81.313, 97.969]","(266.817, 323.987]"
"(20.021, 24.359]","(23.776, 27.793]","(0.337, 4.727]","(114.625, 131.282]","(323.987, 381.157]"
"(7.004, 11.343]","(15.741, 19.759]","(13.507, 17.897]","(64.657, 81.313]","(209.646, 266.817]"
"(28.698, 33.037]","(11.724, 15.741]","(17.897, 22.287]","(97.969, 114.625]","(381.157, 438.328]"
"(15.682, 20.021]","(7.707, 11.724]","(13.507, 17.897]","(64.657, 81.313]","(209.646, 266.817]"
"(24.359, 28.698]","(27.793, 31.81]","(4.727, 9.117]","(131.282, 147.938]","(381.157, 438.328]"
"(33.037, 37.375]","(15.741, 19.759]","(13.507, 17.897]","(114.625, 131.282]","(381.157, 438.328]"
"(7.004, 11.343]","(15.741, 19.759]","(17.897, 22.287]","(64.657, 81.313]","(209.646, 266.817]"
"(15.682, 20.021]","(27.793, 31.81]","(22.287, 26.677]","(97.969, 114.625]","(381.157, 438.328]"
"(15.682, 20.021]","(11.724, 15.741]","(9.117, 13.507]","(81.313, 97.969]","(266.817, 323.987]"
"(11.343, 15.682]","(11.724, 15.741]","(9.117, 13.507]","(64.657, 81.313]","(209.646, 266.817]"
"(24.359, 28.698]","(23.776, 27.793]","(4.727, 9.117]","(131.282, 147.938]","(381.157, 438.328]"
"(15.682, 20.021]","(-0.368, 3.689]","(4.727, 9.117]","(31.344, 48.0]","(95.305, 152.476]"
"(28.698, 33.037]","(19.759, 23.776]","(22.287, 26.677]","(114.625, 131.282]","(438.328, 495.498]"
"(15.682, 20.021]","(19.759, 23.776]","(9.117, 13.507]","(81.313, 97.969]","(266.817, 323.987]"
"(20.021, 24.359]","(11.724, 15.741]","(4.727, 9.117]","(64.657, 81.313]","(209.646, 266.817]"
"(15.682, 20.021]","(19.759, 23.776]","(17.897, 22.287]","(97.969, 114.625]","(323.987, 381.157]"
"(15.682, 20.021]","(27.793, 31.81]","(9.117, 13.507]","(97.969, 114.625]","(323.987, 381.157]"
"(20.021, 24.359]","(15.741, 19.759]","(0.337, 4.727]","(97.969, 114.625]","(323.987, 381.157]"
"(20.021, 24.359]","(31.81, 35.828]","(4.727, 9.117]","(131.282, 147.938]","(381.157, 438.328]"
"(11.343, 15.682]","(15.741, 19.759]","(22.287, 26.677]","(81.313, 97.969]","(323.987, 381.157]"
"(11.343, 15.682]","(3.689, 7.707]","(9.117, 13.507]","(14.521, 31.344]","(95.305, 152.476]"
"(11.343, 15.682]","(11.724, 15.741]","(13.507, 17.897]","(64.657, 81.313]","(209.646, 266.817]"
"(15.682, 20.021]","(27.793, 31.81]","(13.507, 17.897]","(131.282, 147.938]","(438.328, 495.498]"
"(7.004, 11.343]","(15.741, 19.759]","(22.287, 26.677]","(64.657, 81.313]","(266.817, 323.987]"
"(15.682, 20.021]","(31.81, 35.828]","(17.897, 22.287]","(131.282, 147.938]","(438.328, 495.498]"
"(24.359, 28.698]","(23.776, 27.793]","(22.287, 26.677]","(114.625, 131.282]","(438.328, 495.498]"
"(7.004, 11.343]","(15.741, 19.759]","(0.337, 4.727]","(64.657, 81.313]","(209.646, 266.817]"
"(15.682, 20.021]","(15.741, 19.759]","(22.287, 26.677]","(81.313, 97.969]","(323.987, 381.157]"
"(28.698, 33.037]","(15.741, 19.759]","(22.287, 26.677]","(97.969, 114.625]","(381.157, 438.328]"
"(15.682, 20.021]","(15.741, 19.759]","(22.287, 26.677]","(81.313, 97.969]","(323.987, 381.157]"
"(11.343, 15.682]","(15.741, 19.759]","(9.117, 13.507]","(81.313, 97.969]","(266.817, 323.987]"
"(20.021, 24.359]","(19.759, 23.776]","(13.507, 17.897]","(97.969, 114.625]","(381.157, 438.328]"
"(15.682, 20.021]","(27.793, 31.81]","(13.507, 17.897]","(131.282, 147.938]","(438.328, 495.498]"
"(24.359, 28.698]","(7.707, 11.724]","(4.727, 9.117]","(81.313, 97.969]","(266.817, 323.987]"
"(7.004, 11.343]","(23.776, 27.793]","(4.727, 9.117]","(64.657, 81.313]","(209.646, 266.817]"
"(20.021, 24.359]","(23.776, 27.793]","(0.337, 4.727]","(114.625, 131.282]","(323.987, 381.157]"
"(20.021, 24.359]","(27.793, 31.81]","(9.117, 13.507]","(114.625, 131.282]","(381.157, 438.328]"
"(15.682, 20.021]","(11.724, 15.741]","(31.068, 35.458]","(64.657, 81.313]","(266.817, 323.987]"
"(11.343, 15.682]","(7.707, 11.724]","(0.337, 4.727]","(64.657, 81.313]","(152.476, 209.646]"
"(20.021, 24.359]","(15.741, 19.759]","(26.677, 31.068]","(81.313, 97.969]","(323.987, 381.157]"
"(24.359, 28.698]","(23.776, 27.793]","(17.897, 22.287]","(131.282, 147.938]","(438.328, 495.498]"
"(20.021, 24.359]","(23.776, 27.793]","(0.337, 4.727]","(114.625, 131.282]","(323.987, 381.157]"
"(20.021, 24.359]","(19.759, 23.776]","(17.897, 22.287]","(97.969, 114.625]","(323.987, 381.157]"
"(20.021, 24.359]","(7.707, 11.724]","(13.507, 17.897]","(64.657, 81.313]","(209.646, 266.817]"
"(15.682, 20.021]","(11.724, 15.741]","(4.727, 9.117]","(81.313, 97.969]","(266.817, 323.987]"
"(11.343, 15.682]","(11.724, 15.741]","(22.287, 26.677]","(64.657, 81.313]","(266.817, 323.987]"
"(20.021, 24.359]","(19.759, 23.776]","(4.727, 9.117]","(97.969, 114.625]","(266.817, 323.987]"
"(28.698, 33.037]","(19.759, 23.776]","(9.117, 13.507]","(97.969, 114.625]","(323.987, 381.157]"
"(24.359, 28.698]","(19.759, 23.776]","(13.507, 17.897]","(114.625, 131.282]","(381.157, 438.328]"
"(15.682, 20.021]","(23.776, 27.793]","(22.287, 26.677]","(114.625, 131.282]","(381.157, 438.328]"
"(24.359, 28.698]","(23.776, 27.793]","(26.677, 31.068]","(131.282, 147.938]","(438.328, 495.498]"
"(24.359, 28.698]","(7.707, 11.724]","(13.507, 17.897]","(81.313, 97.969]","(266.817, 323.987]"
"(24.359, 28.698]","(11.724, 15.741]","(17.897, 22.287]","(97.969, 114.625]","(381.157, 438.328]"
"(2.666, 7.004]","(3.689, 7.707]","(9.117, 13.507]","(31.344, 48.0]","(95.305, 152.476]"
