X,Y
0,"(2.134, 6.292]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(18.666, 22.79]"
1,"(22.79, 26.915]"
0,"(14.541, 18.666]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(18.666, 22.79]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(18.666, 22.79]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(26.915, 31.04]"
1,"(22.79, 26.915]"
0,"(6.292, 10.417]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(31.04, 35.164]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(26.915, 31.04]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(10.417, 14.541]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(14.541, 18.666]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(31.04, 35.164]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(14.541, 18.666]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(2.134, 6.292]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(26.915, 31.04]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(14.541, 18.666]"
0,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(18.666, 22.79]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(18.666, 22.79]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
0,"(14.541, 18.666]"
0,"(31.04, 35.164]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
1,"(22.79, 26.915]"
