X,Y
0,"(2.166, 12.707]"
1,"(25.201, 25.231]"
1,"(26.783, 27.83]"
1,"(26.526, 26.783]"
1,"(24.914, 24.949]"
1,"(24.371, 24.447]"
1,"(24.157, 24.371]"
1,"(24.914, 24.949]"
1,"(24.914, 24.949]"
1,"(25.429, 25.55]"
0,"(19.026, 22.666]"
1,"(24.157, 24.371]"
0,"(17.634, 19.026]"
1,"(24.704, 24.792]"
1,"(24.447, 24.557]"
1,"(23.254, 23.609]"
0,"(17.634, 19.026]"
1,"(24.371, 24.447]"
1,"(24.557, 24.704]"
1,"(23.869, 24.013]"
1,"(25.55, 25.727]"
1,"(25.326, 25.429]"
1,"(19.026, 22.666]"
1,"(25.934, 26.01]"
1,"(24.949, 25.1]"
1,"(25.326, 25.429]"
0,"(26.783, 27.83]"
1,"(25.727, 25.934]"
0,"(2.166, 12.707]"
1,"(26.29, 26.526]"
1,"(24.157, 24.371]"
1,"(24.557, 24.704]"
1,"(25.727, 25.934]"
1,"(23.254, 23.609]"
0,"(27.83, 35.164]"
1,"(24.157, 24.371]"
1,"(24.447, 24.557]"
1,"(26.783, 27.83]"
1,"(23.254, 23.609]"
1,"(22.666, 23.254]"
1,"(25.326, 25.429]"
1,"(23.869, 24.013]"
0,"(2.166, 12.707]"
1,"(24.792, 24.914]"
1,"(25.231, 25.326]"
0,"(17.634, 19.026]"
1,"(25.55, 25.727]"
1,"(23.609, 23.869]"
0,"(27.83, 35.164]"
1,"(22.666, 23.254]"
1,"(25.1, 25.201]"
1,"(26.526, 26.783]"
0,"(12.707, 17.634]"
1,"(25.934, 26.01]"
1,"(23.869, 24.013]"
1,"(23.609, 23.869]"
0,"(2.166, 12.707]"
1,"(24.447, 24.557]"
1,"(26.526, 26.783]"
1,"(25.231, 25.326]"
1,"(25.55, 25.727]"
1,"(27.83, 35.164]"
1,"(25.201, 25.231]"
1,"(24.704, 24.792]"
1,"(25.231, 25.326]"
1,"(25.934, 26.01]"
1,"(24.949, 25.1]"
1,"(25.231, 25.326]"
1,"(24.704, 24.792]"
1,"(24.792, 24.914]"
1,"(26.29, 26.526]"
0,"(12.707, 17.634]"
0,"(24.013, 24.157]"
1,"(24.792, 24.914]"
1,"(25.201, 25.231]"
1,"(24.013, 24.157]"
0,"(22.666, 23.254]"
1,"(24.949, 25.1]"
1,"(25.727, 25.934]"
1,"(24.704, 24.792]"
1,"(26.01, 26.29]"
1,"(26.29, 26.526]"
0,"(24.949, 25.1]"
1,"(25.1, 25.201]"
0,"(23.609, 23.869]"
1,"(25.727, 25.934]"
0,"(19.026, 22.666]"
1,"(26.01, 26.29]"
1,"(26.01, 26.29]"
0,"(19.026, 22.666]"
1,"(24.557, 24.704]"
1,"(26.29, 26.526]"
1,"(24.013, 24.157]"
1,"(24.371, 24.447]"
1,"(23.609, 23.869]"
0,"(12.707, 17.634]"
0,"(27.83, 35.164]"
1,"(25.429, 25.55]"
1,"(25.1, 25.201]"
1,"(25.429, 25.55]"
