A,B,C,D,E
"(20.075, 20.525]","(22.674, 23.595]","(13.013, 13.487]","(101.753, 103.351]","(345.552, 351.448]"
"(20.525, 20.931]","(17.784, 18.304]","(16.015, 16.65]","(99.921, 101.753]","(351.448, 357.036]"
"(18.797, 19.261]","(22.674, 23.595]","(19.597, 23.408]","(106.195, 108.551]","(377.393, 384.857]"
"(19.261, 19.612]","(17.236, 17.784]","(13.013, 13.487]","(90.448, 92.302]","(310.892, 319.922]"
"(15.225, 16.407]","(24.484, 28.505]","(6.864999999999999, 9.78]","(113.193, 116.828]","(363.37, 370.651]"
"(10.711, 15.225]","(17.236, 17.784]","(9.78, 11.312]","(62.502, 81.522]","(216.742, 286.368]"
"(20.525, 20.931]","(19.599, 20.169]","(13.013, 13.487]","(103.351, 106.195]","(363.37, 370.651]"
"(17.145, 17.824]","(15.176, 16.364]","(11.312, 12.284]","(81.522, 86.102]","(286.368, 301.826]"
"(20.931, 21.446]","(18.304, 18.739]","(15.122, 15.576]","(98.409, 99.921]","(336.936, 340.844]"
"(22.783, 23.502]","(20.169, 20.559]","(14.227, 14.738]","(108.551, 111.108]","(370.651, 377.393]"
"(19.612, 20.075]","(21.98, 22.674]","(6.864999999999999, 9.78]","(103.351, 106.195]","(340.844, 345.552]"
"(20.525, 20.931]","(22.674, 23.595]","(13.487, 13.945]","(113.193, 116.828]","(377.393, 384.857]"
"(15.225, 16.407]","(16.364, 17.236]","(16.65, 17.247]","(62.502, 81.522]","(216.742, 286.368]"
"(22.095, 22.783]","(20.169, 20.559]","(15.122, 15.576]","(108.551, 111.108]","(370.651, 377.393]"
"(10.711, 15.225]","(17.784, 18.304]","(17.247, 17.838]","(86.102, 90.448]","(301.826, 310.892]"
"(18.337, 18.797]","(21.441, 21.98]","(16.015, 16.65]","(103.351, 106.195]","(357.036, 363.37]"
"(16.407, 17.145]","(20.559, 20.882]","(16.65, 17.247]","(92.302, 94.053]","(326.519, 331.973]"
"(20.075, 20.525]","(19.166, 19.599]","(13.945, 14.227]","(101.753, 103.351]","(345.552, 351.448]"
"(19.612, 20.075]","(24.484, 28.505]","(14.227, 14.738]","(111.108, 113.193]","(377.393, 384.857]"
"(15.225, 16.407]","(21.98, 22.674]","(6.864999999999999, 9.78]","(96.893, 98.409]","(301.826, 310.892]"
"(17.824, 18.337]","(20.559, 20.882]","(17.838, 18.608]","(98.409, 99.921]","(351.448, 357.036]"
"(15.225, 16.407]","(18.739, 19.166]","(13.945, 14.227]","(86.102, 90.448]","(301.826, 310.892]"
"(17.824, 18.337]","(16.364, 17.236]","(14.738, 15.122]","(81.522, 86.102]","(286.368, 301.826]"
"(20.931, 21.446]","(21.441, 21.98]","(16.015, 16.65]","(111.108, 113.193]","(384.857, 397.559]"
"(15.225, 16.407]","(15.176, 16.364]","(19.597, 23.408]","(62.502, 81.522]","(286.368, 301.826]"
"(24.513, 29.306]","(20.882, 21.441]","(15.122, 15.576]","(113.193, 116.828]","(377.393, 384.857]"
"(18.337, 18.797]","(24.484, 28.505]","(13.013, 13.487]","(113.193, 116.828]","(384.857, 397.559]"
"(21.446, 22.095]","(16.364, 17.236]","(17.838, 18.608]","(96.893, 98.409]","(340.844, 345.552]"
"(24.513, 29.306]","(23.595, 24.484]","(17.838, 18.608]","(116.828, 128.734]","(397.559, 446.052]"
