A,B,C,D,E
"(19.831, 20.08]","(22.867, 23.466]","(13.194, 13.537]","(102.317, 102.864]","(343.581, 346.155]"
"(20.603, 20.821]","(18.088, 18.333]","(15.939, 16.241]","(100.168, 101.14]","(352.805, 356.149]"
"(18.672, 18.985]","(22.867, 23.466]","(19.487, 20.56]","(105.638, 107.371]","(378.496, 382.287]"
"(19.382, 19.572]","(17.15, 17.426]","(12.96, 13.194]","(89.755, 91.279]","(309.94, 314.243]"
"(16.132, 16.573]","(25.133, 28.505]","(8.983, 10.199]","(114.43, 116.16]","(367.897, 370.733]"
"(10.711, 14.566]","(17.426, 17.771]","(10.199, 11.028]","(62.502, 78.204]","(216.742, 279.907]"
"(20.821, 21.08]","(19.908, 20.175]","(12.96, 13.194]","(105.638, 107.371]","(362.662, 367.897]"
"(17.324, 17.821]","(14.37, 15.456]","(11.636, 12.094]","(82.262, 84.392]","(288.729, 294.148]"
"(21.08, 21.399]","(18.333, 18.611]","(15.147, 15.466]","(98.144, 99.337]","(338.469, 340.569]"
"(22.562, 22.812]","(20.412, 20.632]","(14.145, 14.383]","(109.824, 111.393]","(375.508, 378.496]"
"(19.831, 20.08]","(21.995, 22.271]","(8.983, 10.199]","(104.068, 105.638]","(340.569, 343.581]"
"(20.603, 20.821]","(22.867, 23.466]","(13.786, 14.015]","(112.622, 114.43]","(378.496, 382.287]"
"(15.428, 16.132]","(17.15, 17.426]","(16.958, 17.262]","(78.204, 82.262]","(279.907, 288.729]"
"(22.104, 22.562]","(20.175, 20.412]","(15.147, 15.466]","(109.824, 111.393]","(370.733, 375.508]"
"(14.566, 15.428]","(18.088, 18.333]","(17.509, 17.959]","(84.392, 87.305]","(304.127, 309.94]"
"(18.42, 18.672]","(21.419, 21.631]","(15.939, 16.241]","(104.068, 105.638]","(356.149, 358.816]"
"(16.573, 17.088]","(20.412, 20.632]","(16.525, 16.958]","(93.088, 94.159]","(326.889, 330.372]"
"(19.831, 20.08]","(19.364, 19.592]","(14.015, 14.145]","(101.14, 102.317]","(346.155, 350.048]"
"(19.572, 19.831]","(24.302, 25.133]","(14.145, 14.383]","(112.622, 114.43]","(378.496, 382.287]"
"(14.566, 15.428]","(22.271, 22.867]","(6.864999999999999, 8.983]","(97.271, 98.144]","(309.94, 314.243]"
"(17.821, 18.215]","(20.835, 21.077]","(17.959, 18.383]","(99.337, 100.168]","(352.805, 356.149]"
"(15.428, 16.132]","(18.611, 18.844]","(14.015, 14.145]","(89.755, 91.279]","(309.94, 314.243]"
"(17.821, 18.215]","(16.568, 17.15]","(14.901, 15.147]","(82.262, 84.392]","(294.148, 304.127]"
"(20.821, 21.08]","(21.419, 21.631]","(16.241, 16.525]","(111.393, 112.622]","(382.287, 387.101]"
"(14.566, 15.428]","(14.37, 15.456]","(19.487, 20.56]","(62.502, 78.204]","(288.729, 294.148]"
"(24.364, 25.289]","(21.077, 21.419]","(14.901, 15.147]","(114.43, 116.16]","(382.287, 387.101]"
"(18.42, 18.672]","(24.302, 25.133]","(12.96, 13.194]","(114.43, 116.16]","(382.287, 387.101]"
"(21.765, 22.104]","(16.568, 17.15]","(17.509, 17.959]","(97.271, 98.144]","(340.569, 343.581]"
"(25.289, 29.306]","(23.856, 24.302]","(17.959, 18.383]","(120.613, 128.734]","(408.502, 446.052]"
"(14.566, 15.428]","(17.426, 17.771]","(16.525, 16.958]","(84.392, 87.305]","(309.94, 314.243]"
"(18.42, 18.672]","(20.412, 20.632]","(18.803, 19.487]","(105.638, 107.371]","(375.508, 378.496]"
"(18.985, 19.188]","(18.844, 19.08]","(13.786, 14.015]","(96.042, 96.677]","(330.372, 333.269]"
"(17.088, 17.324]","(16.568, 17.15]","(13.194, 13.537]","(82.262, 84.392]","(288.729, 294.148]"
"(23.284, 23.627]","(21.077, 21.419]","(14.015, 14.145]","(114.43, 116.16]","(387.101, 395.306]"
"(19.382, 19.572]","(16.037, 16.568]","(17.959, 18.383]","(82.262, 84.392]","(304.127, 309.94]"
"(23.627, 24.364]","(21.995, 22.271]","(11.028, 11.636]","(114.43, 116.16]","(375.508, 378.496]"
"(18.215, 18.42]","(19.364, 19.592]","(17.509, 17.959]","(93.088, 94.159]","(333.269, 336.189]"
"(20.821, 21.08]","(16.568, 17.15]","(20.56, 23.408]","(87.305, 89.755]","(333.269, 336.189]"
"(18.672, 18.985]","(18.844, 19.08]","(19.487, 20.56]","(92.284, 93.088]","(330.372, 333.269]"
"(18.672, 18.985]","(20.412, 20.632]","(14.145, 14.383]","(99.337, 100.168]","(343.581, 346.155]"
