A,B
"(503.5, 540.0]","(75.911, 82.6]"
"(503.5, 540.0]","(55.843, 62.532]"
"(321.0, 357.5]","(35.776, 42.465]"
"(321.0, 357.5]","(35.776, 42.465]"
"(175.0, 211.5]","(42.465, 49.154]"
"(248.0, 284.5]","(42.465, 49.154]"
"(357.5, 394.0]","(42.465, 49.154]"
"(357.5, 394.0]","(35.776, 42.465]"
"(248.0, 284.5]","(42.465, 49.154]"
"(467.0, 503.5]","(35.776, 42.465]"
"(175.0, 211.5]","(35.776, 42.465]"
"(175.0, 211.5]","(22.398, 29.087]"
"(394.0, 430.5]","(42.465, 49.154]"
"(175.0, 211.5]","(35.776, 42.465]"
"(284.5, 321.0]","(42.465, 49.154]"
"(357.5, 394.0]","(49.154, 55.843]"
"(138.5, 175.0]","(35.776, 42.465]"
"(321.0, 357.5]","(55.843, 62.532]"
"(357.5, 394.0]","(35.776, 42.465]"
"(467.0, 503.5]","(42.465, 49.154]"
"(394.0, 430.5]","(35.776, 42.465]"
"(138.5, 175.0]","(22.398, 29.087]"
"(138.5, 175.0]","(2.25, 9.019]"
"(138.5, 175.0]","(42.465, 49.154]"
"(357.5, 394.0]","(49.154, 55.843]"
"(357.5, 394.0]","(49.154, 55.843]"
"(357.5, 394.0]","(35.776, 42.465]"
"(321.0, 357.5]","(49.154, 55.843]"
"(394.0, 430.5]","(35.776, 42.465]"
"(467.0, 503.5]","(35.776, 42.465]"
"(284.5, 321.0]","(49.154, 55.843]"
"(248.0, 284.5]","(49.154, 55.843]"
"(175.0, 211.5]","(35.776, 42.465]"
"(467.0, 503.5]","(35.776, 42.465]"
"(175.0, 211.5]","(49.154, 55.843]"
"(211.5, 248.0]","(35.776, 42.465]"
"(211.5, 248.0]","(29.087, 35.776]"
"(321.0, 357.5]","(35.776, 42.465]"
"(467.0, 503.5]","(35.776, 42.465]"
"(211.5, 248.0]","(35.776, 42.465]"
"(321.0, 357.5]","(49.154, 55.843]"
"(394.0, 430.5]","(42.465, 49.154]"
"(211.5, 248.0]","(35.776, 42.465]"
"(357.5, 394.0]","(49.154, 55.843]"
"(394.0, 430.5]","(35.776, 42.465]"
"(394.0, 430.5]","(29.087, 35.776]"
"(321.0, 357.5]","(9.019, 15.708]"
"(357.5, 394.0]","(35.776, 42.465]"
"(211.5, 248.0]","(22.398, 29.087]"
"(357.5, 394.0]","(29.087, 35.776]"
"(321.0, 357.5]","(35.776, 42.465]"
"(175.0, 211.5]","(42.465, 49.154]"
"(211.5, 248.0]","(29.087, 35.776]"
"(284.5, 321.0]","(49.154, 55.843]"
"(138.5, 175.0]","(9.019, 15.708]"
"(175.0, 211.5]","(9.019, 15.708]"
"(467.0, 503.5]","(35.776, 42.465]"
"(175.0, 211.5]","(9.019, 15.708]"
"(284.5, 321.0]","(49.154, 55.843]"
"(321.0, 357.5]","(29.087, 35.776]"
"(284.5, 321.0]","(49.154, 55.843]"
"(248.0, 284.5]","(49.154, 55.843]"
"(284.5, 321.0]","(9.019, 15.708]"
"(175.0, 211.5]","(49.154, 55.843]"
"(248.0, 284.5]","(42.465, 49.154]"
"(321.0, 357.5]","(49.154, 55.843]"
"(138.5, 175.0]","(42.465, 49.154]"
"(321.0, 357.5]","(29.087, 35.776]"
"(175.0, 211.5]","(35.776, 42.465]"
"(467.0, 503.5]","(69.222, 75.911]"
"(357.5, 394.0]","(29.087, 35.776]"
"(284.5, 321.0]","(22.398, 29.087]"
"(394.0, 430.5]","(29.087, 35.776]"
"(394.0, 430.5]","(35.776, 42.465]"
"(357.5, 394.0]","(22.398, 29.087]"
"(467.0, 503.5]","(35.776, 42.465]"
"(467.0, 503.5]","(35.776, 42.465]"
"(394.0, 430.5]","(29.087, 35.776]"
"(357.5, 394.0]","(22.398, 29.087]"
"(503.5, 540.0]","(35.776, 42.465]"
"(394.0, 430.5]","(29.087, 35.776]"
"(284.5, 321.0]","(22.398, 29.087]"
"(394.0, 430.5]","(35.776, 42.465]"
"(357.5, 394.0]","(29.087, 35.776]"
