A,B
"(496.2, 540.0]","(74.573, 82.6]"
"(496.2, 540.0]","(58.519, 66.546]"
"(321.0, 364.8]","(34.438, 42.465]"
"(321.0, 364.8]","(34.438, 42.465]"
"(189.6, 233.4]","(42.465, 50.492]"
"(233.4, 277.2]","(42.465, 50.492]"
"(364.8, 408.6]","(42.465, 50.492]"
"(364.8, 408.6]","(34.438, 42.465]"
"(233.4, 277.2]","(42.465, 50.492]"
"(452.4, 496.2]","(34.438, 42.465]"
"(189.6, 233.4]","(34.438, 42.465]"
"(189.6, 233.4]","(26.411, 34.438]"
"(408.6, 452.4]","(42.465, 50.492]"
"(189.6, 233.4]","(34.438, 42.465]"
"(277.2, 321.0]","(42.465, 50.492]"
"(364.8, 408.6]","(50.492, 58.519]"
"(101.562, 145.8]","(34.438, 42.465]"
"(321.0, 364.8]","(50.492, 58.519]"
"(364.8, 408.6]","(34.438, 42.465]"
"(452.4, 496.2]","(42.465, 50.492]"
"(408.6, 452.4]","(34.438, 42.465]"
"(101.562, 145.8]","(26.411, 34.438]"
"(101.562, 145.8]","(2.25, 10.357]"
"(101.562, 145.8]","(42.465, 50.492]"
"(364.8, 408.6]","(50.492, 58.519]"
"(364.8, 408.6]","(50.492, 58.519]"
"(364.8, 408.6]","(34.438, 42.465]"
"(321.0, 364.8]","(50.492, 58.519]"
"(408.6, 452.4]","(34.438, 42.465]"
"(452.4, 496.2]","(34.438, 42.465]"
"(277.2, 321.0]","(50.492, 58.519]"
"(233.4, 277.2]","(50.492, 58.519]"
"(189.6, 233.4]","(34.438, 42.465]"
"(452.4, 496.2]","(34.438, 42.465]"
"(189.6, 233.4]","(50.492, 58.519]"
"(233.4, 277.2]","(34.438, 42.465]"
"(233.4, 277.2]","(26.411, 34.438]"
"(321.0, 364.8]","(34.438, 42.465]"
"(452.4, 496.2]","(34.438, 42.465]"
"(233.4, 277.2]","(34.438, 42.465]"
"(321.0, 364.8]","(42.465, 50.492]"
"(408.6, 452.4]","(42.465, 50.492]"
"(233.4, 277.2]","(34.438, 42.465]"
"(364.8, 408.6]","(50.492, 58.519]"
"(408.6, 452.4]","(34.438, 42.465]"
"(408.6, 452.4]","(34.438, 42.465]"
"(321.0, 364.8]","(10.357, 18.384]"
"(364.8, 408.6]","(34.438, 42.465]"
"(233.4, 277.2]","(18.384, 26.411]"
"(364.8, 408.6]","(26.411, 34.438]"
"(321.0, 364.8]","(34.438, 42.465]"
