A,B
"(485.25, 540.0]","(72.566, 82.6]"
"(485.25, 540.0]","(52.499, 62.532]"
"(321.0, 375.75]","(32.431, 42.465]"
"(321.0, 375.75]","(32.431, 42.465]"
"(156.75, 211.5]","(42.465, 52.499]"
"(211.5, 266.25]","(42.465, 52.499]"
"(375.75, 430.5]","(42.465, 52.499]"
"(375.75, 430.5]","(32.431, 42.465]"
"(211.5, 266.25]","(42.465, 52.499]"
"(430.5, 485.25]","(32.431, 42.465]"
"(156.75, 211.5]","(32.431, 42.465]"
"(156.75, 211.5]","(22.398, 32.431]"
"(375.75, 430.5]","(42.465, 52.499]"
"(156.75, 211.5]","(32.431, 42.465]"
"(266.25, 321.0]","(42.465, 52.499]"
"(375.75, 430.5]","(52.499, 62.532]"
"(101.562, 156.75]","(32.431, 42.465]"
"(321.0, 375.75]","(52.499, 62.532]"
"(375.75, 430.5]","(32.431, 42.465]"
"(430.5, 485.25]","(42.465, 52.499]"
"(375.75, 430.5]","(32.431, 42.465]"
"(101.562, 156.75]","(22.398, 32.431]"
"(101.562, 156.75]","(2.25, 12.364]"
"(101.562, 156.75]","(42.465, 52.499]"
"(375.75, 430.5]","(52.499, 62.532]"
"(375.75, 430.5]","(52.499, 62.532]"
"(375.75, 430.5]","(32.431, 42.465]"
"(321.0, 375.75]","(42.465, 52.499]"
"(375.75, 430.5]","(32.431, 42.465]"
"(430.5, 485.25]","(32.431, 42.465]"
"(266.25, 321.0]","(52.499, 62.532]"
"(211.5, 266.25]","(52.499, 62.532]"
"(156.75, 211.5]","(32.431, 42.465]"
"(430.5, 485.25]","(32.431, 42.465]"
"(156.75, 211.5]","(52.499, 62.532]"
"(211.5, 266.25]","(32.431, 42.465]"
"(211.5, 266.25]","(22.398, 32.431]"
"(321.0, 375.75]","(32.431, 42.465]"
"(430.5, 485.25]","(32.431, 42.465]"
"(211.5, 266.25]","(32.431, 42.465]"
"(321.0, 375.75]","(42.465, 52.499]"
"(375.75, 430.5]","(42.465, 52.499]"
"(211.5, 266.25]","(32.431, 42.465]"
"(375.75, 430.5]","(52.499, 62.532]"
"(375.75, 430.5]","(32.431, 42.465]"
"(375.75, 430.5]","(32.431, 42.465]"
"(321.0, 375.75]","(12.364, 22.398]"
"(375.75, 430.5]","(32.431, 42.465]"
"(211.5, 266.25]","(22.398, 32.431]"
"(375.75, 430.5]","(32.431, 42.465]"
