A,B
"(425.0, 540.0]","(58.82, 82.6]"
"(425.0, 540.0]","(58.82, 82.6]"
"(302.0, 332.5]","(39.02, 43.289]"
"(302.0, 332.5]","(39.02, 43.289]"
"(173.8, 212.38]","(43.289, 50.514]"
"(238.0, 272.9]","(43.289, 50.514]"
"(376.0, 425.0]","(43.289, 50.514]"
"(376.0, 425.0]","(34.445, 39.02]"
"(238.0, 272.9]","(43.289, 50.514]"
"(425.0, 540.0]","(39.02, 43.289]"
"(173.8, 212.38]","(34.445, 39.02]"
"(173.8, 212.38]","(25.474, 30.928]"
"(425.0, 540.0]","(39.02, 43.289]"
"(173.8, 212.38]","(39.02, 43.289]"
"(302.0, 332.5]","(43.289, 50.514]"
"(376.0, 425.0]","(50.514, 58.82]"
"(101.999, 153.55]","(39.02, 43.289]"
"(332.5, 376.0]","(50.514, 58.82]"
"(376.0, 425.0]","(39.02, 43.289]"
"(425.0, 540.0]","(39.02, 43.289]"
"(425.0, 540.0]","(39.02, 43.289]"
"(101.999, 153.55]","(25.474, 30.928]"
"(101.999, 153.55]","(2.329, 14.2]"
"(101.999, 153.55]","(43.289, 50.514]"
"(376.0, 425.0]","(50.514, 58.82]"
"(376.0, 425.0]","(50.514, 58.82]"
"(376.0, 425.0]","(39.02, 43.289]"
"(332.5, 376.0]","(50.514, 58.82]"
"(425.0, 540.0]","(34.445, 39.02]"
"(425.0, 540.0]","(34.445, 39.02]"
"(302.0, 332.5]","(50.514, 58.82]"
"(238.0, 272.9]","(50.514, 58.82]"
"(173.8, 212.38]","(39.02, 43.289]"
"(425.0, 540.0]","(39.02, 43.289]"
"(173.8, 212.38]","(50.514, 58.82]"
"(212.38, 238.0]","(34.445, 39.02]"
"(212.38, 238.0]","(25.474, 30.928]"
"(302.0, 332.5]","(34.445, 39.02]"
"(425.0, 540.0]","(39.02, 43.289]"
"(212.38, 238.0]","(34.445, 39.02]"
"(332.5, 376.0]","(43.289, 50.514]"
"(425.0, 540.0]","(43.289, 50.514]"
"(212.38, 238.0]","(34.445, 39.02]"
"(376.0, 425.0]","(50.514, 58.82]"
"(425.0, 540.0]","(39.02, 43.289]"
"(425.0, 540.0]","(34.445, 39.02]"
"(332.5, 376.0]","(14.2, 20.96]"
"(376.0, 425.0]","(39.02, 43.289]"
"(212.38, 238.0]","(25.474, 30.928]"
"(376.0, 425.0]","(30.928, 34.445]"
"(302.0, 332.5]","(39.02, 43.289]"
"(173.8, 212.38]","(43.289, 50.514]"
"(212.38, 238.0]","(30.928, 34.445]"
"(302.0, 332.5]","(43.289, 50.514]"
"(101.999, 153.55]","(14.2, 20.96]"
"(173.8, 212.38]","(14.2, 20.96]"
"(425.0, 540.0]","(39.02, 43.289]"
"(173.8, 212.38]","(2.329, 14.2]"
"(302.0, 332.5]","(50.514, 58.82]"
"(302.0, 332.5]","(30.928, 34.445]"
"(302.0, 332.5]","(50.514, 58.82]"
"(238.0, 272.9]","(50.514, 58.82]"
"(302.0, 332.5]","(2.329, 14.2]"
"(173.8, 212.38]","(50.514, 58.82]"
"(238.0, 272.9]","(43.289, 50.514]"
"(332.5, 376.0]","(50.514, 58.82]"
"(101.999, 153.55]","(43.289, 50.514]"
"(302.0, 332.5]","(25.474, 30.928]"
"(173.8, 212.38]","(39.02, 43.289]"
"(425.0, 540.0]","(58.82, 82.6]"
"(332.5, 376.0]","(30.928, 34.445]"
"(302.0, 332.5]","(25.474, 30.928]"
"(376.0, 425.0]","(30.928, 34.445]"
"(376.0, 425.0]","(34.445, 39.02]"
"(332.5, 376.0]","(25.474, 30.928]"
"(425.0, 540.0]","(34.445, 39.02]"
"(425.0, 540.0]","(39.02, 43.289]"
"(376.0, 425.0]","(30.928, 34.445]"
"(376.0, 425.0]","(25.474, 30.928]"
"(425.0, 540.0]","(39.02, 43.289]"
"(376.0, 425.0]","(30.928, 34.445]"
