A,B,C,D,E
"(19.922, 20.183]","(21.16, 21.441]","(13.84, 14.068]","(101.53, 102.5]","(348.189, 350.785]"
"(20.421, 20.612]","(20.813, 21.16]","(12.594, 13.005]","(101.53, 102.5]","(340.076, 342.578]"
"(19.205, 19.505]","(23.247, 26.204]","(13.84, 14.068]","(108.283, 111.497]","(364.723, 370.863]"
"(19.505, 19.628]","(22.384, 23.247]","(15.14, 15.293]","(106.549, 108.283]","(364.723, 370.863]"
"(17.239, 17.978]","(19.892, 20.136]","(14.304, 14.636]","(94.027, 95.046]","(327.675, 330.025]"
"(14.805, 16.689]","(14.592, 17.01]","(15.14, 15.293]","(79.859, 88.855]","(283.22900000000004, 310.911]"
"(20.421, 20.612]","(19.463, 19.64]","(15.525, 15.734]","(97.66, 98.338]","(342.578, 344.612]"
"(17.978, 18.312]","(19.64, 19.892]","(15.293, 15.525]","(92.399, 94.027]","(327.675, 330.025]"
"(20.612, 20.789]","(19.892, 20.136]","(14.068, 14.304]","(102.5, 103.934]","(350.785, 354.775]"
"(21.624, 21.957]","(22.384, 23.247]","(13.666, 13.84]","(106.549, 108.283]","(360.526, 364.723]"
"(19.922, 20.183]","(18.062, 18.286]","(14.304, 14.636]","(94.027, 95.046]","(323.375, 327.675]"
"(20.421, 20.612]","(21.741, 22.049]","(15.293, 15.525]","(106.549, 108.283]","(370.863, 381.871]"
"(16.689, 17.239]","(23.247, 26.204]","(14.636, 14.906]","(104.645, 105.288]","(357.627, 360.526]"
"(21.161, 21.624]","(18.688, 18.994]","(16.075, 16.501]","(99.286, 99.988]","(346.004, 348.189]"
"(14.805, 16.689]","(18.688, 18.994]","(18.003, 20.423]","(90.937, 92.399]","(327.675, 330.025]"
"(18.982, 19.205]","(21.441, 21.741]","(15.734, 16.075]","(101.53, 102.5]","(354.775, 357.627]"
"(17.978, 18.312]","(22.049, 22.384]","(16.501, 16.944]","(105.288, 106.549]","(364.723, 370.863]"
"(19.922, 20.183]","(19.463, 19.64]","(16.944, 17.606]","(97.66, 98.338]","(344.612, 346.004]"
"(19.628, 19.922]","(20.136, 20.424]","(8.807, 11.888]","(95.046, 96.76]","(323.375, 327.675]"
"(16.689, 17.239]","(17.01, 17.584]","(13.005, 13.266]","(79.859, 88.855]","(283.22900000000004, 310.911]"
"(18.776, 18.982]","(21.441, 21.741]","(13.005, 13.266]","(104.645, 105.288]","(354.775, 357.627]"
"(16.689, 17.239]","(18.688, 18.994]","(17.606, 18.003]","(88.855, 90.937]","(323.375, 327.675]"
"(18.312, 18.776]","(19.892, 20.136]","(16.075, 16.501]","(100.86, 101.53]","(350.785, 354.775]"
"(20.612, 20.789]","(19.274, 19.463]","(12.594, 13.005]","(100.86, 101.53]","(336.504, 340.076]"
"(16.689, 17.239]","(21.441, 21.741]","(12.594, 13.005]","(98.338, 99.286]","(330.025, 333.575]"
"(23.04, 25.987]","(18.994, 19.274]","(8.807, 11.888]","(102.5, 103.934]","(344.612, 346.004]"
"(18.982, 19.205]","(18.062, 18.286]","(8.807, 11.888]","(90.937, 92.399]","(283.22900000000004, 310.911]"
"(21.161, 21.624]","(19.892, 20.136]","(18.003, 20.423]","(101.53, 102.5]","(364.723, 370.863]"
"(23.04, 25.987]","(22.049, 22.384]","(15.734, 16.075]","(111.497, 118.37]","(381.871, 399.944]"
"(16.689, 17.239]","(19.64, 19.892]","(17.606, 18.003]","(92.399, 94.027]","(330.025, 333.575]"
"(18.982, 19.205]","(23.247, 26.204]","(13.005, 13.266]","(108.283, 111.497]","(370.863, 381.871]"
"(19.205, 19.505]","(21.16, 21.441]","(15.525, 15.734]","(99.988, 100.86]","(344.612, 346.004]"
"(17.978, 18.312]","(19.274, 19.463]","(14.068, 14.304]","(95.046, 96.76]","(330.025, 333.575]"
"(21.957, 22.43]","(19.64, 19.892]","(14.636, 14.906]","(105.288, 106.549]","(360.526, 364.723]"
"(19.505, 19.628]","(20.813, 21.16]","(12.594, 13.005]","(103.934, 104.645]","(348.189, 350.785]"
"(22.43, 23.04]","(22.384, 23.247]","(8.807, 11.888]","(108.283, 111.497]","(357.627, 360.526]"
"(18.776, 18.982]","(23.247, 26.204]","(15.293, 15.525]","(106.549, 108.283]","(364.723, 370.863]"
"(20.612, 20.789]","(22.049, 22.384]","(11.888, 12.594]","(106.549, 108.283]","(354.775, 357.627]"
"(18.982, 19.205]","(21.741, 22.049]","(16.944, 17.606]","(104.645, 105.288]","(360.526, 364.723]"
"(18.982, 19.205]","(21.441, 21.741]","(14.304, 14.636]","(104.645, 105.288]","(357.627, 360.526]"
"(20.421, 20.612]","(22.049, 22.384]","(12.594, 13.005]","(108.283, 111.497]","(360.526, 364.723]"
