A,B,C,D,E
"(19.41, 20.068]","(20.74, 21.423]","(13.59, 14.274]","(100.248, 102.513]","(345.019, 351.885]"
"(20.068, 20.726]","(20.74, 21.423]","(12.224, 12.907]","(100.248, 102.513]","(338.154, 345.019]"
"(18.752, 19.41]","(22.789, 23.472]","(13.59, 14.274]","(109.309, 111.574]","(365.616, 372.482]"
"(19.41, 20.068]","(22.106, 22.789]","(14.957, 15.64]","(104.778, 107.043]","(358.75, 365.616]"
"(17.437, 18.095]","(19.374, 20.057]","(14.274, 14.957]","(93.452, 95.717]","(324.423, 331.288]"
"(14.795, 15.464]","(16.642, 17.325]","(14.957, 15.64]","(82.126, 84.391]","(290.095, 296.961]"
"(20.068, 20.726]","(19.374, 20.057]","(14.957, 15.64]","(97.982, 100.248]","(338.154, 345.019]"
"(18.095, 18.752]","(19.374, 20.057]","(14.957, 15.64]","(93.452, 95.717]","(324.423, 331.288]"
"(20.726, 21.383]","(20.057, 20.74]","(13.59, 14.274]","(102.513, 104.778]","(345.019, 351.885]"
"(21.383, 22.041]","(22.789, 23.472]","(13.59, 14.274]","(107.043, 109.309]","(358.75, 365.616]"
"(19.41, 20.068]","(18.008, 18.691]","(14.274, 14.957]","(93.452, 95.717]","(324.423, 331.288]"
"(20.068, 20.726]","(21.423, 22.106]","(14.957, 15.64]","(104.778, 107.043]","(365.616, 372.482]"
"(16.779, 17.437]","(24.155, 24.838]","(14.274, 14.957]","(104.778, 107.043]","(358.75, 365.616]"
"(21.383, 22.041]","(18.691, 19.374]","(16.323, 17.007]","(97.982, 100.248]","(345.019, 351.885]"
"(16.122, 16.779]","(18.691, 19.374]","(17.69, 18.373]","(91.187, 93.452]","(324.423, 331.288]"
"(18.752, 19.41]","(21.423, 22.106]","(15.64, 16.323]","(100.248, 102.513]","(351.885, 358.75]"
"(17.437, 18.095]","(22.106, 22.789]","(16.323, 17.007]","(104.778, 107.043]","(365.616, 372.482]"
"(19.41, 20.068]","(19.374, 20.057]","(17.007, 17.69]","(95.717, 97.982]","(345.019, 351.885]"
"(19.41, 20.068]","(20.057, 20.74]","(11.541, 12.224]","(95.717, 97.982]","(324.423, 331.288]"
"(16.779, 17.437]","(17.325, 18.008]","(12.907, 13.59]","(84.391, 86.656]","(283.113, 290.095]"
"(18.752, 19.41]","(21.423, 22.106]","(12.907, 13.59]","(104.778, 107.043]","(351.885, 358.75]"
"(16.779, 17.437]","(18.691, 19.374]","(17.69, 18.373]","(88.921, 91.187]","(324.423, 331.288]"
