A,B,C,D,E
"(20.024, 20.397]","(21.173, 21.56]","(13.841, 14.228]","(101.682, 102.966]","(345.477, 349.368]"
"(20.397, 20.769]","(20.785, 21.173]","(12.679, 13.067]","(100.399, 101.682]","(337.696, 341.587]"
"(18.906, 19.279]","(23.108, 23.495]","(13.841, 14.228]","(110.668, 111.951]","(368.82, 372.71]"
"(19.279, 19.651]","(22.334, 22.721]","(15.002, 15.39]","(105.533, 106.817]","(364.929, 368.82]"
"(17.415, 17.788]","(19.624, 20.011]","(14.615, 15.002]","(93.98, 95.264]","(326.025, 329.915]"
"(14.795, 15.179]","(16.528, 16.915]","(15.002, 15.39]","(82.428, 83.711]","(291.011, 294.901]"
"(20.397, 20.769]","(19.237, 19.624]","(15.39, 15.777]","(97.831, 99.115]","(341.587, 345.477]"
"(18.161, 18.533]","(19.624, 20.011]","(15.002, 15.39]","(92.697, 93.98]","(326.025, 329.915]"
"(20.769, 21.142]","(20.011, 20.398]","(13.841, 14.228]","(102.966, 104.25]","(349.368, 353.258]"
"(21.515, 21.888]","(22.721, 23.108]","(13.454, 13.841]","(106.817, 108.1]","(361.039, 364.929]"
"(19.651, 20.024]","(18.076, 18.463]","(14.228, 14.615]","(93.98, 95.264]","(326.025, 329.915]"
"(20.397, 20.769]","(21.56, 21.947]","(15.39, 15.777]","(106.817, 108.1]","(368.82, 372.71]"
"(17.042, 17.415]","(23.882, 24.269]","(14.615, 15.002]","(104.25, 105.533]","(357.149, 361.039]"
"(21.515, 21.888]","(18.463, 18.85]","(16.164, 16.551]","(99.115, 100.399]","(345.477, 349.368]"
"(16.297, 16.67]","(18.463, 18.85]","(18.1, 18.487]","(91.413, 92.697]","(326.025, 329.915]"
"(18.906, 19.279]","(21.56, 21.947]","(15.777, 16.164]","(101.682, 102.966]","(353.258, 357.149]"
"(17.788, 18.161]","(22.334, 22.721]","(16.551, 16.938]","(105.533, 106.817]","(364.929, 368.82]"
"(20.024, 20.397]","(19.237, 19.624]","(17.325, 17.713]","(97.831, 99.115]","(345.477, 349.368]"
"(19.651, 20.024]","(20.011, 20.398]","(11.518, 11.905]","(95.264, 96.548]","(322.134, 326.025]"
"(16.67, 17.042]","(17.302, 17.689]","(12.679, 13.067]","(83.711, 84.995]","(287.12, 291.011]"
"(18.533, 18.906]","(21.173, 21.56]","(12.679, 13.067]","(104.25, 105.533]","(353.258, 357.149]"
"(17.042, 17.415]","(18.463, 18.85]","(17.713, 18.1]","(88.846, 90.13]","(322.134, 326.025]"
"(18.533, 18.906]","(20.011, 20.398]","(16.164, 16.551]","(100.399, 101.682]","(353.258, 357.149]"
"(20.397, 20.769]","(19.237, 19.624]","(12.292, 12.679]","(100.399, 101.682]","(337.696, 341.587]"
"(16.67, 17.042]","(21.56, 21.947]","(12.292, 12.679]","(97.831, 99.115]","(329.915, 333.806]"
"(23.006, 23.378]","(18.85, 19.237]","(10.744, 11.131]","(102.966, 104.25]","(341.587, 345.477]"
"(18.906, 19.279]","(18.076, 18.463]","(11.518, 11.905]","(90.13, 91.413]","(306.572, 310.463]"
"(21.142, 21.515]","(19.624, 20.011]","(18.874, 19.261]","(101.682, 102.966]","(364.929, 368.82]"
"(24.124, 24.496]","(21.947, 22.334]","(15.777, 16.164]","(114.519, 115.802]","(388.272, 392.163]"
"(16.67, 17.042]","(19.624, 20.011]","(17.713, 18.1]","(92.697, 93.98]","(329.915, 333.806]"
