A,B,C,D,E
"(19.922, 20.113]","(21.16, 21.385]","(13.84, 13.964]","(102.207, 103.288]","(348.189, 349.9]"
"(20.421, 20.532]","(20.965, 21.16]","(12.594, 12.796]","(101.53, 102.207]","(340.076, 341.816]"
"(19.13, 19.362]","(22.934, 23.806]","(13.964, 14.144]","(108.283, 111.043]","(365.666, 370.863]"
"(19.505, 19.593]","(22.384, 22.934]","(15.058, 15.216]","(106.139, 106.865]","(363.347, 365.666]"
"(17.239, 17.805]","(19.892, 20.059]","(14.578, 14.719]","(94.494, 95.914]","(327.675, 329.06]"
"(14.805, 16.458]","(16.535, 17.275]","(15.216, 15.293]","(79.859, 86.294]","(283.22900000000004, 303.277]"
"(20.532, 20.65]","(19.463, 19.597]","(15.575, 15.734]","(97.836, 98.338]","(341.816, 342.934]"
"(18.126, 18.312]","(19.774, 19.892]","(15.293, 15.475]","(93.151, 94.027]","(327.675, 329.06]"
"(20.65, 20.789]","(20.059, 20.23]","(13.964, 14.144]","(103.288, 103.934]","(349.9, 352.987]"
"(21.852, 22.205]","(22.934, 23.806]","(13.767, 13.84]","(106.865, 108.283]","(360.526, 363.347]"
"(19.922, 20.113]","(18.14, 18.286]","(14.304, 14.578]","(94.494, 95.914]","(324.492, 327.675]"
"(20.421, 20.532]","(21.741, 21.959]","(15.475, 15.575]","(106.865, 108.283]","(370.863, 377.695]"
"(16.909, 17.239]","(23.806, 26.204]","(14.719, 14.906]","(104.973, 105.288]","(358.554, 360.526]"
"(21.328, 21.624]","(18.548, 18.81]","(16.167, 16.501]","(99.529, 99.988]","(347.006, 348.189]"
"(16.458, 16.909]","(18.81, 18.994]","(17.798, 18.246]","(91.829, 93.151]","(327.675, 329.06]"
"(18.982, 19.13]","(21.559, 21.741]","(15.734, 15.871]","(101.53, 102.207]","(354.775, 355.674]"
"(17.805, 18.126]","(22.198, 22.384]","(16.86, 17.106]","(106.139, 106.865]","(365.666, 370.863]"
"(19.922, 20.113]","(19.463, 19.597]","(17.106, 17.606]","(97.836, 98.338]","(345.48, 347.006]"
"(19.75, 19.922]","(20.23, 20.424]","(11.632, 12.146]","(95.914, 96.76]","(321.984, 324.492]"
"(16.458, 16.909]","(17.275, 17.584]","(12.796, 13.069]","(79.859, 86.294]","(283.22900000000004, 303.277]"
"(18.683, 18.838]","(21.385, 21.559]","(12.796, 13.069]","(104.973, 105.288]","(354.775, 355.674]"
"(16.909, 17.239]","(18.548, 18.81]","(17.798, 18.246]","(89.336, 90.937]","(324.492, 327.675]"
"(18.683, 18.838]","(20.059, 20.23]","(16.167, 16.501]","(101.067, 101.53]","(352.987, 354.775]"
