A,B
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
"(223.569, 253.2]","(224.049, 253.588]"
