A,B
6,20
5,15
5,15
5,15
5,15
5,16
5,16
5,16
5,16
5,16
5,17
5,17
5,17
5,18
5,18
5,18
5,18
5,19
5,19
5,19
5,20
5,20
5,20
5,20
5,20
5,21
5,21
5,21
5,21
5,21
5,21
5,21
5,21
6,21
6,21
6,21
6,21
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
7,22
7,22
7,22
7,22
7,22
7,22
7,22
7,22
7,22
7,22
7,22
7,22
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
7,23
6,23
6,23
6,23
6,22
6,22
6,22
6,22
6,22
6,22
6,21
6,21
6,21
6,21
6,20
6,20
6,20
6,20
6,19
6,19
6,19
6,19
6,19
5,18
5,18
5,18
5,18
5,18
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,17
5,16
5,16
5,16
5,16
5,16
5,16
5,16
5,16
5,16
5,15
5,15
5,15
5,15
5,15
5,15
5,15
5,15
5,15
5,15
5,14
5,14
5,14
5,15
5,15
5,15
5,15
5,15
5,14
5,14
6,15
6,15
6,16
6,17
6,17
6,18
6,19
7,20
7,21
7,22
7,23
7,24
7,25
7,26
7,27
7,28
7,29
7,29
7,30
7,30
6,31
6,31
6,31
6,30
6,30
6,30
5,29
5,29
5,28
5,27
5,27
5,26
5,25
5,25
5,24
5,24
5,23
5,23
5,23
6,23
6,22
6,22
6,22
6,22
6,22
6,22
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,21
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,23
6,23
6,23
6,23
6,23
6,23
6,22
6,22
6,22
6,22
6,22
6,21
6,21
6,21
6,20
6,20
6,19
6,19
6,18
5,17
5,17
5,16
5,16
5,15
5,15
5,14
5,14
5,14
5,14
5,13
5,13
5,13
5,13
5,13
5,14
5,14
5,14
5,15
5,15
5,15
5,16
5,16
5,17
5,17
5,17
5,17
5,18
5,18
6,18
6,17
6,17
6,17
6,17
6,16
6,16
6,15
5,15
5,14
5,14
5,13
5,13
5,13
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,12
5,13
5,13
7,20
7,20
7,21
8,21
8,22
8,22
9,22
9,23
9,23
10,24
10,25
10,27
10,28
10,30
11,32
11,34
11,36
11,37
11,39
11,40
11,41
11,41
10,41
10,41
10,40
9,39
9,37
8,35
7,33
7,31
6,29
6,28
6,26
6,25
6,24
6,24
6,24
6,24
6,24
6,24
7,25
7,25
7,25
7,25
7,25
7,25
6,25
6,25
6,24
6,24
6,23
6,23
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
6,22
7,23
7,23
7,22
7,22
7,22
7,22
7,22
7,22
7,22
6,21
6,21
6,21
6,21
6,21
6,20
6,20
6,20
6,19
6,19
6,18
6,17
6,17
6,16
6,15
6,14
6,13
6,12
6,11
6,10
5,9
5,9
5,8
5,8
5,8
5,8
5,8
5,8
5,9
5,9
4,10
4,11
4,11
4,12
4,13
4,14
4,15
4,16
5,17
5,18
5,19
5,20
5,21
5,22
6,23
6,23
6,24
6,24
7,24
7,24
7,24
7,23
7,22
6,22
6,21
6,20
6,19
6,19
6,18
5,17
5,17
5,17
5,16
5,16
5,16
5,16
5,16
5,16
5,16
6,17
6,17
6,18
6,18
6,19
9,31
9,32
10,32
10,33
10,32
10,32
10,31
10,30
10,30
10,29
10,30
10,30
11,31
11,33
11,35
12,37
12,39
12,41
13,43
13,43
13,44
13,43
13,42
12,40
12,38
11,36
10,33
10,30
9,28
8,25
7,23
7,22
6,21
6,20
6,21
6,21
7,23
7,24
8,26
8,27
8,29
8,30
8,30
8,31
8,30
8,30
7,29
7,27
7,26
6,25
6,24
6,24
6,23
6,23
6,23
6,23
7,24
7,24
7,24
7,24
7,24
7,24
8,24
8,24
8,23
8,23
8,23
8,23
8,22
8,22
8,22
7,22
7,22
7,22
6,22
6,22
6,21
6,21
6,20
6,19
6,18
7,17
7,16
7,15
7,14
6,12
6,11
6,10
5,9
5,8
5,7
5,7
5,6
5,6
5,6
5,7
5,7
5,8
5,9
5,11
5,12
5,13
5,15
5,16
5,17
4,18
4,18
4,19
4,19
5,20
5,20
5,21
5,22
5,23
6,24
6,25
7,26
7,26
7,26
7,26
6,25
6,24
6,23
5,22
5,21
5,21
5,21
5,21
5,21
5,21
5,22
5,22
6,22
6,22
6,22
7,23
7,23
7,23
7,24
7,25
8,26
8,27
8,28
9,30
11,39
11,41
12,43
12,44
12,44
12,43
12,42
11,41
11,39
11,38
11,38
11,38
11,39
12,40
12,41
12,43
13,44
13,44
13,44
13,43
13,42
12,40
12,38
12,36
11,33
10,31
10,30
9,28
8,27
8,26
7,24
7,23
6,23
6,22
6,22
6,23
7,23
7,24
7,25
7,26
7,27
7,27
7,27
6,26
6,25
6,24
6,24
6,23
6,22
7,22
7,23
7,23
8,25
8,26
9,28
9,29
9,30
9,31
9,32
9,31
9,31
8,30
8,28
7,27
7,25
7,24
7,23
7,23
7,23
7,23
7,24
7,24
7,24
6,24
6,24
6,24
6,24
5,23
5,22
5,21
5,21
5,20
5,19
5,18
5,17
5,16
5,15
5,14
5,13
5,13
5,13
5,13
5,13
5,13
5,13
5,14
5,15
5,17
5,18
6,20
6,21
6,22
6,24
6,24
5,25
5,25
5,24
5,24
5,23
5,23
5,23
6,24
6,25
7,27
7,29
8,31
8,32
8,33
8,33
8,33
7,31
7,29
6,26
5,24
5,22
5,21
5,20
5,20
5,20
5,21
5,21
5,22
6,22
6,22
7,22
7,22
8,23
8,24
8,25
9,27
9,29
10,32
10,34
10,37
12,42
12,44
12,46
12,47
13,48
13,48
13,47
13,47
13,46
13,45
13,44
13,44
13,44
13,44
13,44
14,44
14,44
13,43
13,42
12,40
12,39
11,37
10,35
9,33
9,32
8,32
8,31
7,31
7,31
7,30
7,29
7,28
6,27
6,26
6,25
6,25
7,24
7,24
6,24
6,23
6,23
6,22
5,21
5,21
5,20
5,20
6,20
6,20
7,20
7,21
8,22
8,24
8,26
9,28
9,30
10,32
10,34
10,34
10,34
9,33
9,31
8,28
7,26
6,23
6,21
5,19
5,18
5,17
5,18
5,18
5,20
5,21
5,22
5,22
5,22
5,21
5,20
5,19
5,18
5,18
5,17
5,17
5,16
5,15
4,14
4,14
4,13
4,13
4,12
4,13
5,13
5,13
5,14
5,15
5,16
6,17
6,19
6,21
7,23
7,25
8,27
8,28
8,29
7,29
7,29
7,29
6,29
6,28
6,28
6,28
6,28
7,29
8,30
8,31
9,34
10,36
10,38
11,40
11,41
11,41
10,40
10,37
9,34
8,30
7,27
6,24
6,22
5,21
5,20
5,20
5,20
5,20
6,20
6,20
6,21
7,22
7,23
8,25
9,28
10,30
10,33
11,35
11,37
12,40
12,43
12,44
13,46
14,48
15,49
16,50
16,50
16,50
16,50
16,50
15,49
15,49
15,48
15,48
14,47
14,47
14,46
13,46
13,45
12,44
12,42
11,41
10,39
10,38
9,37
9,37
9,37
9,36
9,35
8,34
8,32
8,30
7,29
7,27
7,26
7,26
7,25
7,25
7,25
7,25
7,24
7,24
6,23
6,22
6,21
6,20
6,20
6,20
7,20
7,20
7,20
7,21
7,21
7,22
7,24
7,25
7,25
7,24
7,23
6,21
6,19
6,18
5,17
5,17
5,17
5,17
6,18
6,19
6,21
7,23
7,25
7,26
7,27
6,26
6,25
5,22
5,20
5,18
5,17
5,16
5,16
5,16
5,16
5,15
5,15
5,15
5,16
5,16
5,17
5,18
5,19
5,19
5,19
5,19
5,19
6,20
6,20
6,20
7,21
7,22
7,23
7,24
7,25
7,26
6,26
6,26
5,26
5,26
5,27
5,29
6,30
6,31
7,32
8,32
8,32
9,32
9,33
10,34
10,36
10,38
11,39
11,39
11,38
10,35
10,32
9,28
7,24
6,22
6,20
6,19
6,20
6,20
6,22
7,24
7,26
8,29
9,31
10,34
10,36
11,38
11,39
12,40
12,41
12,42
13,46
14,46
15,48
16,49
17,49
16,49
14,48
12,46
12,45
11,43
11,42
11,41
12,41
12,42
12,43
13,45
13,46
14,47
13,47
13,47
12,45
11,44
11,43
10,42
10,42
10,42
10,42
10,41
10,39
9,37
8,34
8,31
7,28
7,27
6,25
6,24
6,22
6,22
6,22
6,23
7,24
7,24
7,24
7,22
6,20
6,19
6,19
6,19
6,19
6,20
6,20
6,20
6,20
6,21
6,20
6,20
6,18
5,16
5,15
5,13
5,13
5,13
5,15
6,17
6,20
7,23
8,26
8,28
9,29
9,30
9,31
9,31
8,30
8,28
7,26
6,23
6,21
6,20
6,19
6,19
6,20
6,20
6,20
6,20
6,19
6,19
6,20
6,22
6,23
7,25
7,26
7,27
7,27
7,26
7,25
6,24
6,21
5,19
5,17
5,15
5,15
5,16
5,18
5,19
5,20
5,20
5,20
5,21
5,23
5,26
5,29
6,32
6,34
7,35
7,33
7,32
7,31
8,31
9,33
10,36
11,40
12,43
12,43
12,41
11,36
9,29
7,23
6,19
5,17
5,16
5,18
5,21
6,26
8,30
9,35
10,39
10,41
11,43
11,44
12,44
12,45
12,45
12,45
13,45
14,48
15,49
16,50
17,50
16,50
14,48
12,45
11,41
10,38
9,35
9,33
9,33
10,33
10,35
11,37
12,40
12,41
13,42
13,42
12,41
12,41
12,41
11,41
11,40
10,40
10,40
10,40
9,40
9,38
8,36
7,33
7,31
7,29
7,27
6,25
6,23
6,20
5,18
5,19
6,21
7,24
7,26
7,26
7,24
7,21
6,20
6,20
6,21
6,21
6,21
6,20
6,21
6,22
6,22
6,21
6,18
6,16
5,14
5,14
6,15
6,16
6,16
6,16
6,17
6,19
7,22
7,25
8,27
8,29
8,29
8,29
7,27
7,25
6,23
6,21
7,22
8,23
8,26
9,29
10,32
10,33
10,34
10,34
9,34
9,33
9,32
9,32
9,31
9,30
9,30
9,29
8,28
8,28
7,27
7,26
6,25
6,24
5,21
5,19
5,16
5,15
5,15
5,15
5,16
5,16
5,16
5,16
5,17
5,19
5,22
5,26
5,29
6,31
6,32
7,32
7,32
8,32
8,33
10,35
11,39
12,43
