A,B
"(244.432, 254.864]","(244.755, 255.108]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(234.001, 244.432]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(244.755, 255.108]"
"(244.432, 254.864]","(234.402, 244.755]"
"(244.432, 254.864]","(234.402, 244.755]"
"(244.432, 254.864]","(234.402, 244.755]"
"(244.432, 254.864]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
"(234.001, 244.432]","(234.402, 244.755]"
