A,B,C,D,E
"(19.713, 20.504]","(3.668, 9.629]","(-3.086, 4.999]","(30.320999999999998, 62.662]","(131.76999999999998, 225.773]"
"(21.205, 21.863]","(26.577, 27.776]","(22.321, 24.72]","(124.517, 129.912]","(438.772, 464.067]"
"(17.505, 18.282]","(18.117, 18.76]","(10.759, 11.551]","(80.491, 84.095]","(283.812, 296.679]"
"(18.282, 18.859]","(19.575, 20.202]","(14.743, 15.376]","(90.565, 94.742]","(324.655, 333.844]"
"(12.052, 13.808]","(22.417, 23.09]","(13.953, 14.743]","(84.095, 88.107]","(296.679, 307.602]"
"(1.4220000000000002, 10.063]","(29.945, 41.298]","(14.743, 15.376]","(102.495, 105.608]","(346.194, 353.944]"
"(21.205, 21.863]","(20.202, 20.96]","(9.649, 10.759]","(94.742, 96.85]","(307.602, 316.766]"
"(13.808, 14.777]","(15.226, 16.351]","(17.039, 17.999]","(84.095, 88.107]","(307.602, 316.766]"
"(21.863, 22.796]","(25.01, 26.577]","(6.89, 8.559]","(121.074, 124.517]","(384.935, 394.42]"
"(24.791, 26.147]","(26.577, 27.776]","(8.559, 9.649]","(124.517, 129.912]","(404.406, 419.772]"
"(19.713, 20.504]","(23.09, 24.155]","(20.961, 22.321]","(116.221, 121.074]","(419.772, 438.772]"
"(21.205, 21.863]","(27.776, 29.945]","(-3.086, 4.999]","(121.074, 124.517]","(373.921, 384.935]"
"(10.063, 12.052]","(17.283, 18.117]","(16.196, 17.039]","(71.055, 76.44]","(250.766, 272.179]"
"(24.791, 26.147]","(16.351, 17.283]","(6.89, 8.559]","(100.032, 102.495]","(324.655, 333.844]"
"(1.4220000000000002, 10.063]","(18.117, 18.76]","(17.999, 18.736]","(76.44, 80.491]","(283.812, 296.679]"
"(16.68, 17.505]","(26.577, 27.776]","(11.551, 12.337]","(112.325, 116.221]","(373.921, 384.935]"
"(13.808, 14.777]","(12.113, 13.973]","(18.736, 19.752]","(30.320999999999998, 62.662]","(131.76999999999998, 225.773]"
