X,Y
1,"(25.472, 25.797]"
1,"(26.311, 27.224]"
0,"(19.323, 22.079]"
0,"(7.119, 12.329]"
0,"(27.224, 30.548]"
0,"(27.224, 30.548]"
0,"(15.364, 19.323]"
0,"(7.119, 12.329]"
0,"(15.364, 19.323]"
1,"(25.024, 25.251]"
1,"(24.79, 25.024]"
1,"(25.024, 25.251]"
1,"(25.251, 25.472]"
0,"(22.079, 23.359]"
1,"(24.438, 24.615]"
0,"(12.329, 15.364]"
1,"(24.615, 24.79]"
1,"(25.251, 25.472]"
0,"(19.323, 22.079]"
0,"(27.224, 30.548]"
1,"(26.311, 27.224]"
0,"(25.251, 25.472]"
0,"(27.224, 30.548]"
0,"(30.548, 35.02]"
0,"(-9.963, 7.119]"
0,"(7.119, 12.329]"
1,"(23.788, 24.111]"
0,"(35.02, 49.35]"
1,"(25.472, 25.797]"
0,"(7.119, 12.329]"
1,"(23.788, 24.111]"
0,"(-9.963, 7.119]"
1,"(22.079, 23.359]"
0,"(35.02, 49.35]"
1,"(25.251, 25.472]"
0,"(30.548, 35.02]"
0,"(7.119, 12.329]"
1,"(25.251, 25.472]"
0,"(15.364, 19.323]"
0,"(19.323, 22.079]"
1,"(23.788, 24.111]"
0,"(-9.963, 7.119]"
1,"(25.024, 25.251]"
0,"(7.119, 12.329]"
0,"(30.548, 35.02]"
1,"(24.79, 25.024]"
1,"(23.788, 24.111]"
0,"(12.329, 15.364]"
1,"(25.797, 26.311]"
0,"(25.024, 25.251]"
0,"(-9.963, 7.119]"
0,"(30.548, 35.02]"
1,"(25.024, 25.251]"
1,"(27.224, 30.548]"
0,"(12.329, 15.364]"
0,"(30.548, 35.02]"
1,"(24.79, 25.024]"
1,"(23.788, 24.111]"
0,"(15.364, 19.323]"
0,"(15.364, 19.323]"
0,"(22.079, 23.359]"
0,"(-9.963, 7.119]"
0,"(30.548, 35.02]"
1,"(24.111, 24.438]"
1,"(25.797, 26.311]"
0,"(7.119, 12.329]"
0,"(35.02, 49.35]"
0,"(12.329, 15.364]"
0,"(19.323, 22.079]"
0,"(-9.963, 7.119]"
0,"(15.364, 19.323]"
1,"(25.024, 25.251]"
1,"(25.472, 25.797]"
0,"(30.548, 35.02]"
0,"(7.119, 12.329]"
1,"(25.024, 25.251]"
1,"(24.111, 24.438]"
1,"(25.472, 25.797]"
0,"(22.079, 23.359]"
0,"(15.364, 19.323]"
0,"(35.02, 49.35]"
0,"(27.224, 30.548]"
1,"(25.251, 25.472]"
1,"(24.438, 24.615]"
1,"(23.788, 24.111]"
1,"(25.472, 25.797]"
1,"(23.359, 23.788]"
1,"(25.251, 25.472]"
0,"(35.02, 49.35]"
1,"(23.788, 24.111]"
1,"(25.797, 26.311]"
0,"(12.329, 15.364]"
1,"(25.024, 25.251]"
1,"(24.615, 24.79]"
0,"(7.119, 12.329]"
1,"(25.251, 25.472]"
1,"(23.788, 24.111]"
0,"(27.224, 30.548]"
1,"(24.79, 25.024]"
1,"(23.788, 24.111]"
1,"(24.438, 24.615]"
0,"(22.079, 23.359]"
1,"(25.472, 25.797]"
1,"(24.111, 24.438]"
0,"(27.224, 30.548]"
