A,B,C,D,E
"(19.623, 21.605]","(9.402, 13.609]","(4.976, 8.635]","(82.723, 90.696]","(270.523, 294.95]"
"(21.605, 23.774]","(23.785, 26.049]","(13.337, 15.33]","(114.445, 123.532]","(390.719, 415.543]"
"(15.653, 17.792]","(30.283, 42.68]","(8.635, 11.354]","(135.996, 172.911]","(415.543, 457.139]"
"(17.792, 19.623]","(13.609, 15.977]","(13.337, 15.33]","(90.696, 97.511]","(294.95, 320.304]"
"(9.778, 12.882]","(17.669, 19.648]","(25.698, 43.397]","(74.584, 82.723]","(320.304, 342.117]"
"(-4.7700000000000005, 9.778]","(21.691, 23.785]","(19.406, 22.211]","(60.759, 74.584]","(227.459, 270.523]"
"(21.605, 23.774]","(13.609, 15.977]","(11.354, 13.337]","(90.696, 97.511]","(294.95, 320.304]"
"(12.882, 15.653]","(30.283, 42.68]","(13.337, 15.33]","(114.445, 123.532]","(361.02, 390.719]"
"(21.605, 23.774]","(13.609, 15.977]","(25.698, 43.397]","(90.696, 97.511]","(342.117, 361.02]"
"(26.834, 29.565]","(21.691, 23.785]","(11.354, 13.337]","(123.532, 135.996]","(415.543, 457.139]"
"(19.623, 21.605]","(17.669, 19.648]","(17.06, 19.406]","(82.723, 90.696]","(320.304, 342.117]"
"(21.605, 23.774]","(19.648, 21.691]","(22.211, 25.698]","(106.315, 114.445]","(390.719, 415.543]"
"(-4.7700000000000005, 9.778]","(17.669, 19.648]","(17.06, 19.406]","(60.759, 74.584]","(270.523, 294.95]"
"(23.774, 26.834]","(30.283, 42.68]","(8.635, 11.354]","(135.996, 172.911]","(457.139, 565.656]"
"(-4.7700000000000005, 9.778]","(23.785, 26.049]","(17.06, 19.406]","(82.723, 90.696]","(294.95, 320.304]"
"(15.653, 17.792]","(30.283, 42.68]","(13.337, 15.33]","(114.445, 123.532]","(390.719, 415.543]"
"(9.778, 12.882]","(30.283, 42.68]","(15.33, 17.06]","(123.532, 135.996]","(415.543, 457.139]"
"(19.623, 21.605]","(9.402, 13.609]","(19.406, 22.211]","(60.759, 74.584]","(270.523, 294.95]"
"(17.792, 19.623]","(13.609, 15.977]","(13.337, 15.33]","(90.696, 97.511]","(320.304, 342.117]"
"(-4.7700000000000005, 9.778]","(21.691, 23.785]","(8.635, 11.354]","(82.723, 90.696]","(270.523, 294.95]"
"(12.882, 15.653]","(26.049, 30.283]","(19.406, 22.211]","(123.532, 135.996]","(415.543, 457.139]"
"(-4.7700000000000005, 9.778]","(17.669, 19.648]","(17.06, 19.406]","(60.759, 74.584]","(227.459, 270.523]"
"(12.882, 15.653]","(30.283, 42.68]","(19.406, 22.211]","(123.532, 135.996]","(457.139, 565.656]"
"(21.605, 23.774]","(9.402, 13.609]","(13.337, 15.33]","(97.511, 106.315]","(342.117, 361.02]"
