A,B,C,D,E
"(19.846, 20.351]","(17.422, 17.968]","(14.001, 14.508]","(98.098, 99.786]","(339.94, 345.849]"
"(21.331, 21.752]","(31.033, 40.656]","(8.803, 9.554]","(139.93, 181.314]","(466.298, 617.035]"
"(17.456, 18.043]","(18.568, 19.034]","(6.197, 7.577]","(90.831, 92.715]","(294.297, 301.181]"
"(18.478, 18.887]","(14.186, 14.918]","(18.832, 19.396]","(65.786, 71.235]","(256.598, 268.003]"
"(12.141, 13.376]","(13.416, 14.186]","(-4.347, 4.397]","(57.92, 65.786]","(216.074, 240.709]"
"(1.4220000000000002, 8.556]","(11.001, 12.292]","(20.0, 20.714]","(24.017999999999997, 57.92]","(216.074, 240.709]"
"(21.331, 21.752]","(13.416, 14.186]","(24.129, 26.077]","(92.715, 94.311]","(351.09, 356.484]"
"(14.258, 14.875]","(25.871, 26.877]","(17.671, 18.255]","(119.757, 122.652]","(424.431, 433.322]"
"(22.364, 22.86]","(27.726, 28.881]","(21.431, 22.536]","(128.692, 133.638]","(446.851, 466.298]"
"(24.929, 25.866]","(1.586, 9.212]","(20.0, 20.714]","(71.235, 74.817]","(268.003, 278.491]"
"(19.846, 20.351]","(23.284, 23.941]","(18.832, 19.396]","(105.083, 107.151]","(375.854, 384.087]"
"(21.331, 21.752]","(14.186, 14.918]","(20.714, 21.431]","(88.739, 90.831]","(327.295, 333.515]"
"(10.704, 12.141]","(14.918, 15.614]","(7.577, 8.803]","(71.235, 74.817]","(240.709, 256.598]"
"(24.23, 24.929]","(17.422, 17.968]","(15.997, 16.541]","(109.695, 111.744]","(375.854, 384.087]"
"(8.556, 10.704]","(9.212, 11.001]","(9.554, 10.276]","(24.017999999999997, 57.92]","(104.419, 216.074]"
"(16.963, 17.456]","(21.526, 22.154]","(11.042, 11.631]","(92.715, 94.311]","(321.785, 327.295]"
"(13.376, 14.258]","(15.614, 16.256]","(19.396, 20.0]","(74.817, 78.85]","(286.635, 294.297]"
"(19.846, 20.351]","(14.918, 15.614]","(19.396, 20.0]","(88.739, 90.831]","(327.295, 333.515]"
"(18.887, 19.473]","(15.614, 16.256]","(12.029, 12.542]","(81.795, 84.376]","(286.635, 294.297]"
"(10.704, 12.141]","(24.539, 25.232]","(18.832, 19.396]","(101.657, 103.245]","(356.484, 362.418]"
"(15.737, 16.43]","(16.256, 16.859]","(10.276, 11.042]","(65.786, 71.235]","(240.709, 256.598]"
"(10.704, 12.141]","(31.033, 40.656]","(18.832, 19.396]","(122.652, 125.548]","(414.899, 424.431]"
"(15.737, 16.43]","(20.519, 21.054]","(13.025, 13.566]","(81.795, 84.376]","(278.491, 286.635]"
