A,B,C,D,E
"(19.785, 20.439]","(19.44, 19.973]","(23.632, 32.213]","(97.424, 99.701]","(372.439, 383.284]"
"(21.044, 21.61]","(16.559, 17.359]","(14.294, 14.953]","(92.384, 94.926]","(319.567, 329.079]"
"(18.0, 18.608]","(23.449, 24.182]","(8.44, 9.692]","(109.413, 111.926]","(356.531, 363.874]"
"(18.608, 19.109]","(21.777, 22.558]","(11.686, 12.332]","(99.701, 101.863]","(329.079, 337.027]"
"(13.523, 14.958]","(22.558, 23.449]","(21.44, 23.632]","(92.384, 94.926]","(344.845, 351.309]"
"(4.518, 11.718]","(19.44, 19.973]","(14.953, 15.647]","(40.257000000000005, 70.072]","(253.709, 270.42]"
"(21.044, 21.61]","(26.285, 28.131]","(16.897, 17.593]","(119.052, 123.436]","(406.057, 419.283]"
"(14.958, 15.79]","(25.325, 26.285]","(18.404, 19.19]","(101.863, 103.792]","(356.531, 363.874]"
"(21.61, 22.36]","(18.771, 19.44]","(23.632, 32.213]","(103.792, 106.945]","(383.284, 395.238]"
"(23.996, 25.108]","(18.15, 18.771]","(12.881, 13.762]","(111.926, 115.577]","(372.439, 383.284]"
"(19.785, 20.439]","(24.182, 25.325]","(10.625, 11.686]","(101.863, 103.792]","(344.845, 351.309]"
"(21.044, 21.61]","(18.15, 18.771]","(8.44, 9.692]","(97.424, 99.701]","(319.567, 329.079]"
"(11.718, 13.523]","(23.449, 24.182]","(17.593, 18.404]","(97.424, 99.701]","(344.845, 351.309]"
"(23.996, 25.108]","(16.559, 17.359]","(12.332, 12.881]","(92.384, 94.926]","(319.567, 329.079]"
"(4.518, 11.718]","(18.771, 19.44]","(11.686, 12.332]","(76.905, 80.102]","(253.709, 270.42]"
"(17.468, 18.0]","(18.771, 19.44]","(12.881, 13.762]","(94.926, 97.424]","(329.079, 337.027]"
"(13.523, 14.958]","(13.291, 14.674]","(14.294, 14.953]","(76.905, 80.102]","(270.42, 285.8]"
"(19.785, 20.439]","(19.973, 20.602]","(8.44, 9.692]","(97.424, 99.701]","(319.567, 329.079]"
"(19.109, 19.785]","(25.325, 26.285]","(14.294, 14.953]","(111.926, 115.577]","(383.284, 395.238]"
"(11.718, 13.523]","(28.131, 37.748]","(21.44, 23.632]","(123.436, 132.148]","(441.633, 527.248]"
"(16.779, 17.468]","(17.359, 18.15]","(10.625, 11.686]","(80.102, 84.245]","(270.42, 285.8]"
"(11.718, 13.523]","(19.44, 19.973]","(17.593, 18.404]","(84.245, 86.858]","(304.498, 312.687]"
"(16.779, 17.468]","(24.182, 25.325]","(-0.345, 6.894]","(101.863, 103.792]","(329.079, 337.027]"
"(21.61, 22.36]","(16.559, 17.359]","(9.692, 10.625]","(89.839, 92.384]","(296.432, 304.498]"
"(11.718, 13.523]","(28.131, 37.748]","(-0.345, 6.894]","(94.926, 97.424]","(270.42, 285.8]"
"(28.013, 35.51]","(16.559, 17.359]","(16.897, 17.593]","(103.792, 106.945]","(356.531, 363.874]"
"(17.468, 18.0]","(20.602, 21.159]","(16.897, 17.593]","(92.384, 94.926]","(329.079, 337.027]"
"(23.237, 23.996]","(28.131, 37.748]","(6.894, 8.44]","(132.148, 161.248]","(419.283, 441.633]"
"(28.013, 35.51]","(15.594, 16.559]","(-0.345, 6.894]","(109.413, 111.926]","(337.027, 344.845]"
"(11.718, 13.523]","(19.44, 19.973]","(10.625, 11.686]","(70.072, 76.905]","(253.709, 270.42]"
"(17.468, 18.0]","(19.973, 20.602]","(17.593, 18.404]","(94.926, 97.424]","(329.079, 337.027]"
"(18.0, 18.608]","(20.602, 21.159]","(10.625, 11.686]","(89.839, 92.384]","(304.498, 312.687]"
"(14.958, 15.79]","(18.15, 18.771]","(-0.345, 6.894]","(84.245, 86.858]","(270.42, 285.8]"
"(25.108, 26.192]","(15.594, 16.559]","(16.206, 16.897]","(97.424, 99.701]","(344.845, 351.309]"
"(18.608, 19.109]","(5.872999999999999, 11.207]","(23.632, 32.213]","(40.257000000000005, 70.072]","(253.709, 270.42]"
"(26.192, 28.013]","(18.15, 18.771]","(17.593, 18.404]","(99.701, 101.863]","(356.531, 363.874]"
"(16.779, 17.468]","(19.44, 19.973]","(12.881, 13.762]","(92.384, 94.926]","(312.687, 319.567]"
"(21.61, 22.36]","(19.973, 20.602]","(23.632, 32.213]","(109.413, 111.926]","(406.057, 419.283]"
"(17.468, 18.0]","(22.558, 23.449]","(14.953, 15.647]","(94.926, 97.424]","(337.027, 344.845]"
"(17.468, 18.0]","(21.159, 21.777]","(19.19, 20.315]","(99.701, 101.863]","(356.531, 363.874]"
"(21.044, 21.61]","(13.291, 14.674]","(17.593, 18.404]","(76.905, 80.102]","(285.8, 296.432]"
"(22.36, 23.237]","(5.872999999999999, 11.207]","(20.315, 21.44]","(70.072, 76.905]","(270.42, 285.8]"
"(14.958, 15.79]","(18.15, 18.771]","(17.593, 18.404]","(84.245, 86.858]","(304.498, 312.687]"
"(15.79, 16.779]","(18.15, 18.771]","(-0.345, 6.894]","(94.926, 97.424]","(296.432, 304.498]"
"(15.79, 16.779]","(21.777, 22.558]","(10.625, 11.686]","(106.945, 109.413]","(351.309, 356.531]"
"(19.109, 19.785]","(25.325, 26.285]","(14.953, 15.647]","(111.926, 115.577]","(395.238, 406.057]"
"(11.718, 13.523]","(18.15, 18.771]","(8.44, 9.692]","(76.905, 80.102]","(270.42, 285.8]"
"(18.608, 19.109]","(17.359, 18.15]","(16.897, 17.593]","(86.858, 89.839]","(312.687, 319.567]"
"(25.108, 26.192]","(17.359, 18.15]","(17.593, 18.404]","(99.701, 101.863]","(344.845, 351.309]"
"(11.718, 13.523]","(24.182, 25.325]","(-0.345, 6.894]","(106.945, 109.413]","(329.079, 337.027]"
"(18.608, 19.109]","(18.15, 18.771]","(10.625, 11.686]","(94.926, 97.424]","(312.687, 319.567]"
"(28.013, 35.51]","(18.15, 18.771]","(23.632, 32.213]","(109.413, 111.926]","(406.057, 419.283]"
"(16.779, 17.468]","(15.594, 16.559]","(11.686, 12.332]","(76.905, 80.102]","(270.42, 285.8]"
"(14.958, 15.79]","(5.872999999999999, 11.207]","(21.44, 23.632]","(40.257000000000005, 70.072]","(151.424, 253.709]"
