X,Y
0,"(26.15, 27.859]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
0,"(17.603, 19.312]"
1,"(24.44, 26.15]"
0,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
0,"(17.603, 19.312]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
0,"(10.766, 12.475]"
1,"(26.15, 27.859]"
0,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(26.15, 27.859]"
0,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(21.022, 22.731]"
0,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(17.603, 19.312]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
0,"(29.568, 31.278]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(21.022, 22.731]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(19.312, 21.022]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(22.731, 24.44]"
0,"(27.859, 29.568]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(14.185, 15.894]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
0,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(9.057, 10.766]"
1,"(24.44, 26.15]"
0,"(5.638, 7.347]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
0,"(9.057, 10.766]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
0,"(24.44, 26.15]"
0,"(7.347, 9.057]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
0,"(14.185, 15.894]"
1,"(21.022, 22.731]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
0,"(14.185, 15.894]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
0,"(14.185, 15.894]"
0,"(19.312, 21.022]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(26.15, 27.859]"
0,"(14.185, 15.894]"
1,"(24.44, 26.15]"
0,"(19.312, 21.022]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(31.278, 32.987]"
0,"(19.312, 21.022]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
0,"(17.603, 19.312]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
0,"(14.185, 15.894]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
0,"(24.44, 26.15]"
1,"(22.731, 24.44]"
0,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(10.766, 12.475]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
0,"(10.766, 12.475]"
0,"(14.185, 15.894]"
1,"(24.44, 26.15]"
0,"(17.603, 19.312]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
0,"(14.185, 15.894]"
0,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
0,"(32.987, 34.696]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
0,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
0,"(29.568, 31.278]"
1,"(22.731, 24.44]"
0,"(15.894, 17.603]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(21.022, 22.731]"
0,"(27.859, 29.568]"
1,"(24.44, 26.15]"
0,"(12.475, 14.185]"
1,"(22.731, 24.44]"
1,"(26.15, 27.859]"
0,"(17.603, 19.312]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(21.022, 22.731]"
1,"(24.44, 26.15]"
0,"(21.022, 22.731]"
0,"(10.766, 12.475]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
0,"(38.115, 39.824]"
0,"(17.603, 19.312]"
1,"(22.731, 24.44]"
0,"(12.475, 14.185]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(24.44, 26.15]"
0,"(17.603, 19.312]"
1,"(24.44, 26.15]"
0,"(14.185, 15.894]"
1,"(24.44, 26.15]"
0,"(15.894, 17.603]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
0,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(26.15, 27.859]"
1,"(22.731, 24.44]"
0,"(5.638, 7.347]"
1,"(24.44, 26.15]"
0,"(26.15, 27.859]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
0,"(29.568, 31.278]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
0,"(2.177, 3.929]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
0,"(14.185, 15.894]"
1,"(22.731, 24.44]"
1,"(24.44, 26.15]"
0,"(2.177, 3.929]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
1,"(24.44, 26.15]"
0,"(21.022, 22.731]"
1,"(24.44, 26.15]"
1,"(21.022, 22.731]"
1,"(24.44, 26.15]"
0,"(15.894, 17.603]"
1,"(24.44, 26.15]"
