X,Y
0,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
0,"(15.039, 19.312]"
1,"(23.586, 27.859]"
0,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
0,"(15.039, 19.312]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(19.312, 23.586]"
1,"(23.586, 27.859]"
0,"(10.766, 15.039]"
1,"(23.586, 27.859]"
0,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(19.312, 23.586]"
1,"(19.312, 23.586]"
1,"(23.586, 27.859]"
0,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(19.312, 23.586]"
0,"(19.312, 23.586]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
0,"(15.039, 19.312]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
0,"(27.859, 32.132]"
1,"(23.586, 27.859]"
1,"(19.312, 23.586]"
1,"(23.586, 27.859]"
0,"(19.312, 23.586]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
0,"(19.312, 23.586]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(19.312, 23.586]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(23.586, 27.859]"
1,"(19.312, 23.586]"
1,"(23.586, 27.859]"
0,"(19.312, 23.586]"
0,"(27.859, 32.132]"
1,"(23.586, 27.859]"
