A,B,C,D,E
"(19.08, 20.505]","(21.067, 22.519]","(12.062, 13.496]","(105.609, 110.965]","(359.811, 375.784]"
"(20.505, 21.93]","(21.067, 22.519]","(12.062, 13.496]","(100.253, 105.609]","(343.838, 359.811]"
"(19.08, 20.505]","(18.163, 19.615]","(16.366, 17.8]","(89.542, 94.898]","(327.865, 343.838]"
"(19.08, 20.505]","(18.163, 19.615]","(13.496, 14.931]","(94.898, 100.253]","(327.865, 343.838]"
"(16.231, 17.656]","(19.615, 21.067]","(13.496, 14.931]","(94.898, 100.253]","(327.865, 343.838]"
"(14.795, 16.231]","(23.971, 25.423]","(16.366, 17.8]","(100.253, 105.609]","(343.838, 359.811]"
"(20.505, 21.93]","(22.519, 23.971]","(12.062, 13.496]","(110.965, 116.32]","(359.811, 375.784]"
"(17.656, 19.08]","(18.163, 19.615]","(12.062, 13.496]","(89.542, 94.898]","(311.892, 327.865]"
"(20.505, 21.93]","(16.711, 18.163]","(16.366, 17.8]","(94.898, 100.253]","(327.865, 343.838]"
"(20.505, 21.93]","(22.519, 23.971]","(9.181, 10.627]","(105.609, 110.965]","(343.838, 359.811]"
"(19.08, 20.505]","(19.615, 21.067]","(14.931, 16.366]","(100.253, 105.609]","(343.838, 359.811]"
"(20.505, 21.93]","(16.711, 18.163]","(14.931, 16.366]","(89.542, 94.898]","(311.892, 327.865]"
"(16.231, 17.656]","(18.163, 19.615]","(12.062, 13.496]","(84.187, 89.542]","(295.919, 311.892]"
"(20.505, 21.93]","(21.067, 22.519]","(14.931, 16.366]","(105.609, 110.965]","(375.784, 391.757]"
"(16.231, 17.656]","(21.067, 22.519]","(16.366, 17.8]","(100.253, 105.609]","(343.838, 359.811]"
"(17.656, 19.08]","(19.615, 21.067]","(13.496, 14.931]","(94.898, 100.253]","(327.865, 343.838]"
"(17.656, 19.08]","(16.711, 18.163]","(17.8, 19.235]","(84.187, 89.542]","(311.892, 327.865]"
"(19.08, 20.505]","(18.163, 19.615]","(13.496, 14.931]","(89.542, 94.898]","(311.892, 327.865]"
"(19.08, 20.505]","(18.163, 19.615]","(10.627, 12.062]","(94.898, 100.253]","(311.892, 327.865]"
"(16.231, 17.656]","(16.711, 18.163]","(13.496, 14.931]","(78.788, 84.187]","(279.819, 295.919]"
"(17.656, 19.08]","(18.163, 19.615]","(17.8, 19.235]","(94.898, 100.253]","(327.865, 343.838]"
"(16.231, 17.656]","(18.163, 19.615]","(13.496, 14.931]","(84.187, 89.542]","(295.919, 311.892]"
"(17.656, 19.08]","(19.615, 21.067]","(17.8, 19.235]","(89.542, 94.898]","(327.865, 343.838]"
