A,B,C,D,E
"(20.006, 21.555]","(20.724, 22.318]","(10.49, 12.118]","(100.79, 106.76]","(331.226, 350.402]"
"(20.006, 21.555]","(19.131, 20.724]","(13.746, 15.374]","(100.79, 106.76]","(331.226, 350.402]"
"(18.456, 20.006]","(20.724, 22.318]","(13.746, 15.374]","(100.79, 106.76]","(331.226, 350.402]"
"(18.456, 20.006]","(20.724, 22.318]","(13.746, 15.374]","(100.79, 106.76]","(350.402, 369.579]"
"(16.907, 18.456]","(20.724, 22.318]","(10.49, 12.118]","(100.79, 106.76]","(331.226, 350.402]"
"(13.795, 15.357]","(20.724, 22.318]","(17.002, 18.629]","(88.85, 94.82]","(312.05, 331.226]"
"(20.006, 21.555]","(20.724, 22.318]","(13.746, 15.374]","(100.79, 106.76]","(350.402, 369.579]"
"(16.907, 18.456]","(23.912, 25.506]","(12.118, 13.746]","(100.79, 106.76]","(350.402, 369.579]"
"(20.006, 21.555]","(17.537, 19.131]","(13.746, 15.374]","(94.82, 100.79]","(312.05, 331.226]"
"(21.555, 23.105]","(19.131, 20.724]","(12.118, 13.746]","(100.79, 106.76]","(331.226, 350.402]"
"(18.456, 20.006]","(19.131, 20.724]","(15.374, 17.002]","(100.79, 106.76]","(350.402, 369.579]"
"(20.006, 21.555]","(19.131, 20.724]","(10.49, 12.118]","(94.82, 100.79]","(312.05, 331.226]"
"(16.907, 18.456]","(19.131, 20.724]","(17.002, 18.629]","(88.85, 94.82]","(331.226, 350.402]"
"(21.555, 23.105]","(19.131, 20.724]","(15.374, 17.002]","(106.76, 112.73]","(369.579, 388.755]"
"(15.357, 16.907]","(19.131, 20.724]","(15.374, 17.002]","(88.85, 94.82]","(312.05, 331.226]"
"(18.456, 20.006]","(20.724, 22.318]","(13.746, 15.374]","(100.79, 106.76]","(331.226, 350.402]"
"(16.907, 18.456]","(17.537, 19.131]","(17.002, 18.629]","(88.85, 94.82]","(331.226, 350.402]"
"(20.006, 21.555]","(19.131, 20.724]","(12.118, 13.746]","(100.79, 106.76]","(331.226, 350.402]"
"(18.456, 20.006]","(20.724, 22.318]","(15.374, 17.002]","(100.79, 106.76]","(350.402, 369.579]"
"(15.357, 16.907]","(19.131, 20.724]","(13.746, 15.374]","(88.85, 94.82]","(312.05, 331.226]"
"(18.456, 20.006]","(19.131, 20.724]","(15.374, 17.002]","(94.82, 100.79]","(331.226, 350.402]"
"(16.907, 18.456]","(15.943, 17.537]","(15.374, 17.002]","(82.879, 88.85]","(292.874, 312.05]"
"(18.456, 20.006]","(14.337, 15.943]","(15.374, 17.002]","(82.879, 88.85]","(292.874, 312.05]"
"(20.006, 21.555]","(19.131, 20.724]","(12.118, 13.746]","(94.82, 100.79]","(331.226, 350.402]"
"(16.907, 18.456]","(17.537, 19.131]","(13.746, 15.374]","(82.879, 88.85]","(292.874, 312.05]"
"(23.105, 24.655]","(17.537, 19.131]","(13.746, 15.374]","(100.79, 106.76]","(331.226, 350.402]"
"(18.456, 20.006]","(19.131, 20.724]","(10.49, 12.118]","(94.82, 100.79]","(312.05, 331.226]"
"(20.006, 21.555]","(20.724, 22.318]","(12.118, 13.746]","(100.79, 106.76]","(350.402, 369.579]"
"(23.105, 24.655]","(19.131, 20.724]","(15.374, 17.002]","(106.76, 112.73]","(369.579, 388.755]"
"(15.357, 16.907]","(15.943, 17.537]","(13.746, 15.374]","(76.861, 82.879]","(273.544, 292.874]"
"(18.456, 20.006]","(17.537, 19.131]","(15.374, 17.002]","(88.85, 94.82]","(312.05, 331.226]"
"(18.456, 20.006]","(22.318, 23.912]","(15.374, 17.002]","(112.73, 118.701]","(388.755, 407.931]"
"(16.907, 18.456]","(17.537, 19.131]","(17.002, 18.629]","(88.85, 94.82]","(312.05, 331.226]"
"(21.555, 23.105]","(19.131, 20.724]","(13.746, 15.374]","(100.79, 106.76]","(331.226, 350.402]"
"(18.456, 20.006]","(17.537, 19.131]","(15.374, 17.002]","(94.82, 100.79]","(331.226, 350.402]"
"(21.555, 23.105]","(19.131, 20.724]","(15.374, 17.002]","(100.79, 106.76]","(350.402, 369.579]"
"(18.456, 20.006]","(23.912, 25.506]","(10.49, 12.118]","(106.76, 112.73]","(350.402, 369.579]"
"(20.006, 21.555]","(20.724, 22.318]","(12.118, 13.746]","(100.79, 106.76]","(350.402, 369.579]"
"(18.456, 20.006]","(17.537, 19.131]","(10.49, 12.118]","(88.85, 94.82]","(292.874, 312.05]"
"(18.456, 20.006]","(19.131, 20.724]","(12.118, 13.746]","(100.79, 106.76]","(331.226, 350.402]"
"(20.006, 21.555]","(22.318, 23.912]","(15.374, 17.002]","(106.76, 112.73]","(369.579, 388.755]"
"(20.006, 21.555]","(19.131, 20.724]","(13.746, 15.374]","(94.82, 100.79]","(331.226, 350.402]"
"(16.907, 18.456]","(19.131, 20.724]","(13.746, 15.374]","(94.82, 100.79]","(331.226, 350.402]"
"(16.907, 18.456]","(20.724, 22.318]","(17.002, 18.629]","(94.82, 100.79]","(350.402, 369.579]"
"(18.456, 20.006]","(20.724, 22.318]","(13.746, 15.374]","(100.79, 106.76]","(331.226, 350.402]"
"(18.456, 20.006]","(17.537, 19.131]","(10.49, 12.118]","(94.82, 100.79]","(312.05, 331.226]"
"(16.907, 18.456]","(20.724, 22.318]","(12.118, 13.746]","(94.82, 100.79]","(331.226, 350.402]"
"(18.456, 20.006]","(19.131, 20.724]","(13.746, 15.374]","(94.82, 100.79]","(331.226, 350.402]"
"(21.555, 23.105]","(19.131, 20.724]","(17.002, 18.629]","(100.79, 106.76]","(369.579, 388.755]"
"(16.907, 18.456]","(20.724, 22.318]","(10.49, 12.118]","(94.82, 100.79]","(312.05, 331.226]"
"(18.456, 20.006]","(19.131, 20.724]","(13.746, 15.374]","(94.82, 100.79]","(331.226, 350.402]"
"(23.105, 24.655]","(17.537, 19.131]","(13.746, 15.374]","(100.79, 106.76]","(350.402, 369.579]"
"(18.456, 20.006]","(20.724, 22.318]","(12.118, 13.746]","(100.79, 106.76]","(331.226, 350.402]"
"(16.907, 18.456]","(20.724, 22.318]","(13.746, 15.374]","(94.82, 100.79]","(331.226, 350.402]"
"(20.006, 21.555]","(20.724, 22.318]","(13.746, 15.374]","(100.79, 106.76]","(350.402, 369.579]"
"(18.456, 20.006]","(19.131, 20.724]","(15.374, 17.002]","(94.82, 100.79]","(331.226, 350.402]"
"(21.555, 23.105]","(22.318, 23.912]","(10.49, 12.118]","(106.76, 112.73]","(350.402, 369.579]"
"(15.357, 16.907]","(20.724, 22.318]","(15.374, 17.002]","(94.82, 100.79]","(331.226, 350.402]"
