A,B,C,D,E
"(19.936, 20.506]","(19.61, 20.248]","(16.088, 16.727]","(102.06, 104.272]","(350.134, 356.587]"
"(20.506, 21.076]","(20.248, 20.885]","(16.088, 16.727]","(104.272, 106.485]","(356.587, 363.041]"
"(18.796, 19.366]","(20.885, 21.523]","(18.006, 18.646]","(99.847, 102.06]","(350.134, 356.587]"
"(19.366, 19.936]","(20.885, 21.523]","(17.367, 18.006]","(102.06, 104.272]","(356.587, 363.041]"
"(17.086, 17.656]","(17.059, 17.697]","(14.809, 15.448]","(86.573, 88.785]","(304.957, 311.411]"
"(14.797, 15.376]","(22.799, 23.436]","(11.611, 12.251]","(102.06, 104.272]","(343.68, 350.134]"
"(20.506, 21.076]","(18.335, 18.972]","(14.169, 14.809]","(97.635, 99.847]","(337.226, 343.68]"
"(18.226, 18.796]","(18.972, 19.61]","(14.169, 14.809]","(93.21, 95.422]","(324.319, 330.772]"
"(20.506, 21.076]","(21.523, 22.161]","(14.809, 15.448]","(104.272, 106.485]","(356.587, 363.041]"
"(21.646, 22.216]","(16.421, 17.059]","(18.006, 18.646]","(95.422, 97.635]","(337.226, 343.68]"
"(19.936, 20.506]","(22.799, 23.436]","(12.89, 13.53]","(106.485, 108.697]","(363.041, 369.495]"
"(20.506, 21.076]","(18.335, 18.972]","(16.727, 17.367]","(93.21, 95.422]","(330.772, 337.226]"
"(16.516, 17.086]","(18.335, 18.972]","(18.646, 19.285]","(88.785, 90.997]","(324.319, 330.772]"
"(21.076, 21.646]","(24.712, 25.35]","(13.53, 14.169]","(117.547, 119.759]","(395.31, 401.764]"
"(15.946, 16.516]","(16.421, 17.059]","(13.53, 14.169]","(84.36, 86.573]","(298.504, 304.957]"
"(18.796, 19.366]","(15.784, 16.421]","(16.088, 16.727]","(86.573, 88.785]","(311.411, 317.865]"
"(17.656, 18.226]","(20.248, 20.885]","(16.727, 17.367]","(95.422, 97.635]","(337.226, 343.68]"
"(19.936, 20.506]","(17.697, 18.335]","(14.169, 14.809]","(90.997, 93.21]","(317.865, 324.319]"
"(19.366, 19.936]","(17.697, 18.335]","(14.809, 15.448]","(90.997, 93.21]","(317.865, 324.319]"
"(16.516, 17.086]","(18.972, 19.61]","(12.251, 12.89]","(88.785, 90.997]","(304.957, 311.411]"
"(18.226, 18.796]","(20.248, 20.885]","(16.088, 16.727]","(97.635, 99.847]","(343.68, 350.134]"
"(17.086, 17.656]","(18.972, 19.61]","(13.53, 14.169]","(90.997, 93.21]","(317.865, 324.319]"
"(18.226, 18.796]","(20.885, 21.523]","(14.809, 15.448]","(99.847, 102.06]","(343.68, 350.134]"
"(20.506, 21.076]","(17.059, 17.697]","(14.169, 14.809]","(88.785, 90.997]","(311.411, 317.865]"
"(16.516, 17.086]","(22.161, 22.799]","(16.088, 16.727]","(102.06, 104.272]","(356.587, 363.041]"
"(22.786, 23.356]","(15.784, 16.421]","(13.53, 14.169]","(93.21, 95.422]","(317.865, 324.319]"
"(18.796, 19.366]","(20.248, 20.885]","(12.89, 13.53]","(99.847, 102.06]","(337.226, 343.68]"
"(21.076, 21.646]","(23.436, 24.074]","(14.809, 15.448]","(113.122, 115.334]","(388.856, 395.31]"
"(23.926, 24.496]","(18.335, 18.972]","(16.727, 17.367]","(104.272, 106.485]","(369.495, 375.949]"
"(16.516, 17.086]","(21.523, 22.161]","(14.169, 14.809]","(95.422, 97.635]","(337.226, 343.68]"
"(18.796, 19.366]","(17.697, 18.335]","(18.006, 18.646]","(90.997, 93.21]","(330.772, 337.226]"
"(19.366, 19.936]","(17.059, 17.697]","(16.088, 16.727]","(86.573, 88.785]","(311.411, 317.865]"
"(17.656, 18.226]","(15.784, 16.421]","(14.169, 14.809]","(82.11, 84.36]","(291.94, 298.504]"
"(22.216, 22.786]","(18.335, 18.972]","(14.809, 15.448]","(99.847, 102.06]","(343.68, 350.134]"
"(19.366, 19.936]","(22.799, 23.436]","(15.448, 16.088]","(104.272, 106.485]","(356.587, 363.041]"
"(22.216, 22.786]","(20.248, 20.885]","(17.367, 18.006]","(110.909, 113.122]","(382.402, 388.856]"
"(18.796, 19.366]","(20.885, 21.523]","(19.285, 19.925]","(99.847, 102.06]","(356.587, 363.041]"
"(20.506, 21.076]","(25.35, 25.987]","(16.727, 17.367]","(113.122, 115.334]","(395.31, 401.764]"
"(18.796, 19.366]","(20.248, 20.885]","(16.727, 17.367]","(102.06, 104.272]","(356.587, 363.041]"
"(18.796, 19.366]","(18.972, 19.61]","(16.088, 16.727]","(97.635, 99.847]","(337.226, 343.68]"
"(19.936, 20.506]","(20.248, 20.885]","(17.367, 18.006]","(102.06, 104.272]","(356.587, 363.041]"
"(21.076, 21.646]","(21.523, 22.161]","(12.251, 12.89]","(108.697, 110.909]","(356.587, 363.041]"
"(18.226, 18.796]","(19.61, 20.248]","(16.727, 17.367]","(93.21, 95.422]","(330.772, 337.226]"
"(18.226, 18.796]","(20.248, 20.885]","(14.809, 15.448]","(99.847, 102.06]","(343.68, 350.134]"
"(18.226, 18.796]","(18.972, 19.61]","(16.727, 17.367]","(93.21, 95.422]","(330.772, 337.226]"
"(19.366, 19.936]","(19.61, 20.248]","(18.006, 18.646]","(95.422, 97.635]","(343.68, 350.134]"
"(17.086, 17.656]","(22.799, 23.436]","(15.448, 16.088]","(102.06, 104.272]","(350.134, 356.587]"
"(19.366, 19.936]","(18.972, 19.61]","(12.251, 12.89]","(93.21, 95.422]","(324.319, 330.772]"
"(22.216, 22.786]","(20.248, 20.885]","(12.89, 13.53]","(106.485, 108.697]","(356.587, 363.041]"
"(17.086, 17.656]","(19.61, 20.248]","(12.251, 12.89]","(95.422, 97.635]","(324.319, 330.772]"
"(19.366, 19.936]","(20.248, 20.885]","(17.367, 18.006]","(102.06, 104.272]","(356.587, 363.041]"
"(23.356, 23.926]","(17.697, 18.335]","(14.809, 15.448]","(99.847, 102.06]","(337.226, 343.68]"
