A,B,C,D,E
"(20.051, 20.356]","(20.085, 20.272]","(15.952, 16.369]","(102.292, 102.893]","(348.915, 356.109]"
"(20.356, 20.528]","(20.648, 20.914]","(15.952, 16.369]","(104.895, 105.815]","(359.757, 362.398]"
"(19.037, 19.359]","(21.142, 21.571]","(17.553, 18.447]","(100.003, 100.621]","(348.915, 356.109]"
"(19.541, 19.614]","(21.142, 21.571]","(17.553, 18.447]","(102.893, 103.351]","(362.398, 363.428]"
"(17.171, 17.976]","(17.264, 18.023]","(14.847, 15.033]","(88.132, 90.605]","(309.74, 321.008]"
"(14.805, 16.814]","(22.629, 23.04]","(10.331000000000001, 12.38]","(102.292, 102.893]","(344.067, 346.929]"
"(20.528, 20.717]","(18.368, 18.949]","(14.588, 14.847]","(99.191, 100.003]","(342.469, 344.067]"
"(17.976, 18.312]","(19.126, 19.432]","(14.588, 14.847]","(92.594, 93.938]","(323.68, 328.972]"
"(20.717, 21.161]","(21.142, 21.571]","(15.033, 15.309]","(103.351, 104.895]","(357.485, 359.757]"
"(21.728, 22.27]","(15.145000000000001, 16.648]","(17.553, 18.447]","(95.327, 96.766]","(339.337, 342.469]"
"(19.852, 20.051]","(22.629, 23.04]","(12.584, 13.149]","(108.09, 109.459]","(363.428, 368.257]"
"(20.356, 20.528]","(18.368, 18.949]","(16.813, 17.066]","(93.938, 95.327]","(335.911, 337.58]"
"(16.814, 17.171]","(18.949, 19.126]","(18.447, 21.204]","(88.132, 90.605]","(323.68, 328.972]"
"(21.161, 21.728]","(23.04, 25.987]","(13.149, 13.818]","(109.459, 119.759]","(374.119, 401.764]"
"(14.805, 16.814]","(16.648, 17.264]","(13.818, 13.999]","(82.14699999999999, 88.132]","(292.04900000000004, 309.74]"
"(18.852, 19.037]","(15.145000000000001, 16.648]","(16.604, 16.813]","(82.14699999999999, 88.132]","(309.74, 321.008]"
"(17.976, 18.312]","(20.648, 20.914]","(17.066, 17.354]","(95.327, 96.766]","(342.469, 344.067]"
"(19.852, 20.051]","(17.264, 18.023]","(14.409, 14.588]","(92.594, 93.938]","(323.68, 328.972]"
"(19.614, 19.852]","(18.023, 18.368]","(15.033, 15.309]","(92.594, 93.938]","(321.008, 323.68]"
"(16.814, 17.171]","(19.432, 19.661]","(12.38, 12.584]","(88.132, 90.605]","(292.04900000000004, 309.74]"
"(18.686, 18.852]","(20.46, 20.648]","(16.369, 16.604]","(98.606, 99.191]","(344.067, 346.929]"
"(17.171, 17.976]","(19.432, 19.661]","(13.149, 13.818]","(90.605, 92.594]","(309.74, 321.008]"
"(18.686, 18.852]","(20.914, 21.142]","(15.033, 15.309]","(100.003, 100.621]","(346.929, 348.915]"
"(20.528, 20.717]","(16.648, 17.264]","(14.409, 14.588]","(90.605, 92.594]","(309.74, 321.008]"
"(16.814, 17.171]","(22.629, 23.04]","(16.604, 16.813]","(102.893, 103.351]","(356.109, 357.485]"
"(22.987, 24.496]","(15.145000000000001, 16.648]","(13.999, 14.409]","(93.938, 95.327]","(321.008, 323.68]"
"(18.852, 19.037]","(20.085, 20.272]","(13.149, 13.818]","(100.003, 100.621]","(335.911, 337.58]"
