A,B,C,D,E
"(19.831, 20.462]","(22.867, 24.045]","(13.092, 13.786]","(101.592, 104.068]","(343.581, 351.011]"
"(20.462, 21.08]","(17.97, 18.611]","(15.56, 16.241]","(99.337, 101.592]","(351.011, 358.816]"
"(18.672, 19.284]","(22.867, 24.045]","(19.171, 23.408]","(104.068, 107.956]","(378.496, 390.374]"
"(19.284, 19.831]","(17.15, 17.97]","(12.094, 13.092]","(89.755, 92.502]","(309.94, 321.367]"
"(15.861, 17.088]","(24.045, 28.505]","(6.864999999999999, 10.545]","(115.26, 128.734]","(369.381, 378.496]"
"(10.711, 15.861]","(17.15, 17.97]","(6.864999999999999, 10.545]","(62.502, 82.996]","(216.742, 290.789]"
"(20.462, 21.08]","(19.908, 20.507]","(13.092, 13.786]","(104.068, 107.956]","(358.816, 369.381]"
"(17.088, 18.029]","(11.287, 15.873]","(10.545, 12.094]","(62.502, 82.996]","(290.789, 309.94]"
"(21.08, 22.008]","(17.97, 18.611]","(14.901, 15.56]","(96.959, 99.337]","(337.01, 343.581]"
"(22.008, 22.812]","(20.507, 21.077]","(14.28, 14.901]","(107.956, 111.393]","(369.381, 378.496]"
"(19.831, 20.462]","(21.784, 22.867]","(6.864999999999999, 10.545]","(104.068, 107.956]","(337.01, 343.581]"
"(20.462, 21.08]","(22.867, 24.045]","(13.786, 14.28]","(111.393, 115.26]","(378.496, 390.374]"
"(10.711, 15.861]","(17.15, 17.97]","(17.027, 17.959]","(62.502, 82.996]","(216.742, 290.789]"
"(22.008, 22.812]","(19.908, 20.507]","(14.901, 15.56]","(107.956, 111.393]","(369.381, 378.496]"
"(10.711, 15.861]","(17.97, 18.611]","(17.027, 17.959]","(82.996, 89.755]","(290.789, 309.94]"
"(18.029, 18.672]","(21.077, 21.784]","(15.56, 16.241]","(104.068, 107.956]","(351.011, 358.816]"
"(15.861, 17.088]","(20.507, 21.077]","(16.241, 17.027]","(92.502, 94.918]","(321.367, 330.372]"
"(19.831, 20.462]","(19.178, 19.908]","(13.786, 14.28]","(101.592, 104.068]","(343.581, 351.011]"
"(19.284, 19.831]","(24.045, 28.505]","(13.786, 14.28]","(111.393, 115.26]","(378.496, 390.374]"
"(10.711, 15.861]","(21.784, 22.867]","(6.864999999999999, 10.545]","(96.959, 99.337]","(309.94, 321.367]"
"(18.029, 18.672]","(20.507, 21.077]","(17.959, 19.171]","(99.337, 101.592]","(351.011, 358.816]"
"(10.711, 15.861]","(18.611, 19.178]","(13.786, 14.28]","(89.755, 92.502]","(309.94, 321.367]"
"(18.029, 18.672]","(15.873, 17.15]","(14.901, 15.56]","(62.502, 82.996]","(290.789, 309.94]"
"(20.462, 21.08]","(21.077, 21.784]","(16.241, 17.027]","(111.393, 115.26]","(378.496, 390.374]"
"(10.711, 15.861]","(11.287, 15.873]","(19.171, 23.408]","(62.502, 82.996]","(216.742, 290.789]"
"(23.91, 29.306]","(21.077, 21.784]","(14.901, 15.56]","(111.393, 115.26]","(378.496, 390.374]"
"(18.029, 18.672]","(24.045, 28.505]","(13.092, 13.786]","(111.393, 115.26]","(378.496, 390.374]"
"(22.008, 22.812]","(15.873, 17.15]","(17.027, 17.959]","(96.959, 99.337]","(337.01, 343.581]"
"(23.91, 29.306]","(22.867, 24.045]","(17.959, 19.171]","(115.26, 128.734]","(390.374, 446.052]"
"(10.711, 15.861]","(17.15, 17.97]","(16.241, 17.027]","(82.996, 89.755]","(309.94, 321.367]"
"(18.029, 18.672]","(19.908, 20.507]","(17.959, 19.171]","(104.068, 107.956]","(369.381, 378.496]"
"(18.672, 19.284]","(18.611, 19.178]","(13.786, 14.28]","(94.918, 96.959]","(330.372, 337.01]"
"(17.088, 18.029]","(15.873, 17.15]","(13.092, 13.786]","(82.996, 89.755]","(216.742, 290.789]"
"(22.812, 23.91]","(21.077, 21.784]","(13.786, 14.28]","(115.26, 128.734]","(378.496, 390.374]"
"(19.284, 19.831]","(15.873, 17.15]","(17.959, 19.171]","(82.996, 89.755]","(290.789, 309.94]"
"(22.812, 23.91]","(21.784, 22.867]","(10.545, 12.094]","(115.26, 128.734]","(369.381, 378.496]"
"(18.029, 18.672]","(19.178, 19.908]","(17.027, 17.959]","(92.502, 94.918]","(330.372, 337.01]"
"(20.462, 21.08]","(15.873, 17.15]","(19.171, 23.408]","(82.996, 89.755]","(330.372, 337.01]"
"(18.672, 19.284]","(18.611, 19.178]","(19.171, 23.408]","(92.502, 94.918]","(330.372, 337.01]"
"(18.672, 19.284]","(19.908, 20.507]","(13.786, 14.28]","(99.337, 101.592]","(343.581, 351.011]"
"(20.462, 21.08]","(21.784, 22.867]","(13.092, 13.786]","(111.393, 115.26]","(369.381, 378.496]"
"(21.08, 22.008]","(17.15, 17.97]","(14.901, 15.56]","(94.918, 96.959]","(337.01, 343.581]"
"(17.088, 18.029]","(21.784, 22.867]","(17.959, 19.171]","(101.592, 104.068]","(358.816, 369.381]"
"(17.088, 18.029]","(15.873, 17.15]","(17.027, 17.959]","(82.996, 89.755]","(290.789, 309.94]"
"(18.029, 18.672]","(17.97, 18.611]","(14.901, 15.56]","(92.502, 94.918]","(321.367, 330.372]"
"(19.284, 19.831]","(11.287, 15.873]","(19.171, 23.408]","(62.502, 82.996]","(216.742, 290.789]"
"(10.711, 15.861]","(22.867, 24.045]","(13.092, 13.786]","(96.959, 99.337]","(330.372, 337.01]"
"(18.672, 19.284]","(11.287, 15.873]","(14.28, 14.901]","(62.502, 82.996]","(216.742, 290.789]"
"(22.812, 23.91]","(17.97, 18.611]","(14.28, 14.901]","(96.959, 99.337]","(343.581, 351.011]"
"(15.861, 17.088]","(18.611, 19.178]","(12.094, 13.092]","(89.755, 92.502]","(290.789, 309.94]"
"(18.672, 19.284]","(21.784, 22.867]","(14.901, 15.56]","(104.068, 107.956]","(358.816, 369.381]"
"(23.91, 29.306]","(19.908, 20.507]","(13.092, 13.786]","(107.956, 111.393]","(369.381, 378.496]"
"(18.029, 18.672]","(21.077, 21.784]","(13.092, 13.786]","(101.592, 104.068]","(343.581, 351.011]"
"(17.088, 18.029]","(19.178, 19.908]","(17.027, 17.959]","(89.755, 92.502]","(321.367, 330.372]"
"(20.462, 21.08]","(17.97, 18.611]","(16.241, 17.027]","(94.918, 96.959]","(337.01, 343.581]"
"(19.831, 20.462]","(22.867, 24.045]","(14.28, 14.901]","(107.956, 111.393]","(369.381, 378.496]"
"(22.008, 22.812]","(24.045, 28.505]","(14.28, 14.901]","(115.26, 128.734]","(390.374, 446.052]"
"(10.711, 15.861]","(19.908, 20.507]","(10.545, 12.094]","(82.996, 89.755]","(290.789, 309.94]"
"(19.831, 20.462]","(20.507, 21.077]","(12.094, 13.092]","(101.592, 104.068]","(343.581, 351.011]"
"(19.831, 20.462]","(19.908, 20.507]","(13.092, 13.786]","(96.959, 99.337]","(321.367, 330.372]"
"(19.284, 19.831]","(17.15, 17.97]","(6.864999999999999, 10.545]","(92.502, 94.918]","(290.789, 309.94]"
"(17.088, 18.029]","(21.784, 22.867]","(16.241, 17.027]","(101.592, 104.068]","(358.816, 369.381]"
"(20.462, 21.08]","(24.045, 28.505]","(17.959, 19.171]","(111.393, 115.26]","(390.374, 446.052]"
"(22.812, 23.91]","(17.97, 18.611]","(17.027, 17.959]","(99.337, 101.592]","(351.011, 358.816]"
"(19.831, 20.462]","(19.178, 19.908]","(16.241, 17.027]","(101.592, 104.068]","(351.011, 358.816]"
"(20.462, 21.08]","(20.507, 21.077]","(16.241, 17.027]","(99.337, 101.592]","(343.581, 351.011]"
"(21.08, 22.008]","(17.15, 17.97]","(17.027, 17.959]","(92.502, 94.918]","(321.367, 330.372]"
"(19.284, 19.831]","(24.045, 28.505]","(13.092, 13.786]","(111.393, 115.26]","(369.381, 378.496]"
"(17.088, 18.029]","(17.97, 18.611]","(17.027, 17.959]","(82.996, 89.755]","(309.94, 321.367]"
"(20.462, 21.08]","(20.507, 21.077]","(6.864999999999999, 10.545]","(104.068, 107.956]","(343.581, 351.011]"
"(23.91, 29.306]","(19.178, 19.908]","(14.901, 15.56]","(107.956, 111.393]","(369.381, 378.496]"
"(21.08, 22.008]","(19.908, 20.507]","(12.094, 13.092]","(104.068, 107.956]","(351.011, 358.816]"
"(19.284, 19.831]","(19.178, 19.908]","(13.786, 14.28]","(96.959, 99.337]","(330.372, 337.01]"
"(22.812, 23.91]","(24.045, 28.505]","(15.56, 16.241]","(115.26, 128.734]","(390.374, 446.052]"
"(22.008, 22.812]","(21.784, 22.867]","(14.28, 14.901]","(104.068, 107.956]","(358.816, 369.381]"
"(22.812, 23.91]","(24.045, 28.505]","(6.864999999999999, 10.545]","(115.26, 128.734]","(378.496, 390.374]"
"(10.711, 15.861]","(22.867, 24.045]","(19.171, 23.408]","(101.592, 104.068]","(369.381, 378.496]"
"(20.462, 21.08]","(15.873, 17.15]","(15.56, 16.241]","(82.996, 89.755]","(290.789, 309.94]"
"(23.91, 29.306]","(17.15, 17.97]","(13.786, 14.28]","(99.337, 101.592]","(343.581, 351.011]"
"(23.91, 29.306]","(20.507, 21.077]","(15.56, 16.241]","(111.393, 115.26]","(378.496, 390.374]"
"(19.284, 19.831]","(22.867, 24.045]","(14.901, 15.56]","(104.068, 107.956]","(358.816, 369.381]"
"(18.029, 18.672]","(19.178, 19.908]","(14.28, 14.901]","(94.918, 96.959]","(321.367, 330.372]"
"(17.088, 18.029]","(22.867, 24.045]","(16.241, 17.027]","(107.956, 111.393]","(378.496, 390.374]"
"(19.831, 20.462]","(17.15, 17.97]","(12.094, 13.092]","(89.755, 92.502]","(309.94, 321.367]"
"(19.284, 19.831]","(17.97, 18.611]","(10.545, 12.094]","(92.502, 94.918]","(309.94, 321.367]"
"(21.08, 22.008]","(19.178, 19.908]","(13.786, 14.28]","(101.592, 104.068]","(351.011, 358.816]"
"(19.284, 19.831]","(20.507, 21.077]","(12.094, 13.092]","(99.337, 101.592]","(337.01, 343.581]"
"(17.088, 18.029]","(21.077, 21.784]","(10.545, 12.094]","(101.592, 104.068]","(330.372, 337.01]"
"(18.672, 19.284]","(17.97, 18.611]","(16.241, 17.027]","(89.755, 92.502]","(321.367, 330.372]"
"(19.284, 19.831]","(24.045, 28.505]","(14.901, 15.56]","(111.393, 115.26]","(378.496, 390.374]"
"(18.029, 18.672]","(19.908, 20.507]","(17.027, 17.959]","(94.918, 96.959]","(330.372, 337.01]"
"(10.711, 15.861]","(18.611, 19.178]","(17.027, 17.959]","(92.502, 94.918]","(330.372, 337.01]"
"(19.284, 19.831]","(19.178, 19.908]","(17.027, 17.959]","(92.502, 94.918]","(337.01, 343.581]"
"(18.029, 18.672]","(22.867, 24.045]","(17.027, 17.959]","(104.068, 107.956]","(369.381, 378.496]"
"(18.672, 19.284]","(20.507, 21.077]","(16.241, 17.027]","(99.337, 101.592]","(343.581, 351.011]"
"(15.861, 17.088]","(19.908, 20.507]","(19.171, 23.408]","(94.918, 96.959]","(351.011, 358.816]"
"(21.08, 22.008]","(15.873, 17.15]","(12.094, 13.092]","(92.502, 94.918]","(309.94, 321.367]"
"(21.08, 22.008]","(11.287, 15.873]","(14.901, 15.56]","(62.502, 82.996]","(216.742, 290.789]"
"(10.711, 15.861]","(17.97, 18.611]","(15.56, 16.241]","(62.502, 82.996]","(290.789, 309.94]"
"(22.812, 23.91]","(17.97, 18.611]","(14.28, 14.901]","(104.068, 107.956]","(351.011, 358.816]"
"(19.831, 20.462]","(17.97, 18.611]","(15.56, 16.241]","(92.502, 94.918]","(337.01, 343.581]"
"(21.08, 22.008]","(17.97, 18.611]","(15.56, 16.241]","(99.337, 101.592]","(343.581, 351.011]"
"(21.08, 22.008]","(15.873, 17.15]","(13.786, 14.28]","(89.755, 92.502]","(309.94, 321.367]"
"(22.008, 22.812]","(21.077, 21.784]","(17.959, 19.171]","(107.956, 111.393]","(378.496, 390.374]"
"(15.861, 17.088]","(11.287, 15.873]","(13.092, 13.786]","(62.502, 82.996]","(216.742, 290.789]"
"(23.91, 29.306]","(20.507, 21.077]","(15.56, 16.241]","(111.393, 115.26]","(378.496, 390.374]"
"(17.088, 18.029]","(21.077, 21.784]","(16.241, 17.027]","(96.959, 99.337]","(337.01, 343.581]"
"(18.672, 19.284]","(18.611, 19.178]","(14.28, 14.901]","(92.502, 94.918]","(321.367, 330.372]"
"(22.008, 22.812]","(11.287, 15.873]","(13.786, 14.28]","(89.755, 92.502]","(321.367, 330.372]"
"(10.711, 15.861]","(19.178, 19.908]","(6.864999999999999, 10.545]","(89.755, 92.502]","(290.789, 309.94]"
"(23.91, 29.306]","(17.15, 17.97]","(6.864999999999999, 10.545]","(101.592, 104.068]","(330.372, 337.01]"
"(18.029, 18.672]","(20.507, 21.077]","(13.786, 14.28]","(101.592, 104.068]","(351.011, 358.816]"
"(18.029, 18.672]","(15.873, 17.15]","(12.094, 13.092]","(89.755, 92.502]","(290.789, 309.94]"
"(23.91, 29.306]","(24.045, 28.505]","(10.545, 12.094]","(115.26, 128.734]","(390.374, 446.052]"
"(10.711, 15.861]","(19.908, 20.507]","(14.28, 14.901]","(89.755, 92.502]","(309.94, 321.367]"
"(10.711, 15.861]","(17.15, 17.97]","(17.027, 17.959]","(62.502, 82.996]","(216.742, 290.789]"
"(21.08, 22.008]","(17.97, 18.611]","(14.28, 14.901]","(96.959, 99.337]","(337.01, 343.581]"
