A,B,C,D,E
"(19.954, 20.204]","(20.232, 20.478]","(14.113, 14.444]","(102.026, 103.232]","(347.771, 351.408]"
"(20.204, 20.477]","(20.003, 20.232]","(15.838, 16.276]","(99.09, 99.914]","(347.771, 351.408]"
"(19.482, 19.721]","(19.778, 20.003]","(15.838, 16.276]","(99.09, 99.914]","(344.741, 347.771]"
"(19.721, 19.954]","(20.478, 20.821]","(16.276, 18.443]","(102.026, 103.232]","(354.855, 360.046]"
"(18.697, 19.148]","(19.143, 19.511]","(13.648, 14.113]","(95.126, 96.771]","(330.173, 335.3]"
"(16.903, 18.697]","(17.174, 18.686]","(15.524, 15.838]","(89.232, 95.126]","(310.18600000000004, 330.173]"
"(20.204, 20.477]","(19.511, 19.778]","(15.838, 16.276]","(99.914, 100.935]","(347.771, 351.408]"
"(18.697, 19.148]","(18.686, 19.143]","(14.444, 14.732]","(95.126, 96.771]","(330.173, 335.3]"
"(20.204, 20.477]","(17.174, 18.686]","(16.276, 18.443]","(96.771, 98.082]","(338.95, 341.899]"
"(20.834, 21.269]","(20.232, 20.478]","(16.276, 18.443]","(102.026, 103.232]","(354.855, 360.046]"
"(19.954, 20.204]","(20.003, 20.232]","(15.235, 15.524]","(99.914, 100.935]","(347.771, 351.408]"
"(20.204, 20.477]","(20.478, 20.821]","(11.93, 13.648]","(103.232, 104.711]","(347.771, 351.408]"
"(16.903, 18.697]","(20.478, 20.821]","(13.648, 14.113]","(98.082, 99.09]","(335.3, 338.95]"
"(20.477, 20.834]","(20.478, 20.821]","(15.838, 16.276]","(103.232, 104.711]","(354.855, 360.046]"
"(16.903, 18.697]","(20.478, 20.821]","(15.838, 16.276]","(99.09, 99.914]","(344.741, 347.771]"
"(19.482, 19.721]","(20.478, 20.821]","(16.276, 18.443]","(99.914, 100.935]","(347.771, 351.408]"
"(18.697, 19.148]","(21.259, 23.55]","(14.444, 14.732]","(103.232, 104.711]","(351.408, 354.855]"
"(19.954, 20.204]","(19.143, 19.511]","(16.276, 18.443]","(98.082, 99.09]","(344.741, 347.771]"
"(19.721, 19.954]","(20.003, 20.232]","(11.93, 13.648]","(100.935, 102.026]","(341.899, 344.741]"
"(16.903, 18.697]","(20.232, 20.478]","(14.444, 14.732]","(96.771, 98.082]","(335.3, 338.95]"
"(19.148, 19.482]","(19.511, 19.778]","(14.732, 14.99]","(98.082, 99.09]","(338.95, 341.899]"
"(16.903, 18.697]","(20.003, 20.232]","(14.444, 14.732]","(98.082, 99.09]","(338.95, 341.899]"
"(19.148, 19.482]","(20.232, 20.478]","(11.93, 13.648]","(98.082, 99.09]","(330.173, 335.3]"
"(20.204, 20.477]","(19.511, 19.778]","(15.838, 16.276]","(99.09, 99.914]","(344.741, 347.771]"
"(16.903, 18.697]","(20.821, 21.259]","(14.113, 14.444]","(99.09, 99.914]","(341.899, 344.741]"
"(21.269, 23.102]","(19.143, 19.511]","(14.113, 14.444]","(100.935, 102.026]","(344.741, 347.771]"
"(19.482, 19.721]","(20.232, 20.478]","(14.113, 14.444]","(99.09, 99.914]","(338.95, 341.899]"
